task number,first solution time,all solutions time,answers number
47,6.420224,41.698906,18
71,0.285451,35.106497,16
79,2.379922,29.038649,15
43,0.334409,40.759614,27
11,4.768387,39.241506,15
159,1.150862,41.625887,20
119,0.414548,32.855841,21
131,0.819417,35.131761,14
59,0.000296,36.165153,17
4,0.844766,34.338613,15
67,0.471057,43.629524,19
19,2.271965,41.395644,13
148,1.441539,27.580552,18
16,5.016785,39.832008,20
84,0.076154,32.393273,16
28,0.002758,34.446027,24
64,0.443701,38.741900,16
88,0.337751,32.109385,19
40,1.597671,29.828814,23
136,1.503616,34.712334,24
128,1.467602,32.946277,26
52,1.899303,32.716710,19
92,4.803368,34.667475,15
112,1.042614,32.419933,13
80,0.239877,27.558738,27
56,1.471137,33.743841,14
76,0.350954,38.561656,21
140,0.045587,33.650137,23
144,0.345011,36.114708,16
44,1.261713,30.943190,19
108,1.900912,41.867251,17
152,1.840176,35.024523,11
96,2.230913,35.177815,21
100,3.991023,45.235290,14
104,1.831929,38.350129,16
36,5.091663,36.272732,13
124,0.013929,34.421296,20
132,0.749652,29.841533,22
12,1.872746,33.395711,21
156,5.698598,40.545413,16
24,3.291035,37.913693,16
32,0.985424,39.147624,18
160,4.552037,35.164245,14
48,4.369750,38.759015,21
60,2.439455,33.438670,23
68,0.631496,32.177884,19
8,1.108047,45.939385,20
116,1.036766,46.112880,23
161,6.863601,35.525025,15
120,2.649490,40.263832,20
72,3.539117,43.832854,13
165,1.932916,28.996070,22
173,0.379096,33.221712,12
177,0.648094,31.451712,19
169,1.576357,34.430282,22
20,0.048905,41.843920,17
213,0.050661,27.035429,14
185,2.949795,32.374162,15
181,4.192001,33.463614,17
193,1.016379,32.228750,18
189,1.050911,34.092285,20
197,1.094571,33.346063,16
201,2.863229,31.908648,18
229,0.176790,28.656246,25
209,0.898250,32.603631,17
225,0.932789,31.986217,18
221,0.004280,33.113381,17
217,2.022028,34.537766,22
237,0.866162,31.647882,6
205,6.934049,38.520923,8
269,3.104691,32.428393,17
265,0.451810,32.689570,20
297,3.789144,26.774284,13
249,0.815135,35.316132,15
233,0.102731,37.659346,20
277,3.367401,33.373036,18
285,2.787178,32.026203,12
253,0.013522,36.863182,12
289,0.000032,32.121500,11
293,0.327955,32.766279,12
162,2.710925,29.601578,14
245,0.507618,40.567817,23
241,3.038079,43.656606,13
261,0.947839,42.322017,19
166,1.305627,33.759058,22
301,2.913316,35.542654,14
178,3.428094,28.338956,22
281,7.508850,43.192873,11
273,0.239851,46.643645,13
305,0.122368,37.814290,16
257,0.738191,47.660208,18
174,0.084507,31.374612,13
313,2.041537,43.098720,15
182,2.732285,33.020677,12
317,0.941373,34.292729,23
214,0.083526,34.509212,21
170,5.122071,37.566588,22
230,0.043309,30.521149,17
190,3.039068,32.933525,14
186,0.001154,38.285893,15
198,1.222952,35.766050,17
210,3.109306,34.554538,18
202,0.994285,36.763343,27
194,0.776829,39.948953,19
234,0.004970,28.681201,19
286,0.105777,27.582227,10
309,1.368653,54.996906,15
218,0.365852,35.356716,16
222,1.253249,36.363780,26
206,0.254543,34.268147,16
298,1.729652,35.857226,19
238,0.795475,39.610595,22
270,0.050329,37.861353,16
278,0.350644,35.588514,14
163,0.044035,32.750659,18
250,0.275262,38.429289,15
179,3.980513,26.868790,18
262,0.155017,31.497554,23
167,0.829045,30.666163,24
254,0.885468,39.818297,18
294,0.019935,38.933017,16
290,1.066633,40.841411,19
302,3.331182,33.122532,21
266,4.046308,45.292626,16
242,2.193037,37.157633,16
226,0.856644,53.792460,10
258,1.681595,35.324050,23
231,6.279644,27.017303,16
306,0.053985,36.151649,24
215,0.199075,29.497737,16
314,1.178997,32.123472,20
274,1.520554,38.023992,20
246,0.793610,45.753281,21
191,1.919680,29.511454,18
171,2.512520,32.597303,18
175,0.264950,39.894916,30
183,2.355537,34.115181,24
318,0.374012,34.860482,31
287,1.535534,26.897581,17
203,1.587227,29.410935,14
282,11.100392,46.187727,7
211,1.421827,35.175890,14
195,2.680940,35.860482,17
310,8.688616,34.408513,7
180,0.010397,26.817133,19
223,1.415626,34.414616,11
219,1.002347,36.055813,15
299,0.228462,33.296237,18
235,0.468377,38.845845,16
239,1.756586,33.564066,14
207,0.506790,38.497273,18
164,0.013892,33.403389,18
279,2.817892,36.404478,20
199,0.566812,47.518372,21
251,0.738097,34.719095,19
168,1.624009,33.701840,20
187,0.675043,49.132323,14
271,2.546305,38.116810,13
263,1.222823,35.210270,19
232,1.706234,26.446860,17
303,0.006503,33.227413,16
291,1.615275,35.009996,20
184,1.951489,26.861110,19
255,1.326934,39.261121,17
288,0.446292,27.045906,13
295,2.535454,41.204203,18
307,0.908612,34.925674,12
227,0.276736,36.236915,16
192,6.223197,34.304755,11
315,1.111850,34.940117,13
216,0.949168,35.253155,18
176,0.108551,31.827448,17
243,3.730334,41.456073,15
204,0.047412,30.847758,16
259,6.697139,39.938213,14
267,0.822824,45.220285,14
247,4.892460,38.248791,11
275,0.613394,40.818381,20
172,1.605580,37.835692,13
319,3.272542,36.861991,13
321,3.628691,30.228584,13
224,0.352264,32.557638,19
212,2.252316,37.288766,19
283,0.100223,40.832753,16
311,1.558548,36.975359,20
236,0.055070,34.017277,20
196,0.326810,39.234802,16
220,0.306266,36.695487,14
280,0.004276,31.841592,19
240,2.692982,35.880328,18
325,0.043020,34.022680,14
208,2.932483,35.453642,14
333,3.564739,31.020783,19
188,4.239033,34.666165,17
300,2.506221,41.439225,20
252,0.069573,37.064333,24
292,5.241623,32.574855,16
329,0.142680,37.441735,24
341,4.924769,28.048044,17
337,0.385629,31.219599,15
200,0.008933,40.000464,20
264,0.005409,38.729967,20
308,0.007059,32.298585,13
228,3.749603,32.085504,22
256,0.006900,37.607996,16
304,0.425625,42.690836,16
272,1.816962,45.287619,21
276,0.162805,28.383125,19
296,3.662350,37.601993,15
316,0.923060,35.915171,18
357,5.001721,35.116611,20
349,0.689760,36.918166,19
260,0.196733,35.208208,14
248,0.091588,34.709730,20
353,1.002808,38.393894,11
345,0.185783,38.872138,19
244,1.571584,38.863930,14
369,0.938196,28.463853,12
320,1.863504,37.655833,19
268,0.540914,41.144453,17
322,0.048781,34.473852,21
365,0.346222,34.236006,14
361,0.159346,40.896590,21
385,0.661996,28.466056,23
284,2.257465,38.177255,16
373,0.584749,36.390407,24
389,0.234656,34.013416,16
377,3.644346,36.202404,15
312,5.897834,38.294930,14
326,1.010464,35.489089,13
393,3.357430,34.807902,21
334,0.419007,34.676056,18
401,0.297643,32.101989,21
381,1.544011,40.577278,14
405,3.313090,34.516273,16
413,0.031948,33.436723,21
425,0.039017,31.225835,12
417,0.127804,34.946589,19
409,1.185572,37.601015,19
342,0.096277,37.359277,20
421,0.086817,33.914975,23
445,0.035659,31.120780,22
338,1.396426,39.980446,13
429,4.525968,34.677261,10
397,0.199548,45.196306,25
457,1.820208,30.991975,14
433,0.208109,36.079035,15
437,0.010598,35.981553,22
370,1.471169,28.760295,14
346,0.492696,32.508126,14
461,0.112676,33.043358,21
330,3.141423,47.014657,14
453,0.321562,34.598627,13
449,2.016730,37.319520,20
350,7.844775,37.662615,12
469,0.090353,31.372739,17
386,4.482228,32.828852,15
441,0.536026,45.935763,24
323,2.157548,35.585477,23
366,1.343564,33.475550,20
358,1.289254,44.160253,19
374,0.410385,28.753341,14
378,2.542573,29.964629,16
354,10.297060,46.613579,14
362,0.130251,39.368524,23
477,2.863879,32.081542,11
335,2.630931,32.640376,14
390,0.247999,35.689527,18
402,0.754664,32.876116,17
473,8.853235,38.824975,22
394,1.189429,36.468393,21
327,0.000072,37.697220,16
465,1.334896,48.422707,20
406,0.695083,34.187531,13
418,0.171503,32.881600,16
382,0.031165,37.790142,26
422,0.256193,32.525499,18
426,0.871917,35.765818,20
414,1.028256,37.289391,17
343,0.000045,36.205572,9
446,0.756706,33.541518,23
398,4.082876,31.991411,27
339,0.157988,33.750039,24
371,0.045730,31.843879,20
430,0.446403,34.734077,14
462,0.526146,31.703579,18
450,1.991654,30.852476,20
331,0.095024,32.366371,16
458,0.013474,36.464980,14
347,1.023682,35.062936,16
454,0.401751,34.720486,18
438,1.862085,38.683853,22
351,4.335703,35.170417,17
434,10.704540,40.304651,21
470,0.358875,34.612164,28
367,0.897851,32.150221,14
324,1.796115,32.191045,14
387,0.032936,34.169180,17
359,0.928896,36.541151,19
336,0.023884,31.027864,22
478,2.375106,32.406278,13
391,0.878383,32.298133,16
410,0.002953,58.321631,19
363,0.101948,35.128420,16
355,0.697573,36.895798,20
379,2.617964,38.661296,20
403,0.633252,34.237971,19
395,1.546087,31.658602,9
474,1.200737,34.969699,17
328,1.537712,33.817170,20
383,0.030311,32.687869,25
419,6.148276,34.155628,13
423,0.779161,34.764818,10
407,0.034610,38.555656,19
399,5.135435,33.039962,8
442,0.063682,52.972449,22
431,3.304847,31.293625,17
344,5.596578,34.801804,20
340,1.965775,33.779483,15
375,0.032187,52.832638,12
447,0.141546,34.630547,24
427,1.700314,36.863998,14
415,0.060763,38.120178,17
451,0.464368,33.017008,13
348,3.358041,32.736066,26
466,1.392584,46.450533,20
463,1.594468,35.261257,15
332,0.816442,34.866016,22
459,1.764795,34.302012,19
372,0.024057,41.861336,13
481,0.472664,31.771932,12
455,4.812189,37.569060,20
471,0.818396,35.480852,25
352,0.002150,36.455589,21
439,0.734981,38.811760,15
435,3.116022,37.454628,9
368,2.199849,35.418863,24
360,2.463724,30.997039,24
485,0.935981,30.029195,18
479,0.895868,33.630207,15
388,0.217372,39.671297,17
411,0.001737,32.798389,18
380,1.013555,32.642392,16
364,1.537584,33.428512,18
356,1.062260,33.388734,21
392,8.297998,34.840440,20
396,0.592547,33.184316,13
404,5.648304,34.689027,10
489,0.374725,31.896509,21
384,5.547776,29.835889,19
420,5.500519,29.808861,13
475,3.277984,34.577260,15
432,0.531865,27.477913,21
424,1.770622,29.965128,19
400,0.269491,28.617861,17
408,3.314549,30.824037,17
443,0.151582,29.562788,20
376,2.069457,29.073598,20
493,0.303440,29.625078,17
428,0.302360,29.211969,12
497,1.119593,30.022338,19
448,4.027426,30.673300,18
452,1.964701,28.602592,16
416,6.155063,30.735901,7
460,2.249931,26.841119,21
464,1.525862,28.009054,19
467,0.140680,29.479445,23
472,0.049339,23.608142,13
440,2.526718,24.502980,15
482,0.661103,27.653488,17
456,2.199516,27.517706,20
412,0.891739,19.615559,18
480,1.062394,21.351680,17
436,0.650716,27.458064,22
486,2.635512,26.284910,19
476,0.483971,16.423764,22
490,0.123726,19.025930,20
494,0.989738,16.257435,18
444,0.639077,17.618009,19
498,0.377830,17.666196,18
468,2.071680,18.075487,13
483,0.481639,15.866731,17
487,1.714879,15.799418,15
491,0.023537,15.766331,25
495,1.336522,15.816937,24
499,2.609941,15.515626,15
484,0.352934,15.601061,15
488,0.055691,15.470389,18
492,0.022846,15.333717,17
496,2.068000,15.227422,18
500,0.288545,15.035913,17
