task number,solution time,fitness minimum,stop reason,generations number
165,1.897191,0,Найдено точное решение,208
34,4.452491,894,Нет улучшений на последних двух итерациях,542
99,4.032542,224,Нет улучшений на последних двух итерациях,533
146,1.924724,0,Найдено точное решение,164
22,4.838620,708,Нет улучшений на последних двух итерациях,608
77,10.264027,1421,Нет улучшений на последних двух итерациях,961
19,3.789357,451,Нет улучшений на последних двух итерациях,539
11,1.833382,0,Найдено точное решение,235
162,3.909928,154,Нет улучшений на последних двух итерациях,516
138,4.700766,0,Найдено точное решение,449
114,4.048487,114,Нет улучшений на последних двух итерациях,544
50,4.562832,281,Нет улучшений на последних двух итерациях,551
139,0.606113,0,Найдено точное решение,82
118,5.645323,0,Найдено точное решение,600
122,4.318387,0,Найдено точное решение,528
63,3.698456,330,Нет улучшений на последних двух итерациях,525
86,4.855559,106,Нет улучшений на последних двух итерациях,527
140,0.726482,0,Найдено точное решение,98
6,6.741064,33,Нет улучшений на последних двух итерациях,644
27,4.218109,63,Нет улучшений на последних двух итерациях,515
142,4.872574,90,Нет улучшений на последних двух итерациях,595
15,4.891516,0,Найдено точное решение,532
51,1.366222,0,Найдено точное решение,161
39,4.314978,13,Нет улучшений на последних двух итерациях,569
151,5.211734,272,Нет улучшений на последних двух итерациях,659
169,0.927346,0,Найдено точное решение,103
40,0.376232,0,Найдено точное решение,53
2,10.436007,25,Нет улучшений на последних двух итерациях,870
71,4.395119,105,Нет улучшений на последних двух итерациях,539
58,6.822532,873,Нет улучшений на последних двух итерациях,643
170,0.581159,0,Найдено точное решение,83
110,5.360861,178,Нет улучшений на последних двух итерациях,558
64,1.847599,0,Найдено точное решение,232
82,8.100499,834,Нет улучшений на последних двух итерациях,548
20,3.169713,0,Найдено точное решение,432
100,3.590648,1402,Нет улучшений на последних двух итерациях,506
130,8.913563,182,Нет улучшений на последних двух итерациях,773
90,8.473786,492,Нет улучшений на последних двух итерациях,601
30,5.825597,0,Найдено точное решение,487
42,8.116329,409,Нет улучшений на последних двух итерациях,521
159,4.249181,515,Нет улучшений на последних двух итерациях,526
128,4.397977,74,Нет улучшений на последних двух итерациях,624
23,4.275450,278,Нет улучшений на последних двух итерациях,558
166,4.733718,1081,Нет улучшений на последних двух итерациях,681
135,5.375443,0,Найдено точное решение,469
107,9.147655,73,Нет улучшений на последних двух итерациях,740
102,8.585307,18,Нет улучшений на последних двух итерациях,652
163,5.336741,406,Нет улучшений на последних двух итерациях,761
78,5.507243,20,Нет улучшений на последних двух итерациях,635
67,8.754840,59,Нет улучшений на последних двух итерациях,622
12,5.435260,139,Нет улучшений на последних двух итерациях,727
35,5.897596,0,Найдено точное решение,694
52,3.529301,0,Найдено точное решение,357
16,3.665631,0,Найдено точное решение,324
123,4.905678,656,Нет улучшений на последних двух итерациях,548
28,4.172720,293,Нет улучшений на последних двух итерациях,511
155,7.374885,113,Нет улучшений на последних двух итерациях,520
96,8.915292,41,Нет улучшений на последних двух итерациях,826
87,4.969687,126,Нет улучшений на последних двух итерациях,601
173,4.036751,191,Нет улучшений на последних двух итерациях,577
119,5.529892,433,Нет улучшений на последних двух итерациях,646
88,0.324906,0,Найдено точное решение,46
177,3.771597,3,Нет улучшений на последних двух итерациях,516
111,3.898637,0,Найдено точное решение,430
193,1.851300,0,Найдено точное решение,211
181,4.205636,28,Нет улучшений на последних двух итерациях,566
171,4.272915,262,Нет улучшений на последних двух итерациях,580
7,5.741657,945,Нет улучшений на последних двух итерациях,570
83,4.643456,0,Найдено точное решение,277
31,4.132642,23,Нет улучшений на последних двух итерациях,544
185,4.609386,296,Нет улучшений на последних двух итерациях,581
91,4.380424,197,Нет улучшений на последних двух итерациях,545
47,10.014281,185,Нет улучшений на последних двух итерациях,715
24,4.007314,0,Найдено точное решение,439
3,5.637374,96,Нет улучшений на последних двух итерациях,509
201,2.502218,0,Найдено точное решение,247
164,2.975582,0,Найдено точное решение,392
131,5.019011,59,Нет улучшений на последних двух итерациях,624
59,5.702358,6,Нет улучшений на последних двух итерациях,648
68,3.403980,0,Найдено точное решение,447
167,4.622693,311,Нет улучшений на последних двух итерациях,617
147,9.403244,143,Нет улучшений на последних двух итерациях,706
156,3.111807,0,Найдено точное решение,288
189,5.460102,17,Нет улучшений на последних двух итерациях,718
72,6.724653,1374,Нет улучшений на последних двух итерациях,817
160,5.974169,211,Нет улучшений на последних двух итерациях,727
108,4.983723,600,Нет улучшений на последних двух итерациях,639
217,2.030974,0,Найдено точное решение,177
152,7.880135,92,Нет улучшений на последних двух итерациях,529
178,3.842079,67,Нет улучшений на последних двух итерациях,511
174,4.211852,89,Нет улучшений на последних двух итерациях,539
205,4.618147,672,Нет улучшений на последних двух итерациях,566
168,1.803843,0,Найдено точное решение,253
36,5.405470,0,Найдено точное решение,693
48,3.102149,0,Найдено точное решение,433
143,9.423949,604,Достигнуто максимальное число поколений,1000
115,11.148394,1058,Нет улучшений на последних двух итерациях,857
197,5.843246,1251,Нет улучшений на последних двух итерациях,584
172,4.212887,50,Нет улучшений на последних двух итерациях,545
116,0.205198,0,Найдено точное решение,24
124,5.758458,340,Нет улучшений на последних двух итерациях,696
213,5.093951,332,Нет улучшений на последних двух итерациях,601
32,4.423748,377,Нет улучшений на последних двух итерациях,621
221,4.148417,214,Нет улучшений на последних двух итерациях,575
225,3.703384,0,Найдено точное решение,526
194,5.243965,105,Нет улучшений на последних двух итерациях,582
79,7.204832,222,Нет улучшений на последних двух итерациях,526
209,6.477480,0,Найдено точное решение,529
112,5.952863,233,Нет улучшений на последних двух итерациях,609
43,9.438379,213,Нет улучшений на последних двух итерациях,576
120,6.629381,66,Нет улучшений на последних двух итерациях,672
84,5.617227,0,Найдено точное решение,504
136,8.640266,0,Найдено точное решение,640
218,3.248519,0,Найдено точное решение,409
60,5.043572,37,Нет улучшений на последних двух итерациях,520
103,8.522110,469,Нет улучшений на последних двух итерациях,545
175,3.052132,0,Найдено точное решение,422
8,6.332629,998,Нет улучшений на последних двух итерациях,622
4,5.746719,949,Нет улучшений на последних двух итерациях,675
195,1.575453,0,Найдено точное решение,194
190,4.796865,350,Нет улучшений на последних двух итерациях,564
191,0.327940,0,Найдено точное решение,26
148,5.528799,845,Нет улучшений на последних двух итерациях,581
92,6.572000,912,Нет улучшений на последних двух итерациях,534
265,3.067991,0,Найдено точное решение,308
257,3.550859,149,Нет улучшений на последних двух итерациях,503
206,4.231817,276,Нет улучшений на последних двух итерациях,517
144,3.707010,0,Найдено точное решение,374
253,4.425758,99,Нет улучшений на последних двух итерациях,603
132,7.016548,241,Нет улучшений на последних двух итерациях,684
186,7.738381,0,Найдено точное решение,796
233,6.137256,193,Нет улучшений на последних двух итерациях,595
222,3.466466,0,Найдено точное решение,492
249,5.320626,54,Нет улучшений на последних двух итерациях,748
237,6.399314,173,Нет улучшений на последних двух итерациях,537
182,8.900474,46,Нет улучшений на последних двух итерациях,932
192,1.806732,0,Найдено точное решение,109
226,3.813888,278,Нет улучшений на последних двух итерациях,541
245,6.158664,983,Нет улучшений на последних двух итерациях,521
202,8.359236,238,Нет улучшений на последних двух итерациях,546
269,4.958688,0,Найдено точное решение,467
187,1.138483,0,Найдено точное решение,153
179,6.080328,1265,Нет улучшений на последних двух итерациях,510
273,4.610260,587,Нет улучшений на последних двух итерациях,633
274,0.206118,0,Найдено точное решение,19
229,7.969558,1020,Нет улучшений на последних двух итерациях,760
44,4.148263,0,Найдено точное решение,364
241,7.361421,72,Нет улучшений на последних двух итерациях,662
198,5.963478,13,Нет улучшений на последних двух итерациях,633
227,1.391367,0,Найдено точное решение,175
219,4.478190,6,Нет улучшений на последних двух итерациях,593
317,2.733466,0,Найдено точное решение,206
293,5.068641,331,Нет улучшений на последних двух итерациях,609
277,5.939262,0,Найдено точное решение,668
196,4.944693,448,Нет улучшений на последних двух итерациях,570
214,7.134662,437,Нет улучшений на последних двух итерациях,869
210,6.344951,0,Найдено точное решение,604
305,4.625408,68,Нет улучшений на последних двух итерациях,531
220,1.389656,0,Найдено точное решение,140
104,5.722147,170,Нет улучшений на последних двух итерациях,581
261,7.895247,39,Нет улучшений на последних двух итерациях,685
318,1.421815,0,Найдено точное решение,104
254,4.272607,337,Нет улучшений на последних двух итерациях,557
258,4.849573,76,Нет улучшений на последних двух итерациях,606
289,6.332689,0,Найдено точное решение,677
176,6.377582,530,Нет улучшений на последних двух итерациях,857
290,0.449802,0,Найдено точное решение,55
297,6.496036,0,Найдено точное решение,609
281,7.113414,0,Найдено точное решение,459
255,0.748740,0,Найдено точное решение,109
313,5.347861,274,Нет улучшений на последних двух итерациях,524
309,5.904793,874,Нет улучшений на последних двух итерациях,613
250,4.560614,15,Нет улучшений на последних двух итерациях,558
301,6.795570,95,Нет улучшений на последних двух итерациях,518
223,4.909840,1177,Нет улучшений на последних двух итерациях,634
199,3.494528,0,Найдено точное решение,306
238,4.980675,0,Найдено точное решение,508
266,6.849427,383,Нет улучшений на последних двух итерациях,591
207,6.599375,95,Нет улучшений на последних двух итерациях,688
228,4.054709,358,Нет улучшений на последних двух итерациях,526
246,5.519352,0,Найдено точное решение,522
203,5.714092,102,Нет улучшений на последних двух итерациях,712
188,5.813826,0,Найдено точное решение,758
239,1.572669,0,Найдено точное решение,211
294,4.146614,92,Нет улучшений на последних двух итерациях,531
234,7.199851,0,Найдено точное решение,725
80,10.372149,19,Нет улучшений на последних двух итерациях,735
321,6.752845,0,Найдено точное решение,550
275,6.191009,384,Нет улучшений на последних двух итерациях,618
183,7.132586,506,Нет улучшений на последних двух итерациях,691
240,0.854081,0,Найдено точное решение,104
224,2.819277,0,Найдено точное решение,374
230,6.467820,31,Нет улучшений на последних двух итерациях,515
242,6.288645,98,Нет улучшений на последних двух итерациях,581
357,0.359844,0,Найдено точное решение,41
306,4.892353,589,Нет улучшений на последних двух итерациях,590
259,4.585856,778,Нет улучшений на последних двух итерациях,643
262,4.888767,1032,Нет улучшений на последних двух итерациях,529
256,4.032485,257,Нет улучшений на последних двух итерациях,516
333,5.134913,478,Нет улучшений на последних двух итерациях,641
180,7.696072,177,Нет улучшений на последних двух итерациях,527
291,4.531342,763,Нет улучшений на последних двух итерациях,504
278,5.927443,26,Нет улучшений на последних двух итерациях,693
270,8.060556,484,Нет улучшений на последних двух итерациях,801
251,4.196495,554,Нет улучшений на последних двух итерациях,548
302,4.119908,0,Найдено точное решение,365
341,4.773075,35,Нет улучшений на последних двух итерациях,578
235,2.000495,0,Найдено точное решение,190
276,1.735861,0,Найдено точное решение,98
310,4.521204,8,Нет улучшений на последних двух итерациях,523
263,0.994210,0,Найдено точное решение,118
285,12.333829,485,Нет улучшений на последних двух итерациях,879
184,2.361337,0,Найдено точное решение,245
337,6.417096,36,Нет улучшений на последних двух итерациях,514
211,6.711431,399,Нет улучшений на последних двух итерациях,681
295,3.172083,0,Найдено точное решение,382
247,4.089985,0,Найдено точное решение,441
349,3.514480,0,Найдено точное решение,392
298,5.881780,0,Найдено точное решение,552
325,9.038615,551,Нет улучшений на последних двух итерациях,529
204,4.075095,196,Нет улучшений на последних двух итерациях,563
200,5.629384,162,Нет улучшений на последних двух итерациях,730
231,2.972825,0,Найдено точное решение,340
215,7.657574,679,Нет улучшений на последних двух итерациях,769
314,6.309248,747,Нет улучшений на последних двух итерациях,685
282,6.722284,315,Нет улучшений на последних двух итерациях,524
319,7.599589,52,Нет улучшений на последних двух итерациях,751
345,5.405696,1169,Нет улучшений на последних двух итерациях,556
208,5.654240,399,Нет улучшений на последних двух итерациях,531
315,0.565105,0,Найдено точное решение,44
361,3.965660,518,Нет улучшений на последних двух итерациях,539
353,4.670958,586,Нет улучшений на последних двух итерациях,537
322,4.857115,0,Найдено точное решение,589
365,3.473056,0,Найдено точное решение,422
260,4.044198,118,Нет улучшений на последних двух итерациях,561
389,1.117607,0,Найдено точное решение,95
267,6.917356,331,Нет улучшений на последних двух итерациях,628
307,4.504690,18,Нет улучшений на последних двух итерациях,539
323,0.893897,0,Найдено точное решение,129
358,4.921238,189,Нет улучшений на последних двух итерациях,577
385,2.363472,0,Найдено точное решение,327
271,4.307570,756,Нет улучшений на последних двух итерациях,512
329,10.075305,1177,Достигнуто максимальное число поколений,1000
311,4.136508,491,Нет улучшений на последних двух итерациях,504
279,4.561459,339,Нет улучшений на последних двух итерациях,548
308,0.849341,0,Найдено точное решение,104
280,0.188082,0,Найдено точное решение,22
272,0.566647,0,Найдено точное решение,71
342,4.847424,0,Найдено точное решение,440
283,2.864085,0,Найдено точное решение,159
373,4.993191,0,Найдено точное решение,536
350,4.123430,318,Нет улучшений на последних двух итерациях,509
296,4.446836,299,Нет улучшений на последних двух итерациях,501
252,5.731668,18,Нет улучшений на последних двух итерациях,558
248,4.572637,256,Нет улучшений на последних двух итерациях,521
299,4.796500,0,Найдено точное решение,528
390,2.679266,0,Найдено точное решение,361
292,6.341024,400,Нет улучшений на последних двух итерациях,574
268,2.603906,0,Найдено точное решение,299
264,5.906297,125,Нет улучшений на последних двух итерациях,652
236,6.303234,256,Нет улучшений на последних двух итерациях,654
366,3.484058,0,Найдено точное решение,458
377,5.680275,415,Нет улучшений на последних двух итерациях,668
286,5.870374,878,Нет улучшений на последних двух итерациях,609
243,7.899953,0,Найдено точное решение,460
362,4.127682,32,Нет улучшений на последних двух итерациях,587
232,5.241861,1221,Нет улучшений на последних двух итерациях,674
433,0.818846,0,Найдено точное решение,58
334,7.782184,68,Нет улучшений на последних двух итерациях,572
303,7.341854,364,Нет улучшений на последних двух итерациях,609
393,4.075738,609,Нет улучшений на последних двух итерациях,578
346,5.289662,415,Нет улучшений на последних двух итерациях,544
326,6.156685,61,Нет улучшений на последних двух итерациях,513
324,3.856203,334,Нет улучшений на последних двух итерациях,553
374,2.801208,0,Найдено точное решение,275
320,5.731519,434,Нет улучшений на последних двух итерациях,512
369,8.561477,426,Нет улучшений на последних двух итерациях,566
216,6.375672,328,Нет улучшений на последних двух итерациях,569
381,6.746493,44,Нет улучшений на последних двух итерациях,733
312,4.077834,79,Нет улучшений на последних двух итерациях,557
338,7.492535,502,Нет улучшений на последних двух итерациях,621
386,4.472810,333,Нет улучшений на последних двух итерациях,514
382,0.291415,0,Найдено точное решение,35
387,0.269251,0,Найдено точное решение,32
316,6.423631,343,Нет улучшений на последних двух итерациях,741
354,6.154214,19,Нет улучшений на последних двух итерациях,553
417,3.366885,0,Найдено точное решение,361
351,3.826936,0,Найдено точное решение,419
401,4.549059,285,Нет улучшений на последних двух итерациях,530
359,5.401217,0,Найдено точное решение,575
434,2.580064,0,Найдено точное решение,211
300,3.840035,137,Нет улучшений на последних двух итерациях,511
461,0.026780,0,Найдено точное решение,1
457,1.536127,0,Найдено точное решение,153
397,5.875394,216,Нет улучшений на последних двух итерациях,553
212,9.593854,99,Нет улучшений на последних двух итерациях,975
388,1.901167,0,Найдено точное решение,188
330,6.470545,402,Нет улучшений на последних двух итерациях,641
445,2.868814,0,Найдено точное решение,337
331,0.239173,0,Найдено точное решение,34
441,3.286471,0,Найдено точное решение,385
367,4.592509,27,Нет улучшений на последних двух итерациях,573
378,4.633649,108,Нет улучшений на последних двух итерациях,528
343,6.446673,114,Нет улучшений на последних двух итерациях,562
421,5.420842,0,Найдено точное решение,498
287,4.982720,0,Найдено точное решение,460
405,7.011205,0,Найдено точное решение,630
304,4.472248,82,Нет улучшений на последних двух итерациях,536
473,0.016022,0,Найдено точное решение,1
332,1.033867,0,Найдено точное решение,148
394,4.558819,18,Нет улучшений на последних двух итерациях,579
363,5.261031,13,Нет улучшений на последних двух итерациях,671
442,1.211572,0,Найдено точное решение,91
435,2.764503,0,Найдено точное решение,264
398,2.180471,0,Найдено точное решение,276
413,6.993422,510,Нет улучшений на последних двух итерациях,743
391,6.707352,237,Нет улучшений на последних двух итерациях,811
335,5.871628,103,Нет улучшений на последних двух итерациях,654
409,7.873095,312,Нет улучшений на последних двух итерациях,640
327,6.021546,193,Нет улучшений на последних двух итерациях,511
402,4.849492,747,Нет улучшений на последних двух итерациях,505
474,2.332462,0,Найдено точное решение,307
244,7.632237,100,Нет улучшений на последних двух итерациях,506
437,7.334632,455,Нет улучшений на последних двух итерациях,975
360,5.125125,85,Нет улучшений на последних двух итерациях,521
418,5.416349,185,Нет улучшений на последних двух итерациях,564
284,9.554915,200,Нет улучшений на последних двух итерациях,719
364,2.531851,0,Найдено точное решение,362
288,3.152102,0,Найдено точное решение,288
449,6.603299,0,Найдено точное решение,583
425,8.770667,542,Нет улучшений на последних двух итерациях,755
352,6.054617,1046,Нет улучшений на последних двух итерациях,608
355,6.277216,258,Нет улучшений на последних двух итерациях,610
475,1.082248,0,Найдено точное решение,141
379,4.230262,256,Нет улучшений на последних двух итерациях,561
422,3.821621,875,Нет улучшений на последних двух итерациях,527
462,5.509526,168,Нет улучшений на последних двух итерациях,638
383,6.976968,0,Найдено точное решение,698
429,9.230092,248,Нет улучшений на последних двух итерациях,939
395,3.559187,133,Нет улучшений на последних двух итерациях,504
370,7.536821,810,Нет улучшений на последних двух итерациях,809
375,7.966354,188,Нет улучшений на последних двух итерациях,842
336,2.743781,0,Найдено точное решение,319
384,0.442659,0,Найдено точное решение,49
453,7.581307,342,Нет улучшений на последних двух итерациях,896
465,5.387508,444,Нет улучшений на последних двух итерациях,544
368,5.065764,354,Нет улучшений на последних двух итерациях,709
344,4.860413,403,Нет улучшений на последних двух итерациях,677
458,5.809915,291,Нет улучшений на последних двух итерациях,506
406,4.822722,0,Найдено точное решение,285
469,6.035830,4,Нет улучшений на последних двух итерациях,539
399,4.185050,19,Нет улучшений на последних двух итерациях,581
339,8.980821,95,Нет улучшений на последних двух итерациях,504
446,6.920930,1258,Нет улучшений на последних двух итерациях,501
436,5.369732,253,Нет улучшений на последних двух итерациях,567
414,5.244113,196,Нет улучшений на последних двух итерациях,687
481,3.720416,0,Найдено точное решение,362
443,6.066162,39,Нет улучшений на последних двух итерациях,629
489,3.693430,0,Найдено точное решение,460
410,4.825272,168,Нет улучшений на последних двух итерациях,506
493,3.759976,419,Нет улучшений на последних двух итерациях,521
444,0.137200,0,Найдено точное решение,19
328,4.767902,0,Найдено точное решение,485
419,3.936601,125,Нет улучшений на последних двух итерациях,521
415,0.913693,0,Найдено точное решение,132
476,3.679961,596,Нет улучшений на последних двух итерациях,503
403,5.003851,263,Нет улучшений на последних двух итерациях,531
347,11.764922,203,Нет улучшений на последних двух итерациях,839
396,3.913965,336,Нет улучшений на последних двух итерациях,531
423,4.116526,621,Нет улучшений на последних двух итерациях,556
416,0.689082,0,Найдено точное решение,99
438,5.189692,723,Нет улучшений на последних двух итерациях,644
450,4.772644,10,Нет улучшений на последних двух итерациях,622
371,4.041807,3,Нет улучшений на последних двух итерациях,510
497,5.022746,533,Нет улучшений на последних двух итерациях,600
380,4.641173,414,Нет улучшений на последних двух итерациях,638
426,5.084166,388,Нет улучшений на последних двух итерациях,546
485,5.574216,174,Нет улучшений на последних двух итерациях,613
466,4.080265,805,Нет улучшений на последних двух итерациях,508
376,4.246844,104,Нет улучшений на последних двух итерациях,506
477,8.168776,801,Нет улучшений на последних двух итерациях,894
463,4.702866,626,Нет улучшений на последних двух итерациях,599
348,0.927572,0,Найдено точное решение,114
478,0.159478,0,Найдено точное решение,38
392,7.502589,373,Нет улучшений на последних двух итерациях,682
340,2.990418,36,Нет улучшений на последних двух итерациях,537
430,5.038005,20,Нет улучшений на последних двух итерациях,634
459,4.576916,39,Нет улучшений на последних двух итерациях,635
486,0.838248,0,Найдено точное решение,207
356,5.777183,330,Нет улучшений на последних двух итерациях,766
470,4.349140,0,Найдено точное решение,510
454,5.115523,583,Нет улучшений на последних двух итерациях,636
447,3.432522,367,Нет улучшений на последних двух итерациях,536
411,2.905090,861,Нет улучшений на последних двух итерациях,557
427,1.303774,0,Найдено точное решение,187
407,4.993013,243,Нет улучшений на последних двух итерациях,723
408,0.428365,0,Найдено точное решение,108
372,2.349175,0,Найдено точное решение,362
404,3.112188,0,Найдено точное решение,613
482,4.209049,1254,Нет улучшений на последних двух итерациях,626
420,3.840262,881,Нет улучшений на последних двух итерациях,547
428,1.037468,0,Найдено точное решение,165
494,4.020149,374,Нет улучшений на последних двух итерациях,573
400,5.796516,80,Нет улучшений на последних двух итерациях,836
498,2.848989,0,Найдено точное решение,402
431,2.362773,131,Нет улучшений на последних двух итерациях,576
464,2.961139,0,Найдено точное решение,429
471,2.091213,0,Найдено точное решение,505
487,2.339890,625,Нет улучшений на последних двух итерациях,573
448,2.061139,30,Нет улучшений на последних двух итерациях,502
490,5.017512,605,Нет улучшений на последних двух итерациях,817
451,3.744453,0,Найдено точное решение,546
499,0.713817,0,Найдено точное решение,106
424,3.878656,277,Нет улучшений на последних двух итерациях,571
439,3.856574,286,Нет улучшений на последних двух итерациях,559
495,1.294855,0,Найдено точное решение,190
432,1.027893,0,Найдено точное решение,259
467,4.036931,251,Нет улучшений на последних двух итерациях,590
412,2.970145,512,Нет улучшений на последних двух итерациях,726
483,2.150358,32,Нет улучшений на последних двух итерациях,541
479,4.205019,96,Нет улучшений на последних двух итерациях,697
460,3.858979,144,Нет улучшений на последних двух итерациях,956
491,2.055680,0,Найдено точное решение,514
472,2.291011,0,Найдено точное решение,584
496,2.214435,0,Найдено точное решение,536
500,2.587942,244,Нет улучшений на последних двух итерациях,581
455,5.002151,0,Найдено точное решение,757
452,2.806645,0,Найдено точное решение,499
484,2.030341,172,Нет улучшений на последних двух итерациях,521
488,3.571844,639,Нет улучшений на последних двух итерациях,915
440,3.427923,457,Нет улучшений на последних двух итерациях,871
492,1.579884,0,Найдено точное решение,407
468,2.871550,696,Нет улучшений на последних двух итерациях,678
480,2.809788,95,Нет улучшений на последних двух итерациях,580
456,1.874591,310,Нет улучшений на последних двух итерациях,504
