task number,vector number,target weight,fraction
89,9,1711889,0.17
90,9,1576597,0.12
91,10,5119951,0.42
92,10,5670574,0.46
93,10,1945362,0.17
94,10,5637983,0.46
95,10,1110958,0.08
96,10,5175276,0.50
97,10,2597390,0.29
98,10,5233775,0.46
99,10,3476227,0.17
100,10,3173890,0.33
101,11,2944709,0.21
102,11,1800942,0.12
103,11,3100712,0.46
104,11,2802587,0.29
105,11,3314360,0.29
106,11,1490641,0.17
107,11,5014240,0.46
108,11,5120177,0.38
109,11,1059620,0.21
110,11,5005702,0.50
111,12,3314228,0.29
112,12,7822207,0.50
113,12,4844196,0.42
114,12,4978245,0.42
115,12,3686717,0.38
116,12,2495540,0.17
117,12,2272082,0.21
118,12,1937825,0.17
119,12,4930571,0.42
120,12,5360774,0.38
121,13,6442006,0.50
122,13,6290784,0.50
123,13,2169325,0.17
124,13,2798730,0.21
125,13,2363642,0.17
126,13,1579069,0.21
127,13,5244657,0.38
128,13,5393512,0.50
129,13,1776424,0.17
130,13,3443212,0.25
131,14,5160674,0.46
132,14,899887,0.12
133,14,5273956,0.50
134,14,2112948,0.25
135,14,4110013,0.42
136,14,2293809,0.12
137,14,2875882,0.33
138,14,5289147,0.42
139,14,1015678,0.08
140,14,299366,0.08
141,15,727600,0.12
142,15,4019724,0.25
143,15,4374553,0.29
144,15,2463993,0.12
145,15,3721761,0.38
146,15,330501,0.08
147,15,3933642,0.38
148,15,3004332,0.29
149,15,4023586,0.21
150,15,3284873,0.38
151,16,5983492,0.50
152,16,2927039,0.25
153,16,982268,0.08
154,16,3827296,0.29
155,16,1089619,0.17
156,16,1903166,0.12
157,16,4985738,0.42
158,16,4810297,0.38
159,16,5517675,0.46
160,16,6365252,0.50
161,17,1723465,0.17
162,17,3317089,0.25
163,17,1279808,0.08
164,17,1445744,0.08
165,17,1257744,0.12
166,17,1092715,0.12
167,17,4688679,0.46
168,17,6525256,0.50
169,17,1614159,0.08
170,17,4385900,0.46
171,18,3833634,0.33
172,18,5466170,0.38
173,18,4975754,0.38
174,18,5127664,0.42
175,18,6264784,0.46
176,18,3201323,0.21
177,18,3531603,0.38
178,18,2172841,0.21
179,18,5335514,0.46
180,18,1333788,0.08
181,19,4723425,0.42
182,19,1290821,0.12
183,19,5281353,0.42
184,19,3668134,0.46
185,19,6053427,0.46
186,19,3629679,0.33
187,19,1823701,0.12
188,19,4900698,0.42
189,19,2505123,0.17
190,19,1453498,0.21
191,20,3347095,0.25
192,20,3611065,0.29
193,20,1435300,0.21
194,20,4054906,0.38
195,20,1689675,0.21
196,20,2384713,0.21
197,20,2919234,0.21
198,20,5930086,0.46
199,20,880763,0.12
200,20,1777777,0.12
201,21,4417938,0.38
202,21,4520891,0.38
203,21,3734546,0.25
204,21,4627262,0.38
205,21,5254093,0.38
206,21,4898824,0.38
207,21,1797555,0.12
208,21,1695380,0.17
209,21,2129601,0.17
210,21,4784757,0.38
211,22,4979533,0.46
212,22,5128013,0.46
213,22,2211536,0.25
214,22,2258037,0.29
215,22,5452886,0.50
216,22,1323594,0.21
217,22,2679511,0.38
218,22,3445661,0.29
219,22,5382065,0.50
220,22,3377910,0.38
221,23,2647526,0.12
222,23,4843558,0.38
223,23,1710901,0.21
224,23,2316952,0.25
225,23,5772591,0.46
226,23,4455475,0.38
227,23,5389841,0.50
228,23,1988738,0.29
229,23,4811358,0.33
230,23,2222986,0.12
231,24,6968874,0.46
232,24,5653497,0.46
233,24,3458182,0.21
234,24,3480445,0.21
235,24,1501753,0.08
236,24,2791194,0.21
237,24,5737637,0.42
238,24,6167145,0.50
239,24,2683435,0.29
240,24,7508742,0.50
241,25,4638760,0.46
242,25,1672379,0.25
243,25,2293537,0.29
244,25,3627919,0.38
245,25,4032554,0.38
246,25,4000968,0.38
247,25,2099787,0.29
248,25,6368702,0.38
249,25,6191096,0.46
250,25,4849888,0.38
251,26,1938316,0.21
252,26,2608430,0.25
253,26,1227539,0.12
254,26,1320784,0.08
255,26,1210803,0.12
256,26,484909,0.08
257,26,4760508,0.50
258,26,987038,0.12
259,26,3882981,0.42
260,26,4162106,0.33
261,27,7081090,0.50
262,27,2768665,0.17
263,27,1602595,0.08
264,27,633109,0.08
265,27,6111882,0.38
266,27,7273694,0.38
267,27,5821043,0.33
268,27,7055075,0.42
269,27,5243966,0.33
270,27,3967077,0.29
271,28,5269627,0.33
272,28,4493845,0.33
273,28,7713827,0.46
274,28,4146309,0.25
275,28,6418637,0.46
276,28,5017934,0.33
277,28,4569102,0.29
278,28,1429919,0.08
279,28,3620686,0.21
280,28,2396222,0.17
281,29,6770048,0.46
282,29,3566011,0.33
283,29,5708908,0.42
284,29,6720942,0.46
285,29,3658896,0.29
286,29,1196569,0.12
287,29,3089605,0.17
288,29,3795887,0.29
289,29,827507,0.08
290,29,5903111,0.33
291,30,8064206,0.50
292,30,2851699,0.21
293,30,2354501,0.17
294,30,1425656,0.08
295,30,5571035,0.42
296,30,2913727,0.21
297,30,2065491,0.17
298,30,3504793,0.17
299,30,1604139,0.12
300,30,3699432,0.17
301,31,1217587,0.12
302,31,3641657,0.25
303,31,512508,0.08
304,31,1422554,0.08
305,31,4186812,0.29
306,31,3319398,0.29
307,31,4170551,0.42
308,31,553086,0.08
309,31,1237832,0.17
310,31,5182027,0.50
311,32,3549744,0.38
312,32,4626032,0.42
313,32,1808611,0.17
314,32,1126521,0.12
315,32,804801,0.08
316,32,3530045,0.42
317,32,2532103,0.29
318,32,3277981,0.29
319,32,2761870,0.25
320,32,2455756,0.29
321,33,4104158,0.38
322,33,5013999,0.38
323,33,4813429,0.38
324,33,6044561,0.46
325,33,1987008,0.17
326,33,3346649,0.33
327,33,737361,0.08
328,33,1276457,0.12
329,33,4356567,0.33
330,33,5282619,0.46
331,34,6902410,0.50
332,34,3168291,0.29
333,34,5823437,0.42
334,34,910961,0.08
335,34,2641842,0.17
336,34,2498951,0.17
337,34,2323479,0.21
338,34,5343066,0.33
339,34,5387790,0.38
340,34,2136670,0.12
341,35,2115482,0.21
342,35,1885671,0.17
343,35,933053,0.08
344,35,5083786,0.38
345,35,3531515,0.25
346,35,1107504,0.08
347,35,6650315,0.46
348,35,2452984,0.17
349,35,1710733,0.12
350,35,3977280,0.33
351,36,4476239,0.25
352,36,1670654,0.12
353,36,6008974,0.38
354,36,3075563,0.38
355,36,7212293,0.46
356,36,5250635,0.33
357,36,5548683,0.38
358,36,3879977,0.25
359,36,6548459,0.46
360,36,6195116,0.42
361,37,2151075,0.12
362,37,4645897,0.33
363,37,1623153,0.12
364,37,3343450,0.25
365,37,6762843,0.50
366,37,2708813,0.25
367,37,392662,0.08
368,37,4033913,0.38
369,37,6060741,0.46
370,37,4041765,0.38
371,38,1164782,0.08
372,38,3575300,0.33
373,38,5890817,0.42
374,38,3778682,0.25
375,38,5952000,0.38
376,38,4531378,0.33
377,38,4924752,0.29
378,38,4020029,0.21
379,38,4623269,0.29
380,38,1784088,0.12
381,39,1034077,0.12
382,39,3395591,0.33
383,39,4797874,0.38
384,39,3872766,0.33
385,39,4201628,0.38
386,39,5626793,0.33
387,39,2283038,0.25
388,39,933390,0.17
389,39,3884293,0.29
390,39,2843826,0.25
391,40,2223690,0.12
392,40,3775268,0.29
393,40,5227027,0.46
394,40,4141750,0.25
395,40,4287543,0.29
396,40,5348453,0.46
397,40,7317475,0.50
398,40,3234192,0.29
399,40,3007136,0.29
400,40,5084602,0.50
401,41,4185106,0.33
402,41,427234,0.08
403,41,2834585,0.21
404,41,5775762,0.42
405,41,4227412,0.42
406,41,5006660,0.38
407,41,548767,0.17
408,41,6835365,0.46
409,41,5306371,0.42
410,41,2525980,0.17
411,42,2016930,0.12
412,42,5981638,0.50
413,42,4833348,0.38
414,42,2641937,0.21
415,42,1853620,0.12
416,42,664609,0.08
417,42,4064669,0.21
418,42,5325053,0.38
419,42,169924,0.08
420,42,6432964,0.50
421,43,4941919,0.50
422,43,1275559,0.08
423,43,1710915,0.21
424,43,2364684,0.29
425,43,5448518,0.42
426,43,5008654,0.38
427,43,5000863,0.46
428,43,5517773,0.50
429,43,2859847,0.17
430,43,1889221,0.25
431,44,4803220,0.33
432,44,5651474,0.50
433,44,1362757,0.08
434,44,7381569,0.50
435,44,4751230,0.42
436,44,6149791,0.46
437,44,3000254,0.21
438,44,2593404,0.21
439,44,5409183,0.50
440,44,4193206,0.42
441,45,4159781,0.38
442,45,4319986,0.29
443,45,3376944,0.46
444,45,3962799,0.38
445,45,2909383,0.29
446,45,5230048,0.42
447,45,753532,0.08
448,45,5359729,0.50
449,45,5824094,0.50
450,45,4349167,0.50
451,46,1899231,0.12
452,46,4441522,0.33
453,46,2758789,0.25
454,46,751839,0.08
455,46,4417689,0.42
456,46,2202944,0.21
457,46,4060137,0.38
458,46,3143407,0.17
459,46,5621247,0.50
460,46,4950898,0.42
461,47,5001865,0.29
462,47,457674,0.12
463,47,4212398,0.25
464,47,6097063,0.38
465,47,7294860,0.42
466,47,6271502,0.38
467,47,2436150,0.25
468,47,3541691,0.29
469,47,2484503,0.17
470,47,4219787,0.29
471,48,3682344,0.38
472,48,1116529,0.08
473,48,5745925,0.46
474,48,2680442,0.29
475,48,4263408,0.29
476,48,1256422,0.17
477,48,3545589,0.33
478,48,4924337,0.38
479,48,3740429,0.29
480,48,4162655,0.33
481,49,1427103,0.17
482,49,1088813,0.08
483,49,2101336,0.29
484,49,5555382,0.42
485,49,3246521,0.29
486,49,4047965,0.33
487,49,4134688,0.38
488,49,2525537,0.25
489,49,2371851,0.12
490,49,4516479,0.38
491,50,3518697,0.38
492,50,5474906,0.46
493,50,2026493,0.21
494,50,4567869,0.42
495,50,4318512,0.29
496,50,5069959,0.50
497,50,4651181,0.46
498,50,5415996,0.46
499,50,1825282,0.21
500,50,4205001,0.33
