number,vector,amax
27,"[15528094, 13561943, 6302772, 8579814, 7353861, 15469529, 13329992, 6849504, 757366, 7996217, 11276537, 4459046, 5782166, 12362747, 4153303, 8912397, 4736606, 847699, 252480, 13028337, 8299466, 16637090, 6728784, 7974319]",16777216
28,"[1382797, 9739719, 4127551, 12999136, 1027067, 2631288, 7493240, 6886732, 8457993, 9847824, 16562070, 8546858, 6829036, 12727499, 13636094, 15299389, 14351653, 9747938, 10499987, 2312692, 1589003, 9923425, 2940027, 1295330]",16777216
29,"[11158990, 15790194, 11487380, 932599, 13129792, 6466484, 15411993, 2400652, 3691953, 15853619, 12666793, 9854306, 988905, 14021400, 12060701, 16146529, 3347648, 6236023, 3345881, 13078032, 8300443, 7263602, 10752650, 1691577]",16777216
30,"[450452, 11515091, 14718462, 2702186, 15780472, 11787647, 10724704, 7527472, 5865060, 450901, 7682359, 12975780, 15115284, 16086189, 396609, 12002905, 329515, 12833408, 16766771, 16302817, 3122235, 4258529, 10150291, 4318156]",16777216
31,"[2353761, 15039055, 10978361, 14055070, 11934680, 11561214, 13960810, 10769581, 1483450, 15477471, 6937638, 10078128, 3567178, 5216178, 349129, 9976431, 11327967, 14160768, 2332947, 4505724, 4502165, 9841375, 7419729, 2906780]",16777216
32,"[13635957, 7007670, 1876548, 11539430, 14765066, 6573970, 8763842, 9680517, 2332633, 2033619, 9272999, 13929886, 4051719, 2553482, 4328319, 11233605, 10659833, 12314583, 5891553, 11114326, 7821653, 5510236, 1310902, 12886238]",16777216
33,"[16416229, 16544092, 37506, 1619628, 10277950, 14509771, 9990610, 15934563, 5178643, 16710999, 7301995, 15577040, 12749160, 8378193, 2130046, 9012813, 7260047, 1812895, 10057039, 9179450, 4262019, 6702090, 9342204, 9872333]",16777216
34,"[16352890, 3036705, 1462897, 9167618, 1591276, 7674120, 5954830, 5164754, 5180303, 332463, 2213823, 13158852, 996376, 10365874, 12513246, 12719283, 13705175, 6410756, 2429298, 13611734, 16123816, 2137694, 16649251, 4381076]",16777216
35,"[85587, 3215641, 7321843, 1768379, 6645343, 10657421, 11935411, 15558206, 13348186, 16567311, 3056687, 7039713, 11151184, 3279132, 15651077, 8631691, 8882302, 8454526, 4668864, 4346391, 8848113, 15647326, 4678172, 9614815]",16777216
36,"[8432998, 885944, 10552726, 1455374, 6212320, 5020519, 3276364, 16181330, 5182621, 122027, 663092, 811387, 10816758, 9973947, 502777, 10098271, 95673, 191394, 16618991, 14909377, 16151047, 2616794, 14354489, 4705285]",16777216
37,"[3955321, 4156060, 8620259, 1249579, 12784285, 10882003, 437827, 15582617, 4153542, 4994803, 7863849, 1662860, 363677, 7263577, 13891014, 552670, 16273865, 11669772, 15907954, 8268649, 3280505, 4860339, 8405355, 1025574]",16777216
38,"[8219559, 14819348, 3267625, 13658767, 12817111, 7019071, 11916401, 6465531, 5659361, 15850465, 12038632, 2443347, 12051146, 13970544, 5530441, 9258075, 4769139, 11180908, 12878066, 15762145, 357244, 15476793, 14398355, 8125220]",16777216
39,"[4673419, 3438515, 2920000, 6811576, 3384573, 4968611, 15815985, 2144086, 13134416, 3212584, 6789742, 13796493, 13903530, 4527037, 7452240, 5498872, 3027718, 8519212, 464137, 10318322, 3967148, 15242995, 6416784, 9593812]",16777216
40,"[7288446, 5738555, 9493305, 9113042, 6087594, 6741312, 15120847, 13528433, 4240473, 9715620, 5678134, 1755645, 10011315, 8533689, 10075836, 13285435, 4766230, 9414108, 11136725, 14910900, 14597281, 932908, 6009429, 4267047]",16777216
41,"[6489072, 5011374, 7791983, 3798131, 5161906, 2222166, 2390819, 2791542, 13786285, 15178127, 12460753, 1486541, 2717723, 16620404, 9164046, 11638525, 16314550, 15721474, 8689803, 6031670, 5989865, 4707846, 15986265, 1378643]",16777216
42,"[15575387, 2011488, 11372601, 5067874, 6685667, 12596314, 4220958, 4982305, 5207213, 2597117, 440400, 241213, 1338685, 11616125, 1603903, 9818451, 7200840, 9794811, 10277056, 2898563, 13101574, 67429, 4301286, 14268326]",16777216
43,"[3254995, 864676, 7742652, 14237695, 11703872, 9275182, 6742364, 5697856, 13262672, 2585074, 9797718, 11245208, 7075720, 4053552, 6904730, 10472604, 13341475, 16087510, 3699669, 4867986, 7966939, 6123001, 9470582, 13051138]",16777216
44,"[15736856, 1971704, 5361505, 3694894, 9128813, 10217946, 2540738, 6540005, 10864289, 15857477, 12748305, 13183614, 8065843, 1757681, 15237213, 2138704, 141771, 1714197, 12669061, 5619888, 16597238, 8231910, 13648615, 7294637]",16777216
45,"[10435817, 7592589, 5240461, 4098220, 13455915, 8684636, 7147608, 10567346, 7626541, 13523974, 4840324, 13418417, 8281910, 12287728, 16553965, 13691751, 1979829, 16484969, 16753275, 5687230, 5365484, 4137087, 16544685, 8344915]",16777216
46,"[6782944, 15269606, 13805620, 4584470, 16395225, 8897319, 687715, 14428153, 7739501, 13067244, 4761751, 4908194, 2210098, 10960904, 16577027, 16229711, 14297289, 4399006, 9590381, 1354244, 3418849, 15341045, 13443093, 1399041]",16777216
47,"[12293419, 11304379, 8032527, 2847915, 4004241, 1267156, 1757880, 13485707, 11234531, 10042644, 3890531, 5898331, 10220282, 5926792, 16619359, 15766244, 8337772, 7966009, 9447155, 6723632, 6309275, 9742253, 13543855, 6450747]",16777216
48,"[1118423, 1689223, 1616646, 15564448, 15699094, 12627145, 426997, 4194524, 8214366, 14747246, 125128, 6218045, 1455889, 11698170, 13058811, 14813109, 13918290, 14481834, 10774698, 2187409, 10614804, 11331929, 9300461, 9913023]",16777216
49,"[585047, 13837885, 12719214, 7857205, 9615507, 11823434, 5815569, 3968492, 4098485, 12997045, 15539262, 5985157, 16171673, 4595648, 14516236, 13261454, 6597553, 1888947, 14601510, 14038438, 4127756, 1697067, 5351821, 6885408]",16777216
50,"[5501273, 11229925, 9701016, 16386286, 2148534, 415278, 4866188, 8237537, 8690093, 16627185, 3340427, 12703503, 5275627, 14307663, 15628397, 8531032, 9947646, 14407754, 10638123, 14276777, 8552494, 5970368, 6900227, 5662829]",16777216
