task number,vector number,target weight,fraction
284,29,37313760,0.25
285,29,35933040,0.12
286,29,67665036,0.25
287,29,103473712,0.42
288,29,86228042,0.38
289,29,32567224,0.25
290,29,37107621,0.17
291,30,71862819,0.38
292,30,101478981,0.46
293,30,103879905,0.50
294,30,94213069,0.42
295,30,63189379,0.46
296,30,102489752,0.50
297,30,49695957,0.21
298,30,101420925,0.50
299,30,46923870,0.33
300,30,14613886,0.12
301,31,19221351,0.12
302,31,73868336,0.38
303,31,60278223,0.29
304,31,11201793,0.12
305,31,74362911,0.46
306,31,19544779,0.08
307,31,80895836,0.29
308,31,69545533,0.33
309,31,58921384,0.33
310,31,79168853,0.42
311,32,22566755,0.08
312,32,74209898,0.29
313,32,81092683,0.46
314,32,31268099,0.12
315,32,85191336,0.42
316,32,47043277,0.21
317,32,16551386,0.08
318,32,20369474,0.12
319,32,29211881,0.21
320,32,76529696,0.42
321,33,18035857,0.08
322,33,16759129,0.08
323,33,45560949,0.25
324,33,96159394,0.46
325,33,74677934,0.33
326,33,83107690,0.50
327,33,98596460,0.50
328,33,82885816,0.33
329,33,41164404,0.25
330,33,93789982,0.38
331,34,72237774,0.38
332,34,18086251,0.08
333,34,80258028,0.42
334,34,40158672,0.29
335,34,83417245,0.50
336,34,62892078,0.42
337,34,22326470,0.08
338,34,44391039,0.33
339,34,97461024,0.50
340,34,9887943,0.08
341,35,19846443,0.08
342,35,50758014,0.25
343,35,74890171,0.42
344,35,44359645,0.25
345,35,47063577,0.25
346,35,85092290,0.50
347,35,70238025,0.33
348,35,97343632,0.42
349,35,22880049,0.08
350,35,55646285,0.25
351,36,24955537,0.12
352,36,15380038,0.12
353,36,57087924,0.21
354,36,50138095,0.38
355,36,20460475,0.17
356,36,19807226,0.29
357,36,122743031,0.50
358,36,70208959,0.42
359,36,35702553,0.29
360,36,12583494,0.21
361,37,49244584,0.33
362,37,12360676,0.08
363,37,47407227,0.29
364,37,60309250,0.33
365,37,47919293,0.29
366,37,33532216,0.29
367,37,29268559,0.25
368,37,43766771,0.25
369,37,22511273,0.08
370,37,30644083,0.25
371,38,126511618,0.50
372,38,67012936,0.29
373,38,76589253,0.33
374,38,28002493,0.12
375,38,58609166,0.25
376,38,48415773,0.21
377,38,25108540,0.08
378,38,37844441,0.17
379,38,46013538,0.21
380,38,67006954,0.25
381,39,41355796,0.17
382,39,84843295,0.42
383,39,59211800,0.33
384,39,28950401,0.08
385,39,34704577,0.21
386,39,60986224,0.42
387,39,43545340,0.17
388,39,43870956,0.33
389,39,9466020,0.08
390,39,73649194,0.42
391,40,33363196,0.17
392,40,50859392,0.25
393,40,24942130,0.21
394,40,32052733,0.21
395,40,84661434,0.33
396,40,12800736,0.08
397,40,10354641,0.08
398,40,50555392,0.29
399,40,84475391,0.38
400,40,100774915,0.46
401,41,47276609,0.25
402,41,93525851,0.50
403,41,59392296,0.42
404,41,12021535,0.08
405,41,30798158,0.17
406,41,85403642,0.42
407,41,65015067,0.33
408,41,69103463,0.42
409,41,71391087,0.46
410,41,122533014,0.46
411,42,45663578,0.25
412,42,14176212,0.12
413,42,57913705,0.50
414,42,81248451,0.50
415,42,85952351,0.46
416,42,19691031,0.12
417,42,47461394,0.33
418,42,83711897,0.50
419,42,12954810,0.08
420,42,33981239,0.38
421,43,40053770,0.17
422,43,83848612,0.33
423,43,72369172,0.42
424,43,83130177,0.38
425,43,97259567,0.46
426,43,31245929,0.17
427,43,14172273,0.08
428,43,61311868,0.25
429,43,77035612,0.38
430,43,90545920,0.42
431,44,38128524,0.21
432,44,55268330,0.33
433,44,22440147,0.21
434,44,83197975,0.33
435,44,45073848,0.25
436,44,18030566,0.08
437,44,65340954,0.38
438,44,53733805,0.29
439,44,27228244,0.12
440,44,28196595,0.29
441,45,93107812,0.38
442,45,33029654,0.08
443,45,39413415,0.17
444,45,86920123,0.38
445,45,40018525,0.17
446,45,23024787,0.12
447,45,76297140,0.33
448,45,111243741,0.50
449,45,69205728,0.29
450,45,75746138,0.29
451,46,30929159,0.12
452,46,32864675,0.25
453,46,14857793,0.12
454,46,58575716,0.25
455,46,31703883,0.21
456,46,30036812,0.21
457,46,71913080,0.29
458,46,24047686,0.12
459,46,50836215,0.21
460,46,84573295,0.33
461,47,76415617,0.42
462,47,58402676,0.33
463,47,77861475,0.33
464,47,92037494,0.50
465,47,52569898,0.29
466,47,56506262,0.33
467,47,111360122,0.50
468,47,52053040,0.17
469,47,76652654,0.33
470,47,81472368,0.38
471,48,64506558,0.25
472,48,78545351,0.33
473,48,44237257,0.21
474,48,14975227,0.12
475,48,58389896,0.29
476,48,80335235,0.29
477,48,21244952,0.08
478,48,68797649,0.33
479,48,98901652,0.50
480,48,16131068,0.08
481,49,41562661,0.17
482,49,71196827,0.25
483,49,108148732,0.46
484,49,101768928,0.50
485,49,44467687,0.29
486,49,42772693,0.29
487,49,90089514,0.46
488,49,67343848,0.25
489,49,102402778,0.46
490,49,50036282,0.21
491,50,101128515,0.46
492,50,70409946,0.25
493,50,70603088,0.38
494,50,30605805,0.17
495,50,76237446,0.38
496,50,70968851,0.29
497,50,40966218,0.21
498,50,30941129,0.21
499,50,68750289,0.29
500,50,28657705,0.12
