task number,solution time,fitness minimum,stop reason,generations number
143,3.948838,5406,Нет улучшений на последних двух итерациях,563
51,4.881539,3573,Нет улучшений на последних двух итерациях,675
24,4.065809,9374,Нет улучшений на последних двух итерациях,575
46,9.019473,20029,Достигнуто максимальное число поколений,1000
70,9.818595,5949,Нет улучшений на последних двух итерациях,687
35,5.797381,2931,Нет улучшений на последних двух итерациях,625
67,4.376219,4268,Нет улучшений на последних двух итерациях,572
15,5.091902,284,Нет улучшений на последних двух итерациях,525
39,5.990330,543,Нет улучшений на последних двух итерациях,636
155,5.580747,8279,Нет улучшений на последних двух итерациях,592
135,6.733438,32,Нет улучшений на последних двух итерациях,556
18,7.196418,151,Нет улучшений на последних двух итерациях,559
19,0.034169,0,Найдено точное решение,3
99,5.847093,343,Нет улучшений на последних двух итерациях,643
59,5.889765,1267,Нет улучшений на последних двух итерациях,580
79,5.880587,10732,Нет улучшений на последних двух итерациях,734
139,5.892296,329,Нет улучшений на последних двух итерациях,758
87,6.678034,1927,Нет улучшений на последних двух итерациях,712
75,6.316315,1413,Нет улучшений на последних двух итерациях,575
42,10.357749,1300,Достигнуто максимальное число поколений,1000
103,5.413902,2808,Нет улучшений на последних двух итерациях,657
63,4.420362,1702,Нет улучшений на последних двух итерациях,502
107,6.882982,18119,Нет улучшений на последних двух итерациях,604
118,12.442596,22386,Нет улучшений на последних двух итерациях,912
160,5.994033,661,Нет улучшений на последних двух итерациях,835
144,4.072256,2969,Нет улучшений на последних двух итерациях,587
147,6.642526,7359,Нет улучшений на последних двух итерациях,817
12,4.569750,463,Нет улучшений на последних двух итерациях,637
28,5.693764,499,Нет улучшений на последних двух итерациях,559
31,8.797412,2333,Нет улучшений на последних двух итерациях,808
92,5.773057,181,Нет улучшений на последних двух итерациях,504
56,4.554227,5015,Нет улучшений на последних двух итерациях,547
123,8.705455,3062,Нет улучшений на последних двух итерациях,937
52,3.864888,10798,Нет улучшений на последних двух итерациях,542
116,5.075253,4713,Нет улучшений на последних двух итерациях,627
84,5.640869,3476,Нет улучшений на последних двух итерациях,609
152,7.233376,3488,Нет улучшений на последних двух итерациях,508
47,4.449386,13799,Нет улучшений на последних двух итерациях,534
127,7.528378,1488,Нет улучшений на последних двух итерациях,836
156,4.252357,5557,Нет улучшений на последних двух итерациях,505
161,6.126058,6238,Нет улучшений на последних двух итерациях,864
7,8.355223,9377,Достигнуто максимальное число поколений,1000
131,7.972369,89,Нет улучшений на последних двух итерациях,511
60,4.831614,5170,Нет улучшений на последних двух итерациях,555
111,9.831151,2455,Нет улучшений на последних двух итерациях,748
43,4.333527,9935,Нет улучшений на последних двух итерациях,578
71,6.230721,3569,Нет улучшений на последних двух итерациях,506
165,3.875792,3425,Нет улучшений на последних двух итерациях,535
36,6.288415,0,Найдено точное решение,831
88,4.834899,284,Нет улучшений на последних двух итерациях,658
95,8.963296,2719,Нет улучшений на последних двух итерациях,633
80,5.571731,5195,Нет улучшений на последних двух итерациях,682
173,4.271364,30,Нет улучшений на последних двух итерациях,550
4,9.522405,7337,Нет улучшений на последних двух итерациях,820
100,5.906733,7177,Нет улучшений на последних двух итерациях,792
169,4.516318,5264,Нет улучшений на последних двух итерациях,645
177,4.591930,9894,Нет улучшений на последних двух итерациях,557
68,7.290830,2919,Нет улучшений на последних двух итерациях,501
64,5.528868,24885,Нет улучшений на последних двух итерациях,581
189,4.707094,2678,Нет улучшений на последних двух итерациях,658
40,7.132291,678,Нет улучшений на последних двух итерациях,740
136,7.029023,3999,Нет улучшений на последних двух итерациях,521
124,5.169028,2769,Нет улучшений на последних двух итерациях,629
148,5.525892,554,Нет улучшений на последних двух итерациях,656
104,6.146376,2524,Нет улучшений на последних двух итерациях,767
193,4.912190,2948,Нет улучшений на последних двух итерациях,609
108,6.255289,2124,Нет улучшений на последних двух итерациях,546
32,6.082590,2644,Нет улучшений на последних двух итерациях,516
48,5.192772,4290,Нет улучшений на последних двух итерациях,562
185,6.652777,8248,Нет улучшений на последних двух итерациях,793
140,8.133175,113,Нет улучшений на последних двух итерациях,827
201,5.596487,0,Найдено точное решение,395
162,4.019766,11754,Нет улучшений на последних двух итерациях,545
181,6.802904,7763,Нет улучшений на последних двух итерациях,515
76,8.183687,1773,Нет улучшений на последних двух итерациях,685
205,4.779421,165,Нет улучшений на последних двух итерациях,575
20,9.033033,6009,Нет улучшений на последних двух итерациях,652
16,9.494139,15153,Нет улучшений на последних двух итерациях,717
44,4.280701,0,Найдено точное решение,488
119,8.358420,0,Найдено точное решение,714
128,6.477081,5679,Нет улучшений на последних двух итерациях,728
209,5.203993,5189,Нет улучшений на последних двух итерациях,501
166,5.247482,3192,Нет улучшений на последних двух итерациях,538
197,8.045731,9802,Нет улучшений на последних двух итерациях,702
174,4.900471,385,Нет улучшений на последних двух итерациях,587
190,4.415086,1719,Нет улучшений на последних двух итерациях,603
132,6.459515,9210,Нет улучшений на последних двух итерациях,647
170,5.359763,16414,Нет улучшений на последних двух итерациях,728
249,4.478227,11104,Нет улучшений на последних двух итерациях,508
221,5.782364,5270,Нет улучшений на последних двух итерациях,634
257,4.556848,31446,Нет улучшений на последних двух итерациях,524
253,4.665012,3319,Нет улучшений на последних двух итерациях,525
225,6.034432,2784,Нет улучшений на последних двух итерациях,687
237,5.307361,5887,Нет улучшений на последних двух итерациях,589
72,6.929566,10148,Нет улучшений на последних двух итерациях,502
261,4.618607,4509,Нет улучшений на последних двух итерациях,520
273,3.542306,0,Найдено точное решение,236
229,6.615040,9728,Нет улучшений на последних двух итерациях,599
194,5.485024,14421,Нет улучшений на последних двух итерациях,507
8,7.867328,5442,Нет улучшений на последних двух итерациях,646
178,6.514483,5510,Нет улучшений на последних двух итерациях,714
213,7.412141,2378,Нет улучшений на последних двух итерациях,756
163,4.130642,323,Нет улучшений на последних двух итерациях,525
301,0.751137,0,Найдено точное решение,44
217,7.500790,2049,Нет улучшений на последних двух итерациях,770
245,6.225450,1052,Нет улучшений на последних двух итерациях,550
112,8.323487,2081,Нет улучшений на последних двух итерациях,939
265,6.107805,8235,Нет улучшений на последних двух итерациях,628
241,7.282115,964,Нет улучшений на последних двух итерациях,799
186,5.712403,719,Нет улучшений на последних двух итерациях,554
269,6.140550,3020,Нет улучшений на последних двух итерациях,509
285,5.653161,6910,Нет улучшений на последних двух итерациях,575
233,8.297191,6222,Нет улучшений на последних двух итерациях,627
96,9.414432,3728,Нет улучшений на последних двух итерациях,646
277,6.322098,4009,Нет улучшений на последних двух итерациях,628
182,6.639931,4472,Нет улучшений на последних двух итерациях,625
289,6.302780,0,Найдено точное решение,625
120,6.271571,18858,Нет улучшений на последних двух итерациях,517
242,1.904960,0,Найдено точное решение,250
202,7.461719,132,Нет улучшений на последних двух итерациях,549
254,4.388128,2288,Нет улучшений на последних двух итерациях,533
258,4.502332,4658,Нет улучшений на последних двух итерациях,501
198,5.631191,9004,Нет улучшений на последних двух итерациях,509
171,4.978383,2500,Нет улучшений на последних двух итерациях,695
218,3.557539,0,Найдено точное решение,465
175,5.696961,483,Нет улучшений на последних двух итерациях,570
293,6.714851,7439,Нет улучшений на последних двух итерациях,771
246,3.557675,2126,Нет улучшений на последних двух итерациях,508
164,3.928667,3115,Нет улучшений на последних двух итерациях,565
250,5.466691,8745,Нет улучшений на последних двух итерациях,606
191,5.885114,1172,Нет улучшений на последних двух итерациях,695
230,4.629129,7420,Нет улучшений на последних двух итерациях,504
179,4.652841,12,Нет улучшений на последних двух итерациях,562
226,5.436131,21024,Нет улучшений на последних двух итерациях,597
214,4.764266,2386,Нет улучшений на последних двух итерациях,590
222,6.312844,719,Нет улучшений на последних двух итерациях,729
262,5.831954,1060,Нет улучшений на последних двух итерациях,706
297,6.611268,7750,Нет улучшений на последних двух итерациях,686
206,9.597778,1322,Достигнуто максимальное число поколений,1000
243,2.566182,0,Найдено точное решение,298
309,5.420579,8374,Нет улучшений на последних двух итерациях,762
210,8.552182,786,Нет улучшений на последних двух итерациях,969
281,9.980607,3858,Нет улучшений на последних двух итерациях,930
187,5.555950,4641,Нет улучшений на последних двух итерациях,604
274,7.998014,5345,Нет улучшений на последних двух итерациях,562
219,3.748581,15845,Нет улучшений на последних двух итерациях,500
278,5.372302,2918,Нет улучшений на последних двух итерациях,550
321,3.933093,2216,Нет улучшений на последних двух итерациях,519
172,4.531749,732,Нет улучшений на последних двух итерациях,608
234,6.255436,1236,Нет улучшений на последних двух итерациях,519
270,6.726582,2073,Нет улучшений на последних двух итерациях,550
195,8.492387,4471,Нет улучшений на последних двух итерациях,807
302,8.326947,1638,Нет улучшений на последних двух итерациях,621
215,3.793003,12106,Нет улучшений на последних двух итерациях,515
251,4.375535,10338,Нет улучшений на последних двух итерациях,520
286,6.652081,6426,Нет улучшений на последних двух итерациях,565
167,10.955354,6244,Достигнуто максимальное число поколений,1000
183,6.460123,4724,Нет улучшений на последних двух итерациях,633
294,5.365660,5060,Нет улучшений на последних двух итерациях,647
263,4.068406,7405,Нет улучшений на последних двух итерациях,500
238,10.102018,382,Нет улучшений на последних двух итерациях,881
317,6.181721,6286,Нет улучшений на последних двух итерациях,601
266,8.168381,6211,Нет улучшений на последних двух итерациях,629
313,7.408568,3962,Нет улучшений на последних двух итерациях,663
180,5.132595,0,Найдено точное решение,666
290,6.780140,3545,Нет улучшений на последних двух итерациях,804
255,6.653675,4446,Нет улучшений на последних двух итерациях,771
199,6.576916,2112,Нет улучшений на последних двух итерациях,781
305,10.440624,213,Нет улучшений на последних двух итерациях,918
244,4.774717,11363,Нет улучшений на последних двух итерациях,567
259,7.344062,7675,Нет улучшений на последних двух итерациях,559
247,7.113757,196,Нет улучшений на последних двух итерациях,916
192,6.757134,9300,Нет улучшений на последних двух итерациях,639
310,5.238290,594,Нет улучшений на последних двух итерациях,632
279,3.668747,584,Нет улучшений на последних двух итерациях,504
211,6.015941,5381,Нет улучшений на последних двух итерациях,654
227,7.292737,3218,Нет улучшений на последних двух итерациях,522
282,5.794572,2650,Нет улучшений на последних двух итерациях,523
275,4.786905,6091,Нет улучшений на последних двух итерациях,559
260,1.566458,0,Найдено точное решение,111
168,3.747921,4009,Нет улучшений на последних двух итерациях,532
325,4.282060,3422,Нет улучшений на последних двух итерациях,612
280,1.041213,0,Найдено точное решение,148
203,9.160386,1990,Нет улучшений на последних двух итерациях,946
196,4.404141,3653,Нет улучшений на последних двух итерациях,553
252,4.298573,737,Нет улучшений на последних двух итерациях,507
223,7.856064,946,Нет улучшений на последних двух итерациях,818
188,6.104373,465,Нет улучшений на последних двух итерациях,621
207,7.584321,691,Нет улучшений на последних двух итерациях,701
303,4.955259,802,Нет улучшений на последних двух итерациях,523
271,5.058361,13987,Нет улучшений на последних двух итерациях,634
298,8.356552,686,Нет улучшений на последних двух итерациях,714
184,4.616219,711,Нет улучшений на последних двух итерациях,548
256,3.729875,0,Найдено точное решение,455
329,4.329914,5446,Нет улучшений на последних двух итерациях,530
231,9.871570,4509,Нет улучшений на последних двух итерациях,788
235,6.498163,3266,Нет улучшений на последних двух итерациях,501
291,5.339644,654,Нет улучшений на последних двух итерациях,556
200,5.089429,1565,Нет улучшений на последних двух итерациях,605
176,11.516010,1744,Нет улучшений на последних двух итерациях,904
220,7.978122,1993,Нет улучшений на последних двух итерациях,964
318,6.316220,12249,Нет улучшений на последних двух итерациях,620
326,3.336944,0,Найдено точное решение,424
295,6.676895,6239,Нет улучшений на последних двух итерациях,647
248,4.865022,36586,Нет улучшений на последних двух итерациях,636
287,7.517215,2204,Нет улучшений на последних двух итерациях,530
306,5.895676,10807,Нет улучшений на последних двух итерациях,525
314,6.757464,10029,Нет улучшений на последних двух итерациях,531
267,7.032401,8054,Нет улучшений на последних двух итерациях,570
311,5.388611,94,Нет улучшений на последних двух итерациях,584
264,7.422367,1577,Нет улучшений на последних двух итерациях,827
345,4.628262,7708,Нет улучшений на последних двух итерациях,610
322,9.523789,949,Нет улучшений на последних двух итерациях,868
333,6.847047,14077,Нет улучшений на последних двух итерациях,772
228,5.566511,586,Нет улучшений на последних двух итерациях,630
236,2.733250,0,Найдено точное решение,327
268,1.242764,0,Найдено точное решение,76
239,8.601236,2783,Нет улучшений на последних двух итерациях,580
357,5.094067,3316,Нет улучшений на последних двух итерациях,570
216,10.104952,4783,Нет улучшений на последних двух итерациях,964
283,6.599108,2199,Нет улучшений на последних двух итерациях,739
272,5.383778,14149,Нет улучшений на последних двух итерациях,571
284,0.264704,0,Найдено точное решение,37
212,7.199427,2563,Нет улучшений на последних двух итерациях,755
208,5.952247,145,Нет улучшений на последних двух итерациях,597
292,4.173666,8110,Нет улучшений на последних двух итерациях,500
341,7.030401,2726,Нет улучшений на последних двух итерациях,508
377,4.166728,320,Нет улучшений на последних двух итерациях,518
349,6.950520,376,Нет улучшений на последних двух итерациях,949
224,6.405159,1029,Нет улучшений на последних двух итерациях,674
365,5.812840,513,Нет улучшений на последних двух итерациях,646
369,6.019235,498,Нет улучшений на последних двух итерациях,587
361,6.882530,1776,Нет улучшений на последних двух итерациях,524
337,9.045996,3280,Нет улучшений на последних двух итерациях,644
330,6.128906,7778,Нет улучшений на последних двух итерациях,616
327,4.425244,3234,Нет улучшений на последних двух итерациях,641
389,3.720168,11346,Нет улучшений на последних двух итерациях,512
276,8.325741,4392,Нет улучшений на последних двух итерациях,770
353,8.328544,258,Нет улучшений на последних двух итерациях,658
288,5.140978,2410,Нет улучшений на последних двух итерациях,541
381,6.190547,4650,Нет улучшений на последних двух итерациях,828
319,5.896679,5547,Нет улучшений на последних двух итерациях,700
346,4.655756,18084,Нет улучшений на последних двух итерациях,652
334,4.279353,2692,Нет улучшений на последних двух итерациях,508
323,4.765393,452,Нет улучшений на последних двух итерациях,530
307,6.003063,28916,Нет улучшений на последних двух итерациях,698
312,5.920506,10163,Нет улучшений на последних двух итерациях,653
373,7.314852,4935,Нет улучшений на последних двух итерациях,707
304,9.143363,981,Нет улучшений на последних двух итерациях,889
397,5.265028,21861,Нет улучшений на последних двух итерациях,537
204,10.488805,2978,Нет улучшений на последних двух итерациях,779
385,7.302852,2402,Достигнуто максимальное число поколений,1000
358,5.260189,12806,Нет улучшений на последних двух итерациях,561
296,7.609326,5605,Нет улучшений на последних двух итерациях,538
429,4.382001,1051,Нет улучшений на последних двух итерациях,584
350,4.394423,3440,Нет улучшений на последних двух итерациях,575
342,4.509488,4636,Нет улучшений на последних двух итерациях,531
370,4.368051,139,Нет улучшений на последних двух итерациях,524
413,5.386889,516,Нет улучшений на последних двух итерациях,645
378,5.021463,1209,Нет улучшений на последних двух итерациях,547
401,6.716107,19279,Нет улучшений на последних двух итерациях,668
362,4.800306,2260,Нет улучшений на последних двух итерациях,563
331,4.832339,765,Нет улучшений на последних двух итерациях,519
328,4.828817,524,Нет улучшений на последних двух итерациях,606
405,6.393394,19245,Нет улучшений на последних двух итерациях,536
299,11.651221,1241,Достигнуто максимальное число поколений,1000
232,10.994729,12665,Достигнуто максимальное число поколений,1000
393,7.846267,869,Нет улучшений на последних двух итерациях,597
240,7.436925,1148,Нет улучшений на последних двух итерациях,527
433,4.968010,3348,Нет улучшений на последних двух итерациях,518
366,6.138396,1385,Нет улучшений на последних двух итерациях,549
421,6.455222,91,Нет улучшений на последних двух итерациях,725
417,6.635201,2234,Нет улучшений на последних двух итерациях,634
425,6.605974,3509,Нет улучшений на последних двух итерациях,645
315,9.540671,200,Нет улучшений на последних двух итерациях,790
409,7.143921,2656,Нет улучшений на последних двух итерациях,627
347,4.474596,4922,Нет улучшений на последних двух итерациях,617
354,5.137608,4431,Нет улучшений на последних двух итерациях,523
382,4.688241,265,Нет улучшений на последних двух итерациях,562
390,6.020183,681,Нет улучшений на последних двух итерациях,750
437,5.193461,3196,Нет улучшений на последних двух итерациях,607
441,4.224146,5821,Нет улучшений на последних двух итерациях,515
449,3.979980,727,Нет улучшений на последних двух итерациях,563
386,4.045097,19588,Нет улучшений на последних двух итерациях,573
320,5.638133,1622,Нет улучшений на последних двух итерациях,583
430,4.321103,23786,Нет улучшений на последних двух итерациях,585
445,5.669082,0,Найдено точное решение,402
351,4.446292,7025,Нет улучшений на последних двух итерациях,583
387,1.120795,0,Найдено точное решение,126
338,8.940284,2350,Нет улучшений на последних двух итерациях,638
457,4.100062,8983,Нет улучшений на последних двух итерациях,518
335,7.476136,14375,Нет улучшений на последних двух итерациях,771
371,5.099623,570,Нет улучшений на последних двух итерациях,628
308,7.064818,5715,Нет улучшений на последних двух итерациях,810
363,4.505685,7199,Нет улучшений на последних двух итерациях,513
300,4.322129,1381,Нет улучшений на последних двух итерациях,515
422,4.122535,522,Нет улучшений на последних двух итерациях,505
434,4.507876,12509,Нет улучшений на последних двух итерациях,502
332,4.951108,129,Нет улучшений на последних двух итерациях,682
383,4.035064,3402,Нет улучшений на последних двух итерациях,538
343,6.524025,4148,Нет улучшений на последних двух итерациях,682
402,6.408541,856,Нет улучшений на последних двух итерациях,567
410,5.066681,0,Найдено точное решение,556
398,8.240420,4771,Нет улучшений на последних двух итерациях,787
379,6.725423,7405,Нет улучшений на последних двух итерациях,618
367,5.841129,12066,Нет улучшений на последних двух итерациях,515
406,6.403611,1208,Нет улучшений на последних двух итерациях,511
442,4.797097,714,Нет улучшений на последних двух итерациях,595
461,6.294939,2568,Нет улучшений на последних двух итерациях,510
391,5.299809,4436,Нет улучшений на последних двух итерациях,501
359,8.515226,587,Достигнуто максимальное число поколений,1000
469,4.676475,10960,Нет улучшений на последних двух итерациях,599
394,6.702351,14474,Нет улучшений на последних двух итерациях,609
324,10.068851,16888,Нет улучшений на последних двух итерациях,926
388,3.950546,2640,Нет улучшений на последних двух итерациях,514
418,6.681417,6672,Нет улучшений на последних двух итерациях,699
355,6.623418,1699,Нет улучшений на последних двух итерациях,644
316,6.973767,11465,Нет улучшений на последних двух итерациях,564
450,5.965141,19503,Нет улучшений на последних двух итерациях,688
438,6.727780,786,Нет улучшений на последних двух итерациях,766
348,7.154849,10825,Нет улучшений на последних двух итерациях,965
426,7.486177,39,Нет улучшений на последних двух итерациях,862
336,4.219136,1555,Нет улучшений на последних двух итерациях,592
372,4.363950,309,Нет улучшений на последних двух итерациях,534
446,5.634094,0,Найдено точное решение,598
473,4.567505,1680,Нет улучшений на последних двух итерациях,558
414,9.647674,1108,Нет улучшений на последних двух итерациях,790
364,4.717885,1995,Нет улучшений на последних двух итерациях,550
458,5.008758,0,Найдено точное решение,599
481,4.232579,9995,Нет улучшений на последних двух итерациях,549
352,6.025812,4308,Нет улучшений на последних двух итерациях,862
453,10.996304,5970,Нет улучшений на последних двух итерациях,850
344,4.275128,1785,Нет улучшений на последних двух итерациях,503
374,12.289150,15324,Нет улучшений на последних двух итерациях,962
435,4.887439,2259,Нет улучшений на последних двух итерациях,510
384,4.561476,885,Нет улучшений на последних двух итерациях,542
477,5.646933,3641,Нет улучшений на последних двух итерациях,635
411,4.324603,0,Найдено точное решение,506
465,9.948624,722,Нет улучшений на последних двух итерациях,773
431,7.710166,247,Достигнуто максимальное число поколений,1000
423,6.340359,1976,Нет улучшений на последних двух итерациях,732
339,7.285266,6575,Нет улучшений на последних двух итерациях,555
470,4.696856,2338,Нет улучшений на последних двух итерациях,515
489,4.384254,1582,Нет улучшений на последних двух итерациях,519
407,5.232445,1377,Нет улучшений на последних двух итерациях,501
443,5.311846,472,Нет улучшений на последних двух итерациях,653
399,5.771831,0,Найдено точное решение,642
368,5.648666,1736,Нет улучшений на последних двух итерациях,667
380,6.088172,3617,Нет улучшений на последних двух итерациях,547
403,6.574881,2202,Нет улучшений на последних двух итерациях,518
497,4.244976,2914,Нет улучшений на последних двух итерациях,554
356,4.786893,855,Нет улучшений на последних двух итерациях,551
392,6.143402,2581,Нет улучшений на последних двух итерациях,609
447,4.119911,2973,Нет улучшений на последних двух итерациях,529
462,6.325585,4831,Нет улучшений на последних двух итерациях,605
493,5.255843,7549,Нет улучшений на последних двух итерациях,545
439,5.022955,1990,Нет улучшений на последних двух итерациях,545
419,5.917644,18823,Нет улучшений на последних двух итерациях,509
474,4.474153,8536,Нет улучшений на последних двух итерациях,508
451,5.481719,1750,Нет улучшений на последних двух итерациях,642
395,6.373196,1825,Нет улучшений на последних двух итерациях,735
360,6.907137,1893,Нет улучшений на последних двух итерациях,818
459,4.695549,9306,Нет улучшений на последних двух итерациях,605
415,4.890501,127,Нет улучшений на последних двух итерациях,548
427,5.803516,332,Нет улучшений на последних двух итерациях,831
482,5.269944,1915,Нет улучшений на последних двух итерациях,622
466,4.271966,11701,Нет улучшений на последних двух итерациях,502
412,4.317931,9786,Нет улучшений на последних двух итерациях,596
454,5.461100,1880,Нет улучшений на последних двух итерациях,631
424,3.780880,2124,Нет улучшений на последних двух итерациях,548
478,4.852392,5850,Нет улучшений на последних двух итерациях,612
485,7.924948,2627,Нет улучшений на последних двух итерациях,919
432,4.377816,7904,Нет улучшений на последних двух итерациях,617
404,2.806847,3156,Нет улучшений на последних двух итерациях,629
436,5.838440,4061,Нет улучшений на последних двух итерациях,643
400,4.018220,20355,Нет улучшений на последних двух итерациях,567
340,4.543777,5623,Нет улучшений на последних двух итерациях,654
375,6.319539,445,Нет улучшений на последних двух итерациях,826
475,2.905054,11276,Нет улучшений на последних двух итерациях,554
490,4.625088,7281,Нет улучшений на последних двух итерациях,660
444,4.584943,10272,Нет улучшений на последних двух итерациях,667
396,3.008196,3405,Нет улучшений на последних двух итерациях,520
463,3.815403,1933,Нет улучшений на последних двух итерациях,546
471,5.226205,1699,Нет улучшений на последних двух итерациях,728
428,2.790983,6231,Нет улучшений на последних двух итерациях,658
498,4.402896,1763,Нет улучшений на последних двух итерациях,629
440,3.766957,6581,Нет улучшений на последних двух итерациях,605
467,2.446944,2200,Нет улучшений на последних двух итерациях,509
494,4.121080,2666,Нет улучшений на последних двух итерациях,579
460,3.587640,6937,Нет улучшений на последних двух итерациях,512
420,4.291977,1019,Нет улучшений на последних двух итерациях,611
416,4.101688,1040,Нет улучшений на последних двух итерациях,563
486,2.831325,7487,Нет улучшений на последних двух итерациях,675
408,6.293970,8034,Нет улучшений на последних двух итерациях,873
455,3.324030,1721,Нет улучшений на последних двух итерациях,630
452,4.881576,505,Нет улучшений на последних двух итерациях,899
479,3.319028,6209,Нет улучшений на последних двух итерациях,789
483,3.902055,5534,Нет улучшений на последних двух итерациях,676
476,2.264930,1152,Нет улучшений на последних двух итерациях,531
468,2.069087,4504,Нет улучшений на последних двух итерациях,521
499,2.499890,7072,Нет улучшений на последних двух итерациях,623
448,6.833503,1770,Достигнуто максимальное число поколений,1000
376,3.897741,6012,Нет улучшений на последних двух итерациях,573
491,3.709684,7262,Нет улучшений на последних двух итерациях,538
495,2.949197,11086,Нет улучшений на последних двух итерациях,611
456,2.276321,4864,Нет улучшений на последних двух итерациях,577
472,3.678636,14963,Нет улучшений на последних двух итерациях,686
480,2.256697,201,Нет улучшений на последних двух итерациях,572
