task number,first solution time,all solutions time,answers number
246,0.401344,36.026433,4
290,0.000397,31.979724,3
242,8.121911,38.602654,2
278,4.227705,39.062330,1
274,1.424451,40.491964,3
317,0.574041,35.732246,3
298,26.541254,36.194593,2
286,8.264178,35.939441,1
306,0.746300,34.707444,2
179,0.459878,27.323676,4
294,18.117295,36.035668,2
270,0.856260,41.742529,2
198,0.050330,41.045257,3
310,19.265895,38.787939,1
167,2.653657,31.545798,2
175,1.175828,35.704307,4
282,0.998713,45.833963,1
163,6.598665,41.331857,3
215,8.498096,33.412741,1
191,1.945052,36.120530,2
251,16.362940,28.262472,2
195,17.741384,36.936000,1
302,18.162678,36.606581,3
171,18.918319,40.626085,2
235,7.206976,31.993032,2
227,23.870716,35.659562,2
314,0.293837,38.966224,1
259,3.382821,32.599200,3
183,15.241925,36.862740,1
239,0.241656,36.529360,5
247,20.191774,26.894325,1
263,23.688626,32.387219,1
223,1.761694,32.754543,2
267,0.042783,33.507965,3
187,8.038424,43.141608,3
255,0.624571,33.985797,1
231,0.000752,39.375216,1
291,13.334632,31.430611,2
211,0.255130,44.171132,2
207,27.196536,39.719422,1
243,10.971507,33.666189,2
299,29.438299,30.943061,1
180,5.354500,29.133075,2
275,26.498142,34.070859,1
203,29.273931,42.412623,2
307,0.139079,33.991147,1
219,5.251800,46.583182,2
271,0.188045,30.442245,4
318,0.001600,36.610624,1
279,5.643594,38.280349,1
295,3.016038,35.442337,1
287,2.260051,39.558689,3
164,13.257401,28.447153,2
311,19.306252,35.756002,2
252,13.980357,27.536604,2
199,29.215449,39.107363,1
176,18.428567,36.497077,2
168,15.722744,39.073660,2
192,1.959143,34.668612,1
315,9.773658,28.258940,3
248,1.318464,27.218465,2
196,4.594222,34.439057,2
172,4.851046,33.124973,1
236,0.463850,33.804015,2
303,16.924479,36.874198,1
228,9.885246,34.617371,1
268,2.663584,30.586439,2
264,8.178398,32.317288,5
216,0.231576,43.623882,3
224,12.822707,33.670235,1
283,15.220664,46.018337,1
260,14.341054,36.908099,3
184,4.772345,36.870084,1
232,0.000176,32.841368,1
256,0.180020,35.835737,2
212,18.848101,33.637847,2
244,16.054606,33.227580,1
240,0.132025,40.956419,3
300,0.031852,33.294313,2
292,0.602439,37.557748,2
188,9.526055,43.479177,1
321,0.000014,35.305280,2
276,7.558332,35.150984,4
208,18.450082,38.356488,1
325,5.178993,28.098821,1
272,19.350583,35.938669,1
308,1.441847,36.927250,3
220,8.822979,36.824237,2
312,6.781198,31.689610,2
280,6.837369,37.815193,2
204,0.451996,40.048741,1
319,0.103176,38.751338,2
329,5.240007,33.216084,2
296,8.708744,37.738082,2
288,0.627772,38.003261,1
345,7.122682,30.824515,1
333,13.509502,34.190081,2
341,0.016617,33.686050,1
369,0.021117,28.433943,1
200,0.899703,40.452850,1
337,0.002814,37.591978,1
365,14.210664,31.578263,1
353,8.555746,35.874719,1
316,0.802464,37.789256,3
361,0.780220,36.142897,2
357,6.242316,38.965456,3
304,1.909989,38.587231,2
373,7.589193,35.296741,1
381,15.183164,33.612571,3
389,1.857306,32.477392,3
393,21.477008,33.461065,3
385,3.601861,35.365307,4
377,0.043763,38.487741,2
284,3.944747,38.647524,3
409,3.752881,32.358164,4
349,0.000178,46.388582,1
397,17.859963,36.061488,2
401,16.712208,34.701307,2
413,6.235079,33.766873,1
322,4.464125,35.174049,1
437,5.924434,31.181933,3
326,8.701264,34.345012,3
441,2.542885,30.908145,5
421,18.691422,36.551211,1
405,0.044550,41.117586,3
433,0.273758,33.541017,3
445,0.206329,33.946510,2
449,12.092340,35.283760,3
417,29.103206,44.237584,2
330,15.793013,36.430289,2
425,29.234832,44.016911,4
346,7.719280,31.926919,1
370,9.658383,29.143597,3
453,0.008072,39.135594,4
334,0.233717,34.278459,1
429,11.405201,45.132363,2
354,0.365463,30.921708,2
320,23.458089,42.445126,1
366,0.426630,31.768461,2
342,9.599077,36.555188,1
457,25.562768,40.950087,2
461,2.934978,35.122531,3
465,12.787773,33.351941,3
362,1.227881,32.624468,2
358,2.402835,33.061373,2
469,25.043309,32.855619,1
398,4.498735,29.110158,3
473,1.091370,31.954417,2
410,1.954886,31.558294,2
390,12.108492,35.746506,1
382,7.914558,36.339393,4
386,8.549109,34.291152,1
338,3.332375,45.249504,3
350,10.253063,34.323017,1
378,0.123868,36.999802,2
414,2.520618,33.746045,3
394,8.229978,39.253467,1
402,1.209260,39.421705,4
374,4.743193,45.862786,3
434,8.473727,33.720361,2
418,12.341537,28.015069,2
406,18.713740,36.724652,2
438,6.754556,38.895374,2
422,12.033438,39.032704,1
450,3.314283,33.756089,1
323,13.629549,41.773246,1
442,9.239622,41.185754,1
355,0.183336,28.779303,1
371,15.728948,33.906195,1
327,25.597127,42.865423,2
335,21.560061,31.815299,2
347,0.733849,36.145481,3
426,4.363438,36.712403,2
446,0.104556,42.951741,2
477,22.280559,33.908022,1
367,3.243299,34.768191,1
363,1.889744,31.444907,2
462,1.400441,33.994130,1
331,4.823613,43.168169,5
470,2.726433,30.798674,4
466,5.654684,35.598364,2
343,0.984071,37.383655,3
458,0.024489,38.440131,2
454,0.055464,43.771365,1
430,0.545587,43.230539,2
387,1.686838,31.525019,3
399,17.978849,33.833003,2
359,6.089481,38.238043,1
474,0.092892,33.692739,3
411,3.191723,34.975959,2
351,7.165822,32.997496,2
383,6.183658,35.053037,2
339,7.116634,35.599846,2
391,1.048517,38.178188,3
419,0.015512,29.980677,2
395,3.073177,36.532927,5
379,1.595282,38.002044,1
415,21.874984,38.076710,2
375,5.292958,35.032928,2
435,24.022996,35.918317,2
403,26.788006,37.909573,1
356,3.538958,29.936940,2
423,4.188653,32.677104,2
439,0.407079,34.909716,2
328,9.010071,32.429409,1
324,11.594580,34.856665,2
372,18.981370,34.988409,1
407,23.773895,40.885486,2
451,0.259473,39.474472,2
336,0.059613,36.574202,4
348,21.972070,35.853110,1
443,9.636261,39.927974,1
344,9.397351,29.240822,3
364,0.809003,33.130144,1
427,0.470973,38.636111,4
332,1.295499,33.329535,3
478,11.546605,38.402859,2
400,13.286871,29.340719,4
463,7.047964,37.820234,1
467,13.338103,36.105426,1
459,0.041175,34.902779,1
388,2.942572,32.562390,2
360,0.117901,31.776532,2
431,10.774394,33.246493,1
412,0.008064,31.050387,1
368,2.860593,41.852905,1
447,5.467540,43.889305,2
471,9.634395,40.161142,3
455,18.041433,36.730399,1
352,18.510462,32.793739,1
340,0.001251,31.723056,3
475,15.297468,36.275991,2
420,6.654684,28.796302,1
380,0.868954,29.684370,1
396,17.153872,31.722413,1
384,0.000354,37.995232,4
376,7.297141,29.889834,2
436,0.434412,27.945384,1
416,16.726961,32.246122,1
424,15.310773,29.584093,1
485,3.025110,26.654757,5
440,5.637654,29.490373,2
481,3.600557,31.045726,2
404,4.965549,32.012391,2
392,0.965987,41.138936,2
408,19.684153,25.970078,1
489,12.191329,28.798473,2
497,15.665565,24.899169,1
493,7.441739,28.063509,4
444,3.840472,25.815746,2
452,1.133060,28.552041,2
460,0.843444,20.292924,4
479,6.703484,23.963219,3
432,4.815426,20.433319,2
464,7.798175,21.860528,3
428,1.721313,26.368469,2
476,4.738494,17.058281,2
472,13.229847,22.878686,1
448,11.269338,24.018650,1
468,0.507199,26.819062,3
456,0.760682,23.351082,1
486,3.663875,16.387679,2
498,10.234257,16.257862,1
494,0.694700,16.287036,1
490,0.015255,18.580158,2
482,6.994878,20.339308,3
480,8.062280,16.210636,2
487,1.795930,15.714426,3
499,0.086249,15.630665,5
495,7.996075,15.606232,2
491,3.427818,15.562195,1
483,7.646464,15.682337,2
488,4.171978,15.472956,2
500,0.001203,15.493984,3
496,1.113665,15.516540,3
492,1.326881,15.388478,1
484,1.909140,15.522665,2
