task number,vector number,target weight,fraction
450,45,1109440,0.08
451,46,1982108,0.25
452,46,2710132,0.21
453,46,2535647,0.25
454,46,5549414,0.46
455,46,4411691,0.38
456,46,4406601,0.42
457,46,5292304,0.50
458,46,4995243,0.33
459,46,2011702,0.17
460,46,2499708,0.29
461,47,5725270,0.46
462,47,3767820,0.29
463,47,1743926,0.12
464,47,1937081,0.17
465,47,4746892,0.33
466,47,921186,0.12
467,47,1069814,0.08
468,47,4345690,0.33
469,47,3626673,0.29
470,47,6201359,0.42
471,48,5485686,0.42
472,48,4055714,0.29
473,48,5670555,0.42
474,48,2178472,0.17
475,48,4000845,0.33
476,48,3927654,0.29
477,48,4746241,0.33
478,48,6354637,0.46
479,48,7728368,0.46
480,48,1798334,0.12
481,49,4996211,0.33
482,49,7796600,0.50
483,49,5376220,0.33
484,49,5218087,0.38
485,49,3888336,0.29
486,49,4532661,0.25
487,49,2640523,0.17
488,49,7273662,0.50
489,49,5941101,0.42
490,49,3585911,0.21
491,50,2042517,0.12
492,50,917029,0.08
493,50,1459593,0.17
494,50,1411354,0.12
495,50,2936751,0.29
496,50,929591,0.21
497,50,5104351,0.33
498,50,2107012,0.21
499,50,2020521,0.17
500,50,4446642,0.42
