task number,first solution time,all solutions time,answers number
27,9.724343,28.756814,1
11,2.856321,29.760089,4
159,0.559687,27.844811,1
119,1.089990,27.098991,1
111,0.865816,25.467336,4
15,0.142161,29.900084,5
31,1.823791,31.836076,1
23,4.631051,29.114687,4
95,4.085331,30.567647,1
83,0.617207,35.782802,1
51,2.539976,30.961816,6
87,1.059845,31.906831,3
48,3.342464,22.525516,8
7,0.260366,35.719209,2
107,3.025666,33.341958,2
143,15.225148,35.665769,5
63,1.289581,30.583990,1
99,19.084786,32.650553,2
155,17.327907,32.086071,2
36,13.579106,27.603686,1
20,3.093986,25.370070,4
92,0.156615,26.496686,2
139,23.183016,34.484431,1
40,0.535540,26.258413,1
60,16.842150,27.071988,2
68,1.000437,23.941597,1
103,0.227529,33.696201,6
44,9.492402,27.780738,1
4,13.322131,27.215014,1
152,3.711626,30.505138,9
116,1.407743,29.567796,2
56,8.371637,29.357656,3
132,1.800573,27.828059,1
124,0.225960,33.640762,3
12,6.697932,28.039814,3
112,4.240630,26.680027,1
28,3.856910,29.007574,2
80,0.002598,33.041096,2
76,1.661995,31.010489,1
148,0.536633,34.295685,1
120,18.383346,28.205163,1
72,0.003012,30.818941,1
136,17.680201,33.543351,1
84,0.257640,25.246995,5
96,13.678745,27.555885,1
128,1.205888,40.222998,2
24,14.464785,30.229724,1
160,0.382622,33.579612,7
16,6.876354,33.169604,1
100,4.176809,25.998866,2
32,7.646125,34.787443,2
52,21.832374,31.267204,2
8,2.431163,28.263999,6
64,13.915687,27.838000,1
156,1.592021,27.829086,1
108,0.503328,31.699546,3
144,0.881438,31.314874,6
88,6.791066,33.355107,9
161,6.589896,33.588264,4
165,0.762841,27.827550,1
173,1.894625,29.691610,1
177,1.447341,27.604160,1
169,1.395118,32.235243,4
140,3.261489,29.689238,1
181,15.054546,29.590507,2
104,5.745042,28.684295,1
185,2.501123,29.838145,4
193,2.306183,28.100391,3
189,0.612651,29.021155,1
237,1.080661,23.361857,2
201,17.774857,29.009377,1
217,0.497235,27.994478,4
213,17.643576,28.764403,1
209,3.091221,30.143407,7
205,2.120502,30.569834,5
233,14.936790,28.422279,1
197,2.044022,33.109577,7
265,0.235811,24.633316,5
241,8.442025,28.671120,5
253,12.780969,27.138764,1
225,14.034280,31.192572,4
221,0.039853,32.148055,1
257,18.680225,29.334235,2
249,16.464727,30.750414,1
229,3.648015,33.313795,3
261,2.310643,29.828347,6
269,12.983761,29.776299,3
281,14.924327,27.071024,1
245,0.781161,35.182191,2
273,0.983218,29.662547,7
277,3.443772,27.803796,3
285,5.055301,29.450504,4
289,3.976083,31.871852,10
293,4.276296,30.930177,1
301,3.208773,29.847543,3
305,1.852086,30.697136,6
166,3.318607,30.299498,1
297,6.830124,31.347830,1
162,0.000149,30.760449,1
309,17.044450,31.387996,1
178,0.005172,29.122381,1
238,2.567214,26.024868,5
174,4.625202,31.294258,3
218,19.990421,23.882693,2
186,0.087688,28.169603,1
313,7.187714,30.256190,1
170,2.998440,31.060651,5
182,0.928486,30.437038,2
190,0.001280,31.049270,1
242,9.681510,26.812707,2
194,4.865523,33.355754,6
266,3.957349,28.203035,2
214,0.000565,30.379308,1
226,0.810169,27.195069,5
202,2.076287,33.084625,1
234,3.224528,30.453314,3
258,4.918644,27.150953,1
254,1.591439,29.882264,1
198,0.968016,30.181353,3
270,6.313169,25.495399,2
282,7.388184,24.083512,4
206,8.868196,32.952537,1
210,1.302923,33.284395,2
286,14.956179,23.361305,1
246,13.974122,27.014795,1
222,0.376610,32.150953,3
317,11.877550,40.951921,2
274,3.520808,27.914541,6
250,0.451432,32.846469,1
230,6.033546,32.309175,5
262,7.377010,31.445069,1
167,5.844901,22.533940,1
294,0.089042,27.684800,1
163,10.793028,27.577368,2
306,3.872576,28.220456,6
219,3.477140,22.419536,1
298,3.953617,30.713590,1
310,0.752021,31.639599,3
179,1.407988,28.175720,6
239,3.711503,27.639667,6
302,0.015735,35.167591,6
175,0.171277,29.538787,2
278,9.610375,43.723954,1
314,3.193190,29.845792,3
191,4.503285,27.041529,5
187,2.659313,30.564002,5
171,1.092292,30.323489,5
290,19.841118,40.172489,1
215,1.905092,25.259881,3
283,13.101131,22.798585,1
267,0.061378,26.457606,1
227,4.792515,28.300676,4
287,3.582640,23.944052,3
255,0.861752,26.819021,1
259,0.985214,27.468238,2
199,8.757720,27.268866,3
243,2.105193,30.638538,5
271,7.574190,28.566476,6
207,1.358353,28.018567,6
203,0.741953,30.558257,1
183,2.227377,37.973379,1
195,0.684545,34.845178,9
235,0.145174,32.373110,1
168,2.659575,24.159066,6
275,0.450163,27.260552,1
223,0.206019,29.388617,1
263,6.880466,28.131110,1
211,0.315095,32.988776,1
220,0.065367,23.445564,1
164,1.256264,25.511744,5
231,0.182548,33.168784,1
318,6.270405,35.046882,1
247,7.020732,35.987023,1
251,0.014856,35.007258,1
295,24.037518,31.846108,4
299,5.165384,26.938731,4
311,1.744484,30.021578,7
284,0.785793,23.816195,1
240,0.000020,30.392760,1
180,6.171439,31.639214,10
172,0.010664,26.767776,1
268,7.119699,25.599980,1
188,7.037563,27.955287,2
192,1.487705,28.125994,1
303,3.230063,31.753955,1
216,9.256315,28.010289,2
279,4.397996,31.068472,3
307,10.296643,39.075173,3
315,7.434709,31.852237,3
291,2.925674,31.821879,5
272,3.210841,25.493603,4
288,0.374492,29.136124,1
200,0.353279,29.398201,1
176,19.650513,36.460330,2
256,1.344834,31.058985,4
228,0.490294,31.644380,1
244,15.190772,31.752615,3
208,0.179699,29.739650,1
236,5.114950,27.968158,10
196,18.315429,29.320842,2
260,8.147074,34.343601,1
325,22.323584,24.193998,1
321,3.639145,30.838669,1
276,2.351623,31.265100,9
184,0.036241,32.849335,1
204,0.210676,34.438668,1
212,3.720265,30.449036,4
264,18.899630,34.485184,1
224,1.831008,35.530548,1
232,0.305251,30.276020,6
300,0.247208,27.216480,1
248,0.300202,30.577021,4
329,1.221250,31.826693,3
319,0.002520,32.662710,1
333,1.674160,24.639133,5
252,1.862719,32.358031,5
345,3.449872,24.084724,2
337,8.093193,28.907957,5
296,0.000299,36.121787,1
361,2.255347,26.721859,6
353,3.572311,28.761495,2
308,3.186769,26.874008,5
349,0.960924,29.510987,6
341,4.383999,30.826761,1
365,1.094072,25.197801,2
312,18.450414,33.421032,2
357,0.004613,30.866571,1
316,0.036362,28.737995,1
369,2.388773,27.153466,7
304,0.535961,34.451465,4
326,6.765464,25.109002,6
322,0.720404,23.888741,5
280,0.351375,34.713787,1
385,0.055076,28.651506,1
292,0.054844,33.590360,1
413,0.401067,24.459027,4
393,0.009054,29.987476,1
381,0.878631,31.662655,7
377,0.067678,32.860557,1
401,17.513758,28.691878,1
405,0.159233,29.299328,1
397,7.689072,31.256223,1
373,26.804512,34.514130,1
389,6.946905,32.892476,3
425,18.167580,26.105530,1
417,3.450083,31.188050,3
421,9.697752,31.942651,1
441,9.100258,26.921805,2
330,4.700977,27.089985,4
346,11.312599,24.667132,1
409,7.008786,34.634830,7
334,9.052349,27.083087,1
338,2.812066,23.086346,6
445,0.177123,28.700349,1
453,3.183816,24.129963,1
449,0.045633,25.449735,4
429,0.000021,34.436096,1
320,0.729540,32.387159,2
362,0.508531,27.218467,5
433,0.445369,36.313702,2
350,0.038006,26.721973,1
366,0.265600,27.596586,3
437,2.224363,38.995049,1
354,8.935241,33.337396,2
457,6.694254,31.677593,8
342,2.748205,34.436565,3
461,23.486083,32.459528,1
382,1.967304,26.015280,1
473,5.588981,29.063379,6
469,0.363428,30.499156,2
398,4.850760,26.399278,1
402,3.788340,28.353212,5
406,3.982316,28.433433,5
386,7.828254,32.339848,5
323,16.340900,33.031602,2
394,19.025644,30.567037,1
374,4.088697,29.303082,4
370,0.667327,38.078807,1
378,0.366343,31.516490,2
426,14.449384,27.152023,1
327,3.060020,35.488154,7
335,13.081872,23.037208,2
390,4.803291,30.524855,5
358,0.758543,41.896993,2
414,0.162079,35.107457,1
465,3.931421,38.087343,4
442,0.337322,27.230574,6
339,0.019835,24.718410,1
410,0.429955,28.241813,6
454,9.795550,24.946192,4
347,8.174183,30.833999,6
331,3.873973,31.315045,1
446,0.363136,28.664547,1
430,0.617961,26.814138,3
450,0.076075,27.316718,1
363,2.309273,26.406712,5
418,0.114006,36.318287,4
422,18.264591,38.024065,1
367,2.171369,27.963982,7
434,19.885390,30.815987,1
351,1.976502,31.407034,2
477,18.564420,34.449834,1
458,4.955564,29.559159,4
355,6.526373,31.813967,7
438,11.998085,35.358611,3
462,1.861114,30.187989,2
474,21.132332,28.209571,1
336,0.063052,22.992507,1
470,1.963172,28.514166,8
343,0.000153,32.164463,1
387,0.215556,28.639460,4
403,5.276925,29.795389,6
324,0.000754,29.020470,1
395,3.986632,29.248305,3
399,7.443795,31.798325,5
379,0.374078,28.218633,1
407,2.324204,30.721076,1
411,1.691371,23.435231,1
375,0.091837,30.603964,1
427,0.002223,29.300509,1
391,7.440452,28.951202,4
443,0.196135,26.882527,1
371,2.056364,31.040697,3
328,14.735453,30.553628,5
415,20.510869,30.893109,2
451,0.015314,24.407161,1
383,1.490191,40.226891,1
340,0.385729,30.858896,1
466,0.717828,32.855381,1
359,2.285563,33.606745,4
447,3.201399,27.246019,1
419,4.779659,27.801629,2
364,21.512735,29.088705,1
348,11.466575,32.187906,7
455,6.800267,33.978911,5
368,1.114763,27.418982,2
435,1.795936,27.959298,5
478,2.840646,28.679608,4
481,0.489091,22.596498,3
352,0.379922,30.256592,4
431,0.313096,37.983499,6
332,2.545098,40.401459,1
423,0.009856,35.755960,1
463,0.134218,26.316407,1
475,7.438314,26.482487,1
459,0.192528,30.489758,1
356,1.385666,28.894883,10
408,11.576887,23.625721,1
412,2.707412,23.492767,5
439,7.546602,29.288687,1
344,12.258356,28.637092,4
485,13.538702,26.401731,1
471,0.522789,29.360978,2
380,4.242569,27.024215,1
404,0.168271,28.489550,1
376,0.779430,25.747417,1
388,0.202314,28.898025,5
444,1.731214,25.880714,1
428,1.563326,26.080123,3
392,0.000049,26.293677,1
452,2.965262,24.067772,3
416,7.588316,25.467104,1
489,21.397609,27.200703,2
448,13.439186,22.849220,2
493,0.001336,24.453292,1
467,0.046857,25.851285,1
360,2.243370,25.520626,3
372,5.265117,30.329001,1
420,0.000035,23.030486,1
400,17.699110,33.969685,2
396,12.944185,34.204276,2
384,13.761571,28.122379,2
497,0.260135,23.625502,5
436,0.417997,21.280055,2
456,16.995792,25.337843,2
464,9.527486,16.809299,1
479,6.256560,21.046786,5
482,1.397071,21.851464,2
440,5.340740,16.591049,3
486,0.757774,15.369572,3
424,3.081720,19.985793,6
432,3.598251,22.824733,2
472,9.018836,16.158345,2
476,1.052200,19.990879,2
460,0.909182,21.946301,2
490,0.826137,15.237115,1
494,0.942479,15.872447,1
468,5.472186,15.175529,1
498,5.825435,16.202263,1
480,0.219574,13.924824,1
483,2.173304,13.796222,3
487,6.975598,13.618410,1
491,0.000530,13.690277,1
495,3.257365,13.567362,1
499,6.876995,13.333734,1
484,0.135364,13.849264,3
488,0.567769,13.749445,5
492,3.186509,13.408041,1
496,4.953755,13.316631,1
500,3.885141,13.017528,2
