number,vector,amax
36,"[374568, 938700, 23034, 479184, 514617, 840386, 937818, 671941, 191568, 252485, 870497, 1012286, 120628, 187752, 282526, 212635, 119698, 103548, 303713, 198940, 328342, 410791, 987932, 677368]",1048576
37,"[845866, 853014, 759639, 300636, 383413, 337405, 373788, 156527, 725129, 94517, 696629, 976603, 59069, 588461, 522334, 85332, 335753, 189597, 36486, 578385, 650801, 267175, 489194, 123481]",1048576
38,"[51955, 143615, 848415, 247858, 736580, 162738, 709524, 623675, 234486, 864209, 690779, 707184, 251062, 951018, 725514, 731761, 989114, 929038, 732287, 287544, 1026336, 762450, 660600, 819976]",1048576
39,"[574259, 804746, 572941, 328998, 306339, 923508, 680251, 671844, 213806, 197709, 427498, 562167, 554440, 1009952, 120014, 242225, 64705, 323537, 179597, 874096, 738366, 156121, 918746, 326085]",1048576
40,"[861811, 396486, 863218, 537949, 190294, 113459, 777776, 180017, 367482, 657018, 158574, 768077, 367749, 889731, 805310, 1029009, 450968, 913515, 923653, 1025596, 984042, 19729, 355927, 743424]",1048576
41,"[31284, 49846, 522148, 1015832, 111048, 9476, 474066, 180279, 210225, 19046, 93525, 476182, 928305, 666738, 840494, 567971, 488239, 111669, 642487, 130837, 970243, 839986, 549806, 288483]",1048576
42,"[204045, 310608, 701718, 505822, 173693, 558829, 35864, 811096, 50500, 985532, 914743, 761436, 739841, 654862, 602019, 3400, 871925, 680364, 28432, 429722, 619110, 449977, 248549, 298285]",1048576
43,"[1003913, 295417, 821665, 869371, 839014, 665044, 51572, 1021855, 181568, 1044857, 267116, 893384, 520047, 934205, 420675, 96413, 205893, 30931, 826089, 384516, 791766, 914515, 943545, 290167]",1048576
44,"[146246, 147580, 195182, 57083, 20234, 866418, 136680, 968144, 816150, 1015821, 288423, 940519, 953475, 256469, 201516, 134038, 596680, 895070, 53791, 189212, 94476, 454282, 956066, 416781]",1048576
45,"[1033385, 350611, 90550, 860231, 350195, 376129, 1006704, 155088, 346250, 686584, 352494, 833508, 1038621, 851260, 543872, 102736, 241262, 355172, 914097, 973409, 525784, 675100, 340856, 458904]",1048576
46,"[184822, 771067, 582717, 213215, 136865, 442883, 743380, 566160, 712721, 1000840, 578440, 1022167, 79215, 231699, 47354, 366068, 426219, 418584, 155856, 474970, 355775, 16394, 825228, 869020]",1048576
47,"[232707, 444908, 79072, 735063, 76875, 1505, 310125, 636224, 800497, 609739, 933476, 302401, 856785, 288597, 919702, 781217, 514099, 903741, 842806, 932163, 124708, 715141, 257445, 844234]",1048576
48,"[63875, 509880, 419954, 175054, 673315, 220698, 622148, 858104, 119969, 828719, 955993, 745756, 363877, 91307, 902356, 869810, 1007913, 55637, 418644, 848376, 962786, 840220, 683571, 569454]",1048576
49,"[317185, 696644, 253419, 958355, 773576, 717102, 863032, 820316, 232704, 952572, 845231, 64877, 578706, 877492, 863806, 194152, 383122, 550226, 721618, 861680, 825476, 895428, 441119, 246071]",1048576
50,"[96545, 403945, 550022, 952065, 590214, 436417, 425763, 1016109, 755018, 861736, 387263, 305736, 642917, 767878, 1021421, 857820, 731755, 592144, 140640, 463381, 93454, 117492, 149151, 475942]",1048576
