task number,first solution time,all solutions time,answers number
107,17.022130,40.563648,1
128,11.361673,23.123848,1
43,12.919913,37.888736,1
72,0.004734,31.913638,1
161,11.175543,22.669496,1
156,0.009205,27.505857,1
64,4.902207,32.017479,1
4,28.949492,32.393425,1
60,0.936255,27.920654,1
100,6.276482,29.608747,1
12,5.365879,29.682876,1
104,11.226881,32.355762,1
160,1.954996,28.852091,1
132,12.269613,22.983436,1
148,16.618251,36.132909,1
124,11.931088,30.663704,1
112,23.265260,30.580148,1
80,10.453322,23.221111,1
96,20.745152,29.991739,1
24,14.052472,28.383353,1
16,2.806682,32.184712,1
144,0.385144,28.901377,1
152,21.242482,34.572605,1
32,3.590798,28.982831,1
88,0.252827,30.080995,1
8,0.447021,32.609111,1
116,7.064844,31.024049,1
52,4.271891,30.892923,1
84,9.036513,32.977559,1
48,14.003026,30.113056,1
20,3.988324,36.328814,1
76,5.618655,35.638492,1
120,20.837744,29.528973,1
136,7.605248,36.908368,1
40,22.553961,35.740038,1
56,0.103529,35.265309,1
92,30.944298,38.903943,1
68,0.002643,32.288353,1
140,20.709848,32.229655,1
36,12.909705,31.872749,1
108,2.865948,27.370934,1
169,8.137328,27.456560,1
44,9.829210,29.135053,1
165,1.361428,31.296803,1
162,25.712956,27.386061,1
213,2.954585,25.910029,1
181,19.340971,28.685750,1
205,2.505871,27.518549,1
221,3.692245,26.394047,1
193,6.009946,29.512423,1
173,19.845257,31.478150,1
185,16.172855,30.762426,1
201,0.061756,30.635765,1
229,5.567965,27.588585,1
209,1.344792,29.556331,1
241,2.483088,27.137486,1
233,4.000290,28.969670,1
237,3.513887,29.213074,1
225,29.020464,30.898495,1
177,23.796599,35.079476,1
245,0.403680,29.475356,1
189,0.171184,35.682518,1
269,3.861743,28.240243,1
197,1.258617,36.799178,1
281,0.004269,27.916577,1
249,14.385163,32.582647,1
265,1.357327,31.504610,1
217,9.718731,38.043036,1
253,0.030835,33.678465,1
273,0.121114,32.782468,1
257,10.011656,34.891272,1
297,0.668105,29.220430,1
289,30.512059,31.187916,1
293,7.225677,31.942981,1
261,2.586904,36.591398,1
285,8.775961,33.580033,1
317,14.137930,24.812833,1
301,2.797614,32.289173,1
170,15.214299,26.428592,1
309,27.210775,32.487401,1
166,0.000202,29.494997,1
206,0.460468,24.505155,1
214,6.066885,25.002964,1
313,25.164786,34.646411,1
305,8.811615,39.266824,1
277,17.863029,44.783139,1
222,5.603592,25.370969,1
163,1.237410,31.510734,1
182,0.002567,28.584575,1
238,6.203479,24.269055,1
226,11.674023,23.554296,1
194,22.908062,29.749174,1
210,13.965442,28.850208,1
282,6.123142,23.421070,1
202,8.973736,31.445181,1
246,6.217338,27.978952,1
230,7.619134,31.554377,1
234,22.697418,29.974467,1
174,0.229408,33.839942,1
186,30.630637,34.317608,1
198,16.229282,29.650438,1
178,15.564769,32.383943,1
250,6.723272,28.280090,1
218,15.573124,28.419154,1
290,12.172981,26.006721,1
274,7.680083,28.303336,1
270,0.149044,33.046515,1
298,0.384788,27.473129,1
262,13.210998,27.071906,1
242,11.013359,40.646554,1
266,3.954218,34.273097,1
258,17.601263,31.506533,1
207,11.149618,22.456048,1
318,0.002333,28.944209,1
302,18.227028,30.214496,1
254,13.387419,37.003482,1
190,2.247046,42.456898,1
310,5.436329,29.192394,1
171,3.775989,33.286788,1
227,6.413489,23.503332,1
294,19.089151,37.602732,1
286,0.076578,37.763854,1
164,1.642020,29.645944,1
283,18.347252,23.452923,1
215,7.813799,32.482362,1
278,16.937575,32.259877,1
223,21.491510,32.716713,1
167,23.285553,35.205029,1
195,0.042208,29.931409,1
211,9.262217,29.492782,1
183,10.581746,34.422601,1
239,0.013852,33.574180,1
314,22.597804,38.051248,1
291,0.684982,23.552370,1
203,15.722529,29.873646,1
306,23.240718,38.406138,1
247,0.411738,31.148370,1
235,1.199824,31.112436,1
199,7.129043,27.646644,1
187,16.467603,30.716502,1
299,3.283631,27.601402,1
251,0.402014,30.093741,1
208,0.062087,22.657473,1
231,0.027692,35.039234,1
219,13.764925,29.456913,1
275,1.215970,29.848700,1
271,17.289702,30.434996,1
263,14.542700,30.553567,1
175,8.517385,38.732532,1
179,0.252107,36.879389,1
243,0.021400,31.406970,1
267,9.089253,30.838871,1
228,0.000667,23.526823,1
259,25.686368,34.016081,1
319,0.093327,32.338008,1
191,5.183789,30.315728,1
284,12.649626,23.545420,1
255,14.082130,32.965196,1
311,0.013607,31.117568,1
303,31.150824,34.895313,1
295,1.252198,30.827253,1
172,9.534508,33.286741,1
279,2.724251,27.744607,1
287,8.675155,32.042301,1
292,0.098867,23.714202,1
224,3.236508,29.858686,1
184,4.227165,28.196485,1
216,0.074434,34.501510,1
321,3.508292,35.094128,1
325,0.091374,22.516777,1
200,2.193255,26.838484,1
204,7.924743,30.047315,1
196,4.259979,33.246470,1
236,11.097530,30.180076,1
315,0.246489,32.996712,1
212,15.595665,35.078943,1
248,27.914730,31.575647,1
240,7.801817,34.196983,1
300,14.281956,29.775758,1
188,8.080489,31.717183,1
307,1.858369,35.205195,1
252,16.561007,30.799173,1
329,7.735236,23.474914,1
168,0.499762,41.270597,1
220,0.697471,31.654229,1
272,0.322058,31.349037,1
333,4.006013,23.943551,1
264,0.005429,31.362852,1
176,7.913805,30.206370,1
232,6.633048,36.301334,1
276,0.741965,35.826427,1
320,0.045122,28.178788,1
268,1.809495,32.748555,1
244,17.582329,34.211898,1
304,0.243210,26.678271,1
260,5.702784,31.690742,1
256,29.753500,30.583148,1
180,5.963355,37.665323,1
192,0.998624,33.381796,1
341,15.494860,26.006256,1
337,1.173009,29.654400,1
326,0.000584,24.864001,1
345,3.052788,28.932460,1
288,4.625037,31.558484,1
296,0.493009,34.490675,1
357,0.206266,26.178116,1
312,0.001248,37.230184,1
280,26.492101,33.921992,1
365,8.067220,26.926203,1
361,4.377147,28.636456,1
349,10.106313,32.771337,1
373,5.315634,29.826475,1
322,25.830961,35.001093,1
369,0.760705,31.237353,1
316,7.136465,31.342210,1
330,24.715229,28.783386,1
385,20.174489,30.203734,1
397,7.841248,28.501664,1
393,15.054634,30.067450,1
353,11.712324,38.545351,1
401,15.804842,29.060831,1
308,3.005671,31.418750,1
381,0.193763,35.144011,1
389,23.416859,33.747699,1
377,15.741058,36.133693,1
334,1.072449,29.536275,1
417,12.193051,28.497672,1
413,0.511406,29.468631,1
405,4.026982,31.411228,1
421,2.886520,29.797559,1
429,0.426570,28.482970,1
409,8.865666,33.383727,1
437,7.430815,28.127828,1
441,22.850533,27.934892,1
445,0.093161,27.571508,1
433,24.242029,31.928114,1
453,20.139788,29.032123,1
346,20.208100,26.018827,1
425,3.879967,36.619265,1
338,0.739751,31.362317,1
366,6.173823,25.029587,1
342,23.731216,32.938441,1
469,0.352202,27.600121,1
449,20.731787,34.171575,1
457,0.444807,30.598999,1
465,18.554199,31.420516,1
358,21.024589,32.720289,1
398,12.952203,23.712860,1
461,2.827251,36.199260,1
374,15.457071,29.286834,1
362,10.494621,33.160776,1
327,0.748662,39.552276,1
473,1.627057,29.388618,1
418,2.977381,23.556584,1
350,0.196261,35.608190,1
370,16.832910,32.052271,1
382,3.164107,28.718567,1
331,22.528950,32.648969,1
394,25.956709,31.600315,1
323,30.197088,34.901980,1
390,4.143505,30.410175,1
354,2.418567,33.250223,1
378,1.705786,30.616668,1
386,20.089956,35.379585,1
477,1.803185,34.857205,1
347,0.113238,22.681691,1
402,11.400245,35.397175,1
406,7.403392,31.410682,1
454,0.164809,23.684282,1
335,0.096112,32.660786,1
414,10.967259,33.752570,1
446,1.227801,29.555223,1
422,0.782330,32.979577,1
442,0.896636,31.438670,1
438,12.268278,32.983315,1
430,20.180974,34.298796,1
434,10.733908,31.958497,1
410,25.809594,36.658333,1
399,0.366628,22.605680,1
343,0.069567,30.525794,1
339,7.846082,31.237519,1
426,0.949535,34.594086,1
470,16.976314,31.860591,1
367,1.573320,33.006661,1
458,14.381211,30.834821,1
419,3.052830,23.675217,1
359,26.135303,30.232518,1
450,23.146350,36.525247,1
363,0.478403,29.156447,1
474,0.762442,29.408971,1
466,0.417398,35.807181,1
375,0.805072,32.233302,1
328,7.259671,31.567253,1
462,0.582271,33.206764,1
348,4.495948,22.815037,1
455,11.780759,23.242664,1
371,3.443396,30.371475,1
383,30.077574,31.857124,1
395,8.584162,31.341919,1
351,26.112001,33.709421,1
324,0.003910,31.912523,1
336,5.278625,28.231123,1
407,1.104562,29.145017,1
379,0.797580,31.614413,1
391,19.406668,34.763510,1
415,3.807580,29.758590,1
332,0.014106,36.589975,1
400,2.227469,22.712285,1
478,2.656721,33.196834,1
355,12.356634,35.544001,1
403,22.378026,33.852041,1
431,14.134295,28.283885,1
443,0.002995,29.937544,1
387,5.662407,36.802034,1
439,3.240007,32.683387,1
423,7.236302,34.775065,1
420,0.865041,23.242598,1
447,10.949528,35.410247,1
435,12.562887,33.280253,1
459,2.362823,29.337806,1
344,1.980468,32.254076,1
368,7.264031,30.612792,1
411,5.013958,35.488865,1
471,8.828340,31.504447,1
427,18.681922,32.440026,1
485,11.928661,22.689484,1
360,0.001080,30.356642,1
456,5.968994,23.564272,1
340,2.761955,36.123194,1
364,3.457666,29.290563,1
475,1.076883,28.187659,1
451,4.898988,31.231704,1
372,3.686353,26.747775,1
396,0.000058,23.712972,1
467,0.458076,30.495750,1
463,4.102612,30.519593,1
481,1.753283,32.552087,1
493,6.800403,26.322868,1
352,4.550750,28.949411,1
380,11.212308,26.973010,1
489,15.587629,29.092556,1
408,5.891858,27.843391,1
376,16.203825,35.077680,1
384,11.024849,30.487061,1
497,7.875305,26.309600,1
416,0.397710,26.391911,1
392,25.356131,26.533813,1
356,1.891660,25.536483,1
479,0.104225,26.714714,1
432,16.875325,25.890023,1
444,1.388829,26.661653,1
388,20.725435,26.261745,1
404,8.505146,29.101704,1
440,2.151321,25.324168,1
448,0.968924,24.324306,1
460,12.839339,21.270495,1
436,12.354913,24.411482,1
412,5.077795,21.350549,1
486,12.831178,21.070350,1
424,17.190924,28.489386,1
468,0.234795,16.228105,1
428,1.590595,22.114044,1
472,5.369334,23.371120,1
476,0.010008,20.874191,1
464,8.920606,17.415200,1
482,8.625518,15.512431,1
452,0.192109,21.534785,1
490,0.068842,14.561462,1
494,5.849822,18.785811,1
480,7.708956,15.022975,1
498,1.275509,18.007059,1
487,13.493767,13.813644,1
483,0.803211,13.755264,1
491,0.328674,14.258994,1
495,10.312395,14.234271,1
499,0.270829,13.826448,1
488,4.159605,13.549250,1
484,9.946193,13.570649,1
492,0.000098,13.361522,1
496,3.374437,13.622513,1
500,2.642873,13.129347,1
