task number,solution time,fitness minimum,stop reason,generations number
86,5.384358,648252,Нет улучшений на последних двух итерациях,541
90,6.727513,301508,Нет улучшений на последних двух итерациях,892
42,5.906942,3472118,Нет улучшений на последних двух итерациях,581
18,6.063539,2744741,Нет улучшений на последних двух итерациях,613
63,2.184002,0,Найдено точное решение,332
31,3.991531,1834024,Нет улучшений на последних двух итерациях,504
82,4.461097,575056,Нет улучшений на последних двух итерациях,569
87,0.500054,0,Найдено точное решение,56
32,0.459821,0,Найдено точное решение,72
27,4.368876,0,Найдено точное решение,508
154,5.585176,815007,Нет улучшений на последних двух итерациях,636
104,5.180631,416163,Нет улучшений на последних двух итерациях,637
70,6.779310,230116,Нет улучшений на последних двух итерациях,902
55,2.731934,0,Найдено точное решение,337
35,4.292112,239784,Нет улучшений на последних двух итерациях,529
46,6.452583,1050423,Нет улучшений на последних двух итерациях,574
9,12.657111,742919,Достигнуто максимальное число поколений,1000
144,4.052734,2691605,Нет улучшений на последних двух итерациях,605
10,0.191545,0,Найдено точное решение,12
80,4.906039,903692,Нет улучшений на последних двух итерациях,501
158,7.393539,180672,Нет улучшений на последних двух итерациях,564
98,6.367442,650474,Нет улучшений на последних двух итерациях,508
111,5.739308,573372,Нет улучшений на последних двух итерациях,766
106,6.128447,3623270,Нет улучшений на последних двух итерациях,606
3,9.019592,147217,Нет улучшений на последних двух итерациях,878
166,5.044876,2306246,Нет улучшений на последних двух итерациях,622
7,4.183644,458072,Нет улучшений на последних двух итерациях,654
169,5.389458,335849,Нет улучшений на последних двух итерациях,583
161,6.427357,3863519,Достигнуто максимальное число поколений,1000
118,8.124718,9750777,Нет улучшений на последних двух итерациях,680
8,0.151038,0,Найдено точное решение,21
131,4.885766,2922421,Нет улучшений на последних двух итерациях,580
159,1.190686,0,Найдено точное решение,91
189,1.956685,0,Найдено точное решение,303
119,0.295898,0,Найдено точное решение,16
107,0.932072,0,Найдено точное решение,95
126,7.162139,55201,Нет улучшений на последних двух итерациях,626
64,3.711132,54216,Нет улучшений на последних двух итерациях,557
136,4.582245,408030,Нет улучшений на последних двух итерациях,708
150,5.887123,591690,Нет улучшений на последних двух итерациях,600
38,5.272622,1346731,Нет улучшений на последних двух итерациях,595
177,4.654283,1019640,Нет улучшений на последних двух итерациях,637
91,4.551625,89203,Нет улучшений на последних двух итерациях,549
95,4.732377,1393682,Нет улучшений на последних двух итерациях,722
173,5.273113,711343,Нет улучшений на последних двух итерациях,730
67,6.355177,4031223,Нет улучшений на последних двух итерациях,634
83,4.335822,74315,Нет улучшений на последних двух итерациях,502
68,0.363641,0,Найдено точное решение,51
174,0.460934,0,Найдено точное решение,72
59,6.887404,3324692,Нет улучшений на последних двух итерациях,690
56,4.107875,2322538,Нет улучшений на последних двух итерациях,538
52,6.501149,1753883,Нет улучшений на последних двух итерациях,775
185,4.523061,3571786,Нет улучшений на последних двух итерациях,518
15,6.460146,4063226,Нет улучшений на последних двух итерациях,712
88,5.574127,0,Найдено точное решение,485
124,7.267641,2455393,Достигнуто максимальное число поколений,1000
213,0.895495,0,Найдено точное решение,122
96,1.704155,0,Найдено точное решение,237
19,6.374686,2090037,Нет улучшений на последних двух итерациях,619
217,1.341136,0,Найдено точное решение,198
36,5.390037,1909615,Нет улучшений на последних двух итерациях,555
181,6.229572,1127747,Нет улучшений на последних двух итерациях,932
20,0.356850,0,Найдено точное решение,48
71,5.884220,378491,Нет улучшений на последних двух итерациях,554
162,3.739093,927389,Нет улучшений на последних двух итерациях,550
197,3.874989,2796213,Нет улучшений на последних двух итерациях,529
167,4.229172,1977406,Нет улучшений на последних двух итерациях,562
4,4.387320,3461322,Нет улучшений на последних двух итерациях,586
182,0.571014,0,Найдено точное решение,89
47,6.482567,330870,Нет улучшений на последних двух итерациях,541
170,4.676478,1833600,Нет улучшений на последних двух итерациях,560
160,4.471779,248773,Нет улучшений на последних двух итерациях,536
190,4.543736,126982,Нет улучшений на последних двух итерациях,630
84,3.684793,559127,Нет улучшений на последних двух итерациях,506
201,4.644908,2975540,Нет улучшений на последних двух итерациях,596
72,1.667992,0,Найдено точное решение,154
168,1.325808,0,Найдено точное решение,169
193,6.828725,760058,Нет улучшений на последних двух итерациях,771
43,8.777029,2017245,Нет улучшений на последних двух итерациях,960
175,3.897250,640607,Нет улучшений на последних двух итерациях,579
205,4.795054,2562336,Нет улучшений на последних двух итерациях,574
99,6.626457,393898,Нет улучшений на последних двух итерациях,605
112,6.409024,76763,Нет улучшений на последних двух итерациях,536
151,4.938422,1072202,Нет улучшений на последних двух итерациях,667
186,3.831674,845850,Нет улучшений на последних двух итерациях,562
120,5.776142,3895454,Нет улучшений на последних двух итерациях,592
28,8.742298,1173190,Нет улучшений на последних двух итерациях,908
152,0.745928,0,Найдено точное решение,102
209,4.938221,1323274,Нет улучшений на последних двух итерациях,678
132,6.652191,403437,Нет улучшений на последних двух итерациях,575
155,9.293059,2094482,Нет улучшений на последних двух итерациях,710
210,0.215811,0,Найдено точное решение,33
229,4.195491,1335665,Нет улучшений на последних двух итерациях,639
225,4.556487,3999159,Нет улучшений на последних двух итерациях,695
163,3.590593,3567544,Нет улучшений на последних двух итерациях,549
156,0.530817,0,Найдено точное решение,46
39,6.414078,1856373,Нет улучшений на последних двух итерациях,532
178,6.376890,214382,Нет улучшений на последних двух итерациях,656
92,6.305079,705523,Нет улучшений на последних двух итерациях,538
60,6.056830,2641490,Нет улучшений на последних двух итерациях,589
218,4.655107,2086927,Нет улучшений на последних двух итерациях,719
183,3.822096,4079371,Нет улучшений на последних двух итерациях,579
191,3.525240,6145018,Нет улучшений на последних двух итерациях,511
281,1.032999,0,Найдено точное решение,82
100,2.764564,0,Найдено точное решение,308
206,2.871980,0,Найдено точное решение,354
16,6.268422,313241,Нет улучшений на последних двух итерациях,520
233,5.391094,10079547,Нет улучшений на последних двух итерациях,535
108,8.427190,1308646,Нет улучшений на последних двух итерациях,721
221,6.146119,401270,Нет улучшений на последних двух итерациях,515
171,4.328154,0,Найдено точное решение,488
48,4.561364,437292,Нет улучшений на последних двух итерациях,529
11,10.637300,318010,Нет улучшений на последних двух итерациях,834
214,6.484957,1673880,Нет улучшений на последних двух итерациях,682
265,3.226501,168848,Нет улучшений на последних двух итерациях,506
198,5.566253,1375268,Нет улучшений на последних двух итерациях,853
176,4.111987,536956,Нет улучшений на последних двух итерациях,635
127,9.470572,4611520,Достигнуто максимальное число поколений,1000
253,4.526201,1171404,Нет улучшений на последних двух итерациях,588
241,5.857760,331475,Нет улучшений на последних двух итерациях,652
285,2.640339,0,Найдено точное решение,349
266,0.807134,0,Найдено точное решение,88
237,6.484929,2482511,Нет улучшений на последних двух итерациях,729
238,0.455786,0,Найдено точное решение,48
249,5.613306,859815,Нет улучшений на последних двух итерациях,707
164,3.430847,3073333,Нет улучшений на последних двух итерациях,513
202,5.473572,68412,Нет улучшений на последних двух итерациях,802
257,5.452903,2223691,Нет улучшений на последних двух итерациях,555
230,3.877046,546390,Нет улучшений на последних двух итерациях,519
286,0.995826,0,Найдено точное решение,142
245,6.762755,1023225,Нет улучшений на последних двух итерациях,602
184,3.530703,61428,Нет улучшений на последних двух итерациях,514
199,2.067944,0,Найдено точное решение,305
44,6.104598,2345985,Нет улучшений на последних двух итерациях,609
282,3.347038,0,Найдено точное решение,265
187,5.783717,874675,Нет улучшений на последних двух итерациях,665
261,6.039660,2300217,Нет улучшений на последних двух итерациях,520
219,4.164362,1807879,Нет улучшений на последних двух итерациях,524
192,3.826516,2062148,Нет улучшений на последних двух итерациях,557
269,6.044962,1671054,Нет улучшений на последних двух итерациях,547
179,4.825003,216311,Нет улучшений на последних двух итерациях,592
40,5.040920,239053,Нет улучшений на последних двух итерациях,571
273,5.957448,166762,Нет улучшений на последних двух итерациях,689
250,2.026232,0,Найдено точное решение,274
12,3.745810,0,Найдено точное решение,333
194,7.397939,1168507,Нет улучшений на последних двух итерациях,561
293,4.585564,0,Найдено точное решение,442
226,5.813543,469911,Нет улучшений на последних двух итерациях,781
234,4.429431,2672127,Нет улучшений на последних двух итерациях,606
277,6.517225,1184317,Нет улучшений на последних двух итерациях,595
211,6.840185,4031976,Нет улучшений на последних двух итерациях,725
172,5.109489,2677552,Нет улучшений на последних двух итерациях,508
305,5.523582,0,Найдено точное решение,469
297,5.986769,0,Найдено точное решение,790
301,5.920391,172186,Нет улучшений на последних двух итерациях,592
287,3.650427,100201,Нет улучшений на последних двух итерациях,526
239,4.233886,0,Найдено точное решение,403
231,3.860051,557433,Нет улучшений на последних двух итерациях,525
242,4.985876,1364205,Нет улучшений на последних двух итерациях,552
207,6.668024,2975520,Нет улучшений на последних двух итерациях,670
222,6.738303,468502,Нет улучшений на последних двух итерациях,514
128,5.714177,2212942,Нет улучшений на последних двух итерациях,634
289,7.672966,2268001,Нет улучшений на последних двух итерациях,740
262,3.844295,549163,Нет улучшений на последних двух итерациях,509
317,4.128507,686422,Нет улучшений на последних двух итерациях,596
321,4.030055,6221269,Нет улучшений на последних двух итерациях,524
254,5.948314,2512152,Нет улучшений на последних двух итерациях,778
283,4.235244,138115,Нет улучшений на последних двух итерациях,622
240,1.236126,0,Найдено точное решение,146
313,5.327161,1276831,Нет улучшений на последних двух итерациях,807
270,4.045666,11440184,Нет улучшений на последних двух итерациях,540
200,4.652918,159329,Нет улучшений на последних двух итерациях,560
267,6.140037,118448,Нет улучшений на последних двух итерациях,725
255,0.438960,0,Найдено точное решение,56
329,3.957086,187190,Нет улучшений на последних двух итерациях,563
288,1.678408,0,Найдено точное решение,194
243,1.450592,0,Найдено точное решение,185
258,5.647229,709933,Нет улучшений на последних двух итерациях,622
220,4.431752,1031931,Нет улучшений на последних двух итерациях,565
309,6.833711,27857,Нет улучшений на последних двух итерациях,848
246,5.196674,62330,Нет улучшений на последних двух итерациях,678
357,0.416289,0,Найдено точное решение,52
274,4.616636,1692444,Нет улучшений на последних двух итерациях,506
203,6.603554,3406172,Нет улучшений на последних двух итерациях,826
215,8.183825,458315,Нет улучшений на последних двух итерациях,808
275,0.638592,0,Найдено точное решение,68
195,5.203362,8317876,Нет улучшений на последних двух итерациях,604
251,5.486999,35626,Нет улучшений на последних двух итерациях,534
188,6.407405,247323,Нет улучшений на последних двух итерациях,838
235,5.260091,2100648,Нет улучшений на последних двух итерациях,638
180,6.202245,141732,Нет улучшений на последних двух итерациях,557
325,6.648443,571513,Нет улучшений на последних двух итерациях,718
227,5.919832,446048,Нет улучшений на последних двух итерациях,633
278,5.802712,2431891,Нет улучшений на последних двух итерациях,537
223,3.628414,1839665,Нет улучшений на последних двух итерациях,525
314,3.392567,4510366,Нет улучшений на последних двух итерациях,518
263,3.773513,3489839,Нет улучшений на последних двух итерациях,515
337,5.422840,464023,Нет улучшений на последних двух итерациях,528
298,4.885167,740009,Нет улучшений на последних двух итерациях,599
326,0.688031,0,Найдено точное решение,104
302,4.886450,1156132,Нет улучшений на последних двух итерациях,517
318,4.124846,3898130,Нет улучшений на последних двух итерациях,631
353,3.477133,0,Найдено точное решение,398
264,0.557779,0,Найдено точное решение,75
208,4.945502,2758889,Нет улучшений на последних двух итерациях,519
232,5.261822,5273675,Нет улучшений на последних двух итерациях,583
294,7.142677,2183319,Нет улучшений на последних двух итерациях,620
333,7.437580,45077,Нет улучшений на последних двух итерациях,686
322,4.508473,1140068,Нет улучшений на последних двух итерациях,507
256,4.093375,911765,Нет улучшений на последних двух итерациях,505
268,4.113474,5283908,Нет улучшений на последних двух итерациях,547
381,0.074666,0,Найдено точное решение,6
244,4.071253,60118,Нет улучшений на последних двух итерациях,541
271,4.290388,1549843,Нет улучшений на последних двух итерациях,522
247,3.975664,687047,Нет улучшений на последних двух итерациях,598
252,2.586399,0,Найдено точное решение,311
345,4.772603,409745,Нет улучшений на последних двух итерациях,583
330,4.434806,1034584,Нет улучшений на последних двух итерациях,540
228,1.878066,0,Найдено точное решение,161
306,6.945429,123861,Нет улучшений на последних двух итерациях,626
284,5.639148,508447,Нет улучшений на последних двух итерациях,538
295,1.482247,0,Найдено точное решение,109
299,2.222239,0,Найдено точное решение,289
338,2.466146,0,Найдено точное решение,257
346,1.190958,0,Найдено точное решение,142
290,6.455019,4483839,Нет улучшений на последних двух итерациях,625
349,5.825747,245970,Нет улучшений на последних двух итерациях,551
369,2.371623,0,Найдено точное решение,313
361,4.162352,4343,Нет улучшений на последних двух итерациях,587
291,0.411061,0,Найдено точное решение,42
310,5.921396,966140,Нет улучшений на последних двух итерациях,675
196,4.476241,2319064,Нет улучшений на последних двух итерациях,549
315,3.328387,2123071,Нет улучшений на последних двух итерациях,503
216,5.483355,3791070,Нет улучшений на последних двух итерациях,501
397,2.252165,0,Найдено точное решение,292
224,3.947863,1189919,Нет улучшений на последних двух итерациях,574
212,9.516493,2066313,Нет улучшений на последних двух итерациях,751
259,6.754025,61021,Нет улучшений на последних двух итерациях,849
236,4.953834,417058,Нет улучшений на последних двух итерациях,516
276,5.661728,90452,Нет улучшений на последних двух итерациях,523
365,5.014150,0,Найдено точное решение,412
362,1.193759,0,Найдено точное решение,169
300,1.907740,0,Найдено точное решение,256
303,4.064705,54481,Нет улучшений на последних двух итерациях,501
347,1.789075,0,Найдено точное решение,219
405,1.327511,0,Найдено точное решение,161
327,4.462738,174097,Нет улучшений на последних двух итерациях,588
311,1.468681,0,Найдено точное решение,112
319,4.224668,5268251,Нет улучшений на последних двух итерациях,613
341,8.533909,1466335,Нет улучшений на последних двух итерациях,913
320,0.447083,0,Найдено точное решение,67
413,1.393055,0,Найдено точное решение,212
377,4.367099,1021948,Нет улучшений на последних двух итерациях,584
354,4.726565,3436483,Нет улучшений на последних двух итерациях,597
279,5.555559,2419084,Нет улучшений на последних двух итерациях,571
398,1.606701,0,Найдено точное решение,187
358,7.792758,1193591,Нет улучшений на последних двух итерациях,872
331,3.937990,2709206,Нет улучшений на последних двух итерациях,562
389,4.327548,65383,Нет улучшений на последних двух итерациях,537
399,0.319061,0,Найдено точное решение,42
363,2.008797,0,Найдено точное решение,235
312,1.787229,0,Найдено точное решение,186
304,2.354497,0,Найдено точное решение,269
204,8.664707,2429098,Нет улучшений на последних двух итерациях,781
316,3.482731,1470664,Нет улучшений на последних двух итерациях,508
449,0.181765,0,Найдено точное решение,27
445,0.468340,0,Найдено точное решение,31
370,4.150826,830985,Нет улучшений на последних двух итерациях,551
350,4.472241,6647612,Нет улучшений на последних двух итерациях,581
382,6.220044,1688413,Нет улучшений на последних двух итерациях,783
385,6.730887,3215338,Нет улучшений на последних двух итерациях,600
393,6.290658,6283341,Нет улучшений на последних двух итерациях,770
339,5.168956,1796634,Нет улучшений на последних двух итерациях,631
296,5.546361,950032,Нет улучшений на последних двух итерациях,578
307,5.839671,0,Найдено точное решение,455
409,4.383630,0,Найдено точное решение,491
437,1.746781,0,Найдено точное решение,203
373,7.450650,3778071,Нет улучшений на последних двух итерациях,747
260,4.852122,1376140,Нет улучшений на последних двух итерациях,631
425,4.763594,1213905,Нет улучшений на последних двух итерациях,528
328,4.283563,1126126,Нет улучшений на последних двух итерациях,525
414,3.825638,54308,Нет улучшений на последних двух итерациях,540
334,8.256405,1792330,Нет улучшений на последних двух итерациях,913
272,8.009691,69050,Нет улучшений на последних двух итерациях,607
335,0.078273,0,Найдено точное решение,9
433,4.123945,2145917,Нет улучшений на последних двух итерациях,560
336,0.084284,0,Найдено точное решение,10
332,3.915084,609504,Нет улучшений на последних двух итерациях,565
342,4.677325,456530,Нет улучшений на последних двух итерациях,618
348,5.354823,385410,Нет улучшений на последних двух итерациях,529
401,7.517379,2248154,Нет улучшений на последних двух итерациях,867
359,4.543382,1197307,Нет улучшений на последних двух итерациях,564
457,1.261591,0,Найдено точное решение,166
417,6.189215,1987635,Нет улучшений на последних двух итерациях,591
406,5.640070,489124,Нет улучшений на последних двух итерациях,702
248,9.043378,7892886,Нет улучшений на последних двух итерациях,819
481,0.078232,0,Найдено точное решение,5
390,4.976750,409556,Нет улучшений на последних двух итерациях,632
378,5.318966,0,Найдено точное решение,492
292,7.401415,2584006,Нет улучшений на последних двух итерациях,647
429,6.270306,460715,Нет улучшений на последних двух итерациях,853
379,0.193612,0,Найдено точное решение,14
450,3.705106,0,Найдено точное решение,563
418,0.797332,0,Найдено точное решение,107
371,3.961280,0,Найдено точное решение,443
400,5.508574,1770799,Нет улучшений на последних двух итерациях,560
366,7.234600,853853,Нет улучшений на последних двух итерациях,848
372,0.308489,0,Найдено точное решение,36
355,6.343841,238504,Нет улучшений на последних двух итерациях,831
391,1.150608,0,Найдено точное решение,143
340,3.933114,702038,Нет улучшений на последних двух итерациях,500
374,3.812809,9435426,Нет улучшений на последних двух итерациях,504
410,4.280775,409949,Нет улучшений на последних двух итерациях,535
383,5.108847,256989,Нет улучшений на последних двух итерациях,648
446,5.333569,3170408,Нет улучшений на последних двух итерациях,656
308,4.595359,282272,Нет улучшений на последних двух итерациях,519
360,2.741530,0,Найдено точное решение,326
415,3.736759,221400,Нет улучшений на последних двух итерациях,567
323,12.094266,7934640,Достигнуто максимальное число поколений,1000
280,7.927781,986578,Нет улучшений на последних двух итерациях,881
453,5.409001,381018,Нет улучшений на последних двух итерациях,661
473,4.123071,34956,Нет улучшений на последних двух итерациях,616
394,5.776594,1105152,Нет улучшений на последних двух итерациях,594
343,4.160934,3799835,Нет улучшений на последних двух итерациях,549
364,7.337513,2747255,Нет улучшений на последних двух итерациях,850
356,2.097064,0,Найдено точное решение,283
421,9.704078,1990475,Нет улучшений на последних двух итерациях,830
416,0.994322,0,Найдено точное решение,152
441,7.198930,0,Найдено точное решение,602
324,0.942726,0,Найдено точное решение,125
461,5.044680,407092,Нет улучшений на последних двух итерациях,501
430,3.416835,504907,Нет улучшений на последних двух итерациях,509
469,4.680211,639704,Нет улучшений на последних двух итерациях,550
438,5.986189,249208,Нет улучшений на последних двух итерациях,562
497,2.494095,0,Найдено точное решение,326
434,5.041375,190457,Нет улучшений на последних двух итерациях,591
477,4.564564,229711,Нет улучшений на последних двух итерациях,572
419,3.563957,0,Найдено точное решение,329
458,4.498285,71117,Нет улучшений на последних двух итерациях,538
367,3.353654,0,Найдено точное решение,354
351,7.670111,1329386,Достигнуто максимальное число поколений,1000
451,4.081153,165252,Нет улучшений на последних двух итерациях,613
386,7.191876,998840,Нет улучшений на последних двух итерациях,769
426,6.051882,3563301,Нет улучшений на последних двух итерациях,594
465,6.000635,605968,Нет улучшений на последних двух итерациях,713
407,5.001267,2726472,Нет улучшений на последних двух итерациях,610
485,4.860644,61387,Нет улучшений на последних двух итерациях,547
452,0.546829,0,Найдено точное решение,83
489,4.338803,7349344,Нет улучшений на последних двух итерациях,572
490,0.189937,0,Найдено точное решение,24
380,5.159521,1027584,Нет улучшений на последних двух итерациях,556
482,5.710545,490075,Нет улучшений на последних двух итерациях,560
411,4.030014,5449654,Нет улучшений на последних двух итерациях,517
392,4.836542,911374,Нет улучшений на последних двух итерациях,605
470,2.545021,0,Найдено точное решение,336
447,4.077955,396948,Нет улучшений на последних двух итерациях,533
375,4.536635,694199,Нет улучшений на последних двух итерациях,610
483,0.555807,0,Найдено точное решение,72
474,3.452012,226373,Нет улучшений на последних двух итерациях,512
344,3.878683,30954,Нет улучшений на последних двух итерациях,538
442,3.798746,877411,Нет улучшений на последних двух итерациях,533
435,3.458363,1391658,Нет улучшений на последних двух итерациях,551
443,0.162217,0,Найдено точное решение,24
384,5.431953,2053754,Нет улучшений на последних двух итерациях,761
439,3.698103,2574983,Нет улучшений на последних двух итерациях,507
454,4.549509,294410,Нет улучшений на последних двух итерациях,589
402,8.056793,1417727,Достигнуто максимальное число поколений,1000
440,0.067691,0,Найдено точное решение,8
431,3.987748,165627,Нет улучшений на последних двух итерациях,593
478,3.585232,839090,Нет улучшений на последних двух итерациях,538
459,3.442832,15337,Нет улучшений на последних двух итерациях,575
460,0.057967,0,Найдено точное решение,14
466,2.848170,0,Найдено точное решение,429
462,4.189949,0,Найдено точное решение,624
479,0.179235,0,Найдено точное решение,27
493,6.854478,1556064,Нет улучшений на последних двух итерациях,917
467,0.307441,0,Найдено точное решение,47
420,3.919930,1534339,Нет улучшений на последних двух итерациях,588
498,4.218032,1057528,Нет улучшений на последних двух итерациях,559
468,0.070822,0,Найдено точное решение,10
395,4.972428,2491695,Нет улучшений на последних двух итерациях,747
427,3.765983,594094,Нет улучшений на последних двух итерациях,588
352,3.889481,1062782,Нет улучшений на последних двух итерациях,547
412,2.485039,4484230,Нет улучшений на последних двух итерациях,559
491,3.082420,25135360,Нет улучшений на последних двух итерациях,535
480,0.712041,0,Найдено точное решение,116
492,0.104982,0,Найдено точное решение,27
432,0.991449,0,Найдено точное решение,154
408,3.867646,270987,Нет улучшений на последних двух итерациях,606
396,0.667607,0,Найдено точное решение,124
448,2.620970,2503130,Нет улучшений на последних двух итерациях,504
484,2.731199,644873,Нет улучшений на последних двух итерациях,550
471,2.944211,2252266,Нет улучшений на последних двух итерациях,661
368,4.964540,118267,Нет улучшений на последних двух итерациях,723
455,1.879779,0,Найдено точное решение,283
387,4.984735,1318594,Нет улучшений на последних двух итерациях,858
376,3.530597,371138,Нет улучшений на последних двух итерациях,544
486,4.855772,18912,Нет улучшений на последних двух итерациях,840
475,3.373644,575945,Нет улучшений на последних двух итерациях,636
403,2.535751,1684704,Нет улучшений на последних двух итерациях,523
422,6.728646,1846264,Нет улучшений на последних двух итерациях,999
494,2.183294,411614,Нет улучшений на последних двух итерациях,532
428,2.234079,552775,Нет улучшений на последних двух итерациях,556
444,3.341105,77031,Нет улучшений на последних двух итерациях,583
436,3.460965,345268,Нет улучшений на последних двух итерациях,532
463,3.633517,374301,Нет улучшений на последних двух итерациях,627
499,3.378395,56983,Нет улучшений на последних двух итерациях,890
388,1.895808,3616805,Нет улучшений на последних двух итерациях,506
472,2.704627,2848808,Нет улучшений на последних двух итерациях,716
476,2.512564,4775657,Нет улучшений на последних двух итерациях,677
487,2.566081,15924,Нет улучшений на последних двух итерациях,688
495,2.410953,8649448,Нет улучшений на последних двух итерациях,646
423,2.858066,1531703,Нет улучшений на последних двух итерациях,615
456,3.621470,1150597,Нет улучшений на последних двух итерациях,712
500,1.821433,3127343,Нет улучшений на последних двух итерациях,501
464,2.228178,1492940,Нет улучшений на последних двух итерациях,606
404,3.697648,907466,Нет улучшений на последних двух итерациях,987
496,2.816845,329728,Нет улучшений на последних двух итерациях,787
488,3.481312,180211,Нет улучшений на последних двух итерациях,971
424,3.147119,1735478,Нет улучшений на последних двух итерациях,882
