task number,solution time,fitness minimum,stop reason,generations number
151,0.807468,0,Найдено точное решение,55
95,6.311234,0,Найдено точное решение,549
32,0.910618,0,Найдено точное решение,89
154,10.787170,0,Найдено точное решение,961
152,0.288419,0,Найдено точное решение,21
162,3.826931,53184,Нет улучшений на последних двух итерациях,549
24,4.348345,48555,Нет улучшений на последних двух итерациях,648
111,7.845222,48654,Нет улучшений на последних двух итерациях,922
213,1.496608,0,Найдено точное решение,110
169,6.298739,26076,Нет улучшений на последних двух итерациях,930
44,4.387029,79630,Нет улучшений на последних двух итерациях,504
173,5.531625,4272,Нет улучшений на последних двух итерациях,631
96,0.708355,0,Найдено точное решение,94
189,3.540298,29,Нет улучшений на последних двух итерациях,515
75,4.807709,4769,Нет улучшений на последних двух итерациях,634
185,4.041430,15445,Нет улучшений на последних двух итерациях,603
116,4.770607,90105,Нет улучшений на последних двух итерациях,628
177,5.780408,5005,Нет улучшений на последних двух итерациях,657
127,6.215545,38564,Нет улучшений на последних двух итерациях,891
166,2.183532,0,Найдено точное решение,245
48,1.615398,0,Найдено точное решение,214
124,5.176478,21846,Нет улучшений на последних двух итерациях,609
12,5.511839,18653,Нет улучшений на последних двух итерациях,505
79,6.430749,5261,Нет улучшений на последних двух итерациях,847
193,4.444937,11820,Нет улучшений на последних двух итерациях,509
143,11.635545,21016,Достигнуто максимальное число поколений,1000
170,1.393720,0,Найдено точное решение,184
217,2.326782,0,Найдено точное решение,175
205,3.778311,45756,Нет улучшений на последних двух итерациях,504
253,0.931824,0,Найдено точное решение,124
118,7.112090,15881,Нет улучшений на последних двух итерациях,503
190,1.849647,0,Найдено точное решение,284
237,2.297070,0,Найдено точное решение,351
140,4.063714,0,Найдено точное решение,417
238,0.065425,0,Найдено точное решение,9
198,5.005311,19925,Нет улучшений на последних двух итерациях,738
60,4.623703,1123,Нет улучшений на последних двух итерациях,612
201,5.443108,61316,Нет улучшений на последних двух итерациях,667
257,1.651737,0,Найдено точное решение,210
128,2.105305,0,Найдено точное решение,276
199,0.518863,0,Найдено точное решение,70
265,0.657134,0,Найдено точное решение,72
136,7.483611,63148,Нет улучшений на последних двух итерациях,568
218,1.547010,0,Найдено точное решение,121
16,5.008651,4322,Нет улучшений на последних двух итерациях,603
174,3.244346,0,Найдено точное решение,426
147,9.001359,8831,Нет улучшений на последних двух итерациях,892
155,4.070292,2861,Нет улучшений на последних двух итерациях,510
229,4.326040,20344,Нет улучшений на последних двух итерациях,519
163,4.067891,24622,Нет улучшений на последних двух итерациях,536
200,1.167109,0,Найдено точное решение,154
83,6.618332,88590,Нет улучшений на последних двух итерациях,539
186,3.663334,50117,Нет улучшений на последних двух итерациях,523
269,1.956277,0,Найдено точное решение,274
112,4.660745,15288,Нет улучшений на последних двух итерациях,510
239,2.608617,0,Найдено точное решение,357
266,2.018548,0,Найдено точное решение,289
181,8.659653,45066,Нет улучшений на последних двух итерациях,858
221,5.835954,927,Нет улучшений на последних двух итерациях,734
245,5.031781,97248,Нет улучшений на последних двух итерациях,665
84,1.403726,0,Найдено точное решение,146
191,3.537565,29952,Нет улучшений на последних двух итерациях,513
178,5.070617,16171,Нет улучшений на последних двух итерациях,614
192,0.253114,0,Найдено точное решение,38
246,0.779696,0,Найдено точное решение,103
209,7.596507,7342,Достигнуто максимальное число поколений,1000
254,4.312893,4847,Нет улучшений на последних двух итерациях,567
202,3.816343,0,Найдено точное решение,476
249,5.969941,581,Нет улучшений на последних двух итерациях,627
164,2.640524,0,Найдено точное решение,313
171,5.188752,13283,Нет улучшений на последних двух итерациях,669
273,3.881775,44823,Нет улучшений на последних двух итерациях,531
80,5.520319,16181,Нет улучшений на последних двух итерациях,644
144,5.444896,70179,Нет улучшений на последних двух итерациях,500
167,6.290690,27253,Нет улучшений на последних двух итерациях,641
285,3.264633,23785,Нет улучшений на последних двух итерациях,501
206,5.752177,1111,Нет улучшений на последних двух итерациях,627
281,4.133211,52221,Нет улучшений на последних двух итерациях,558
187,3.236035,0,Найдено точное решение,497
261,6.382447,0,Найдено точное решение,666
207,0.139252,0,Найдено точное решение,11
99,11.628585,23109,Достигнуто максимальное число поколений,1000
194,6.535390,6699,Нет улучшений на последних двух итерациях,732
286,0.630260,0,Найдено точное решение,88
225,8.712045,42147,Нет улучшений на последних двух итерациях,886
119,6.140288,39,Нет улучшений на последних двух итерациях,518
100,0.798224,0,Найдено точное решение,102
148,4.800466,3744,Нет улучшений на последних двух итерациях,539
233,8.613445,32679,Нет улучшений на последних двух итерациях,873
172,1.814109,0,Найдено точное решение,166
240,3.612265,7894,Нет улучшений на последних двух итерациях,541
270,4.275579,21162,Нет улучшений на последних двух итерациях,534
289,4.146450,10872,Нет улучшений на последних двух итерациях,520
234,0.596508,0,Найдено точное решение,78
241,9.225718,41701,Нет улучшений на последних двух итерациях,722
321,0.936288,0,Найдено точное решение,115
230,5.617983,17511,Нет улучшений на последних двух итерациях,627
282,2.084397,0,Найдено точное решение,269
156,5.874451,2834,Нет улучшений на последних двух итерациях,630
76,9.344556,8009,Нет улучшений на последних двух итерациях,728
258,6.984810,17106,Нет улучшений на последних двух итерациях,717
242,0.437665,0,Найдено точное решение,52
222,4.710717,4115,Нет улучшений на последних двух итерациях,574
277,6.897679,5252,Нет улучшений на последних двух итерациях,625
267,5.074553,116041,Нет улучшений на последних двух итерациях,603
182,5.409697,26335,Нет улучшений на последних двух итерациях,529
214,10.480092,55094,Достигнуто максимальное число поколений,1000
203,4.362142,97,Нет улучшений на последних двух итерациях,531
183,0.464056,0,Найдено точное решение,55
313,2.754848,0,Найдено точное решение,226
210,5.160343,7937,Нет улучшений на последних двух итерациях,502
208,3.903258,0,Найдено точное решение,376
259,1.771972,0,Найдено точное решение,239
293,5.958260,1592,Нет улучшений на последних двух итерациях,642
250,5.068112,0,Найдено точное решение,416
287,3.825190,16742,Нет улучшений на последних двух итерациях,583
325,3.321762,37493,Нет улучшений на последних двух итерациях,507
188,4.353321,28442,Нет улучшений на последних двух итерациях,665
179,6.187147,6575,Нет улучшений на последних двух итерациях,626
326,0.123551,0,Найдено точное решение,18
255,5.751414,0,Найдено точное решение,711
301,5.397995,22055,Нет улучшений на последних двух итерациях,661
175,8.607653,1598,Нет улучшений на последних двух итерациях,840
309,5.407915,136251,Нет улучшений на последних двух итерациях,642
219,9.183235,15572,Нет улучшений на последних двух итерациях,730
168,5.204035,4133,Нет улучшений на последних двух итерациях,532
247,6.551386,10672,Нет улучшений на последних двух итерациях,825
120,4.698704,2024,Нет улучшений на последних двух итерациях,580
305,6.265459,2165,Нет улучшений на последних двух итерациях,725
176,1.164979,0,Найдено точное решение,135
235,4.402708,22254,Нет улучшений на последних двух итерациях,575
337,1.949814,0,Найдено точное решение,124
231,3.925600,43720,Нет улучшений на последних двух итерациях,506
317,5.094249,4681,Нет улучшений на последних двух итерациях,775
195,5.700440,101453,Нет улучшений на последних двух итерациях,580
243,3.912626,0,Найдено точное решение,576
297,7.780269,3475,Нет улучшений на последних двух итерациях,743
290,4.902335,0,Найдено точное решение,499
271,4.994509,40650,Нет улучшений на последних двух итерациях,606
184,2.899752,0,Найдено точное решение,308
322,4.594304,10447,Нет улучшений на последних двух итерациях,525
223,4.268575,1396,Нет улучшений на последних двух итерациях,527
262,6.727510,43681,Нет улучшений на последних двух итерациях,687
338,0.849948,0,Найдено точное решение,64
215,3.982866,16211,Нет улучшений на последних двух итерациях,510
298,0.900552,0,Найдено точное решение,71
327,2.645169,0,Найдено точное решение,397
260,3.584190,0,Найдено точное решение,505
274,8.497221,12952,Нет улучшений на последних двух итерациях,821
288,3.648025,9400,Нет улучшений на последних двух итерациях,548
204,4.786956,10153,Нет улучшений на последних двух итерациях,514
329,6.104160,49518,Нет улучшений на последних двух итерациях,726
341,3.917950,11783,Нет улучшений на последних двух итерациях,600
244,2.283305,0,Найдено точное решение,306
251,4.299711,46252,Нет улучшений на последних двух итерациях,564
268,6.019503,5792,Нет улучшений на последних двух итерациях,503
342,0.284363,0,Найдено точное решение,43
310,3.943054,9084,Нет улучшений на последних двух итерациях,533
345,3.817297,4142,Нет улучшений на последних двух итерациях,530
294,4.957207,19637,Нет улучшений на последних двух итерациях,660
302,4.571647,26089,Нет улучшений на последних двух итерациях,504
224,2.518660,0,Найдено точное решение,302
278,7.129304,61066,Нет улучшений на последних двух итерациях,874
318,3.759112,27075,Нет улучшений на последних двух итерациях,580
180,5.313293,23318,Нет улучшений на последних двух итерациях,503
319,0.058535,0,Найдено точное решение,8
295,0.906454,0,Найдено точное решение,100
311,1.312620,0,Найдено точное решение,134
323,3.456223,0,Найдено точное решение,289
353,4.356495,136399,Нет улучшений на последних двух итерациях,504
385,0.418054,0,Найдено точное решение,37
283,8.075788,103425,Нет улучшений на последних двух итерациях,634
324,0.287984,0,Найдено точное решение,22
312,0.308755,0,Найдено точное решение,36
248,5.208584,27951,Нет улучшений на последних двух итерациях,528
220,5.821629,24632,Нет улучшений на последних двух итерациях,714
211,7.006286,0,Найдено точное решение,716
226,10.143148,9263,Нет улучшений на последних двух итерациях,994
333,8.739203,24155,Нет улучшений на последних двух итерациях,691
346,2.377421,0,Найдено точное решение,312
349,5.771936,31330,Нет улучшений на последних двух итерациях,662
328,4.198294,6943,Нет улучшений на последних двух итерациях,635
232,5.392159,18722,Нет улучшений на последних двух итерациях,698
386,1.234489,0,Найдено точное решение,148
306,6.050165,22611,Нет улучшений на последних двух итерациях,555
291,5.594115,10100,Нет улучшений на последних двух итерациях,518
256,7.448583,34434,Нет улучшений на последних двух итерациях,741
365,4.055475,33939,Нет улучшений на последних двух итерациях,579
369,4.554459,81666,Нет улучшений на последних двух итерациях,521
272,6.426853,5123,Нет улучшений на последних двух итерациях,692
299,5.762795,1621,Нет улучшений на последних двух итерациях,732
397,3.061619,0,Найдено точное решение,414
314,9.818484,28199,Нет улучшений на последних двух итерациях,879
357,7.144771,25334,Нет улучшений на последних двух итерациях,589
354,3.458936,0,Найдено точное решение,354
263,6.796067,6889,Нет улучшений на последних двух итерациях,871
196,7.539600,15244,Достигнуто максимальное число поколений,1000
373,5.111399,75014,Нет улучшений на последних двух итерациях,584
320,3.817074,30651,Нет улучшений на последних двух итерациях,556
252,5.146643,61214,Нет улучшений на последних двух итерациях,559
216,6.643015,5994,Нет улучшений на последних двух итерациях,823
413,1.960716,0,Найдено точное решение,261
381,4.719799,30842,Нет улучшений на последних двух итерациях,609
339,7.397904,40741,Нет улучшений на последних двух итерациях,594
275,6.789179,12103,Нет улучшений на последних двух итерациях,601
366,2.529776,0,Найдено точное решение,268
405,3.490781,507,Нет улучшений на последних двух итерациях,521
330,6.692399,78857,Нет улучшений на последних двух итерациях,785
361,7.453446,21132,Нет улучшений на последних двух итерациях,927
343,6.623046,2662,Нет улучшений на последних двух итерациях,944
389,4.976800,2222,Нет улучшений на последних двух итерациях,579
236,9.351590,31682,Достигнуто максимальное число поколений,1000
398,2.163474,0,Найдено точное решение,268
284,5.470184,17633,Нет улучшений на последних двух итерациях,631
334,4.760619,34367,Нет улучшений на последних двух итерациях,512
387,4.394376,3760,Нет улучшений на последних двух итерациях,501
401,5.620642,28732,Нет улучшений на последних двух итерациях,576
303,7.213697,7896,Нет улучшений на последних двух итерациях,822
227,5.549333,32792,Нет улучшений на последних двух итерациях,583
441,0.767579,0,Найдено точное решение,55
300,3.992945,76070,Нет улучшений на последних двух итерациях,524
429,3.268579,0,Найдено точное решение,267
279,7.751871,19165,Нет улучшений на последних двух итерациях,930
347,6.558565,17523,Нет улучшений на последних двух итерациях,810
370,5.148518,93633,Нет улучшений на последних двух итерациях,504
348,0.131283,0,Найдено точное решение,19
358,4.405973,18004,Нет улучшений на последних двух итерациях,530
292,6.035780,47337,Нет улучшений на последних двух итерациях,540
425,4.302656,26159,Нет улучшений на последних двух итерациях,531
371,0.203744,0,Найдено точное решение,25
264,4.434234,13853,Нет улучшений на последних двух итерациях,587
449,0.213980,0,Найдено точное решение,28
457,0.132849,0,Найдено точное решение,19
421,4.582243,41770,Нет улучшений на последних двух итерациях,686
417,5.486350,50175,Нет улучшений на последних двух итерациях,685
377,9.787046,8586,Достигнуто максимальное число поколений,1000
350,7.177778,34620,Нет улучшений на последних двух итерациях,723
409,7.048045,2071,Нет улучшений на последних двух итерациях,858
307,6.968195,13836,Нет улучшений на последних двух итерациях,523
367,4.130068,56170,Нет улучшений на последних двух итерациях,570
442,2.314230,0,Найдено точное решение,305
414,4.992751,1159,Нет улучшений на последних двух итерациях,619
276,4.594854,0,Найдено точное решение,555
406,4.401486,46068,Нет улучшений на последних двух итерациях,661
212,8.517177,19811,Нет улучшений на последних двух итерациях,963
315,5.869588,35898,Нет улучшений на последних двух итерациях,672
393,9.149534,57596,Достигнуто максимальное число поколений,1000
382,5.519516,14429,Нет улучшений на последних двух итерациях,708
388,3.766825,24866,Нет улучшений на последних двух итерациях,505
383,0.156984,0,Найдено точное решение,12
374,6.114807,10676,Нет улучшений на последних двух итерациях,500
399,4.378215,9793,Нет улучшений на последних двух итерациях,616
375,0.480608,0,Найдено точное решение,36
355,6.715284,22179,Нет улучшений на последних двух итерациях,756
465,1.297577,0,Найдено точное решение,164
331,5.729256,86881,Нет улучшений на последних двух итерациях,558
304,4.314619,18951,Нет улучшений на последних двух итерациях,542
453,2.886978,0,Найдено точное решение,187
443,2.146792,0,Найдено точное решение,320
402,4.557489,10462,Нет улучшений на последних двух итерациях,626
400,1.119942,0,Найдено точное решение,139
458,3.196809,0,Найдено точное решение,439
444,0.547450,0,Найдено точное решение,83
469,1.855091,0,Найдено точное решение,250
407,2.284469,0,Найдено точное решение,315
335,5.914873,36956,Нет улучшений на последних двух итерациях,610
351,3.441179,32205,Нет улучшений на последних двух итерациях,519
228,5.438427,3882,Нет улучшений на последних двух итерациях,555
378,3.565442,4415,Нет улучшений на последних двух итерациях,523
430,5.039830,11000,Нет улучшений на последних двух итерациях,522
422,3.796500,4318,Нет улучшений на последних двух итерациях,513
418,3.794192,0,Найдено точное решение,368
426,4.277157,8239,Нет улучшений на последних двух итерациях,510
344,7.183742,134780,Достигнуто максимальное число поколений,1000
390,7.296833,10883,Нет улучшений на последних двух итерациях,836
431,0.613081,0,Найдено точное решение,74
450,4.615089,55140,Нет улучшений на последних двух итерациях,564
485,0.882334,0,Найдено точное решение,81
340,8.671483,11481,Нет улучшений на последних двух итерациях,572
461,3.957186,50599,Нет улучшений на последних двух итерациях,529
427,0.990964,0,Найдено точное решение,116
362,8.133973,3114,Нет улучшений на последних двух итерациях,636
296,13.285475,38151,Нет улучшений на последних двух итерациях,992
368,4.703869,5621,Нет улучшений на последних двух итерациях,547
372,5.638216,1553,Нет улучшений на последних двух итерациях,602
359,6.072946,34771,Нет улучшений на последних двух итерациях,627
316,4.708182,39696,Нет улучшений на последних двух итерациях,532
437,8.778615,49122,Нет улучшений на последних двух итерациях,707
489,1.754435,0,Найдено точное решение,183
473,3.564828,0,Найдено точное решение,383
433,10.595166,78786,Достигнуто максимальное число поколений,1000
379,2.521256,0,Найдено точное решение,349
445,7.694569,13044,Нет улучшений на последних двух итерациях,952
410,6.182616,2897,Нет улучшений на последних двух итерациях,761
360,0.739074,0,Найдено точное решение,82
332,4.348966,2854,Нет улучшений на последних двух итерациях,531
408,3.528409,35247,Нет улучшений на последних двух итерациях,515
446,0.490486,0,Найдено точное решение,59
477,4.117377,13724,Нет улучшений на последних двух итерациях,504
376,5.007032,12957,Нет улучшений на последних двух итерациях,619
403,4.330671,127184,Нет улучшений на последних двух итерациях,541
352,3.667848,19573,Нет улучшений на последних двух итерациях,522
459,4.188262,34741,Нет улучшений на последних двух итерациях,540
454,4.935964,658,Нет улучшений на последних двух итерациях,513
308,7.342276,36622,Нет улучшений на последних двух итерациях,692
394,6.448373,11108,Нет улучшений на последних двух итерациях,635
470,4.468733,79415,Нет улучшений на последних двух итерациях,562
466,5.477255,31829,Нет улучшений на последних двух итерациях,698
447,0.998714,0,Найдено точное решение,129
481,4.707099,13979,Нет улучшений на последних двух итерациях,652
336,4.571923,560,Нет улучшений на последних двух итерациях,595
455,1.001969,0,Найдено точное решение,155
363,3.508064,27548,Нет улучшений на последних двух итерациях,526
423,4.915574,73804,Нет улучшений на последних двух итерациях,715
424,0.032762,0,Найдено точное решение,4
280,9.520239,11772,Нет улучшений на последних двух итерациях,768
432,4.367567,66167,Нет улучшений на последних двух итерациях,658
415,8.063053,9208,Нет улучшений на последних двух итерациях,959
395,1.186021,0,Найдено точное решение,160
419,5.043777,3921,Нет улучшений на последних двух итерациях,505
474,3.026962,10879,Нет улучшений на последних двух итерациях,526
493,4.441052,1854,Нет улучшений на последних двух итерациях,617
384,7.703923,47099,Достигнуто максимальное число поколений,1000
391,4.911293,65784,Нет улучшений на последних двух итерациях,628
392,0.022941,0,Найдено точное решение,5
438,3.556403,36779,Нет улучшений на последних двух итерациях,546
428,4.396226,2894,Нет улучшений на последних двух итерациях,566
486,5.003583,2821,Нет улучшений на последних двух итерациях,570
356,7.590130,11996,Достигнуто максимальное число поколений,1000
451,5.409293,48161,Нет улучшений на последних двух итерациях,745
434,3.794544,26427,Нет улучшений на последних двух итерациях,557
411,3.442091,20200,Нет улучшений на последних двух итерациях,511
462,5.159256,5711,Нет улучшений на последних двух итерациях,746
490,4.034297,23198,Нет улучшений на последних двух итерациях,627
380,3.760732,70520,Нет улучшений на последних двух итерациях,566
463,0.468331,0,Найдено точное решение,71
478,3.604598,5878,Нет улучшений на последних двух итерациях,555
479,0.032090,0,Найдено точное решение,4
471,2.930141,0,Найдено точное решение,603
416,1.934748,36281,Нет улучшений на последних двух итерациях,517
404,3.853710,61902,Нет улучшений на последних двух итерациях,592
475,2.110547,21486,Нет улучшений на последних двух итерациях,560
460,3.874596,52938,Нет улучшений на последних двух итерациях,748
456,2.854295,0,Найдено точное решение,444
439,1.989589,120638,Нет улучшений на последних двух итерациях,522
472,0.875432,0,Найдено точное решение,231
497,6.537009,99660,Нет улучшений на последних двух итерациях,975
476,0.527884,0,Найдено точное решение,141
420,2.923514,46888,Нет улучшений на последних двух итерациях,517
467,3.947179,16220,Нет улучшений на последних двух итерациях,605
491,1.884062,5075,Нет улучшений на последних двух итерациях,500
364,3.518305,0,Найдено точное решение,908
482,4.200868,57368,Нет улучшений на последних двух итерациях,646
494,3.424655,10314,Нет улучшений на последних двух итерациях,628
480,1.958967,0,Найдено точное решение,307
412,2.872672,1430,Нет улучшений на последних двух итерациях,542
487,3.269736,8952,Нет улучшений на последних двух итерациях,508
448,5.039468,4957,Нет улучшений на последних двух итерациях,761
464,3.165144,40660,Нет улучшений на последних двух итерациях,703
435,3.763508,68079,Достигнуто максимальное число поколений,1000
452,3.929604,96058,Нет улучшений на последних двух итерациях,707
468,2.123875,32726,Нет улучшений на последних двух итерациях,538
440,2.957326,21280,Нет улучшений на последних двух итерациях,792
396,5.573981,12780,Нет улучшений на последних двух итерациях,941
498,2.889993,39121,Нет улучшений на последних двух итерациях,782
492,2.606588,28367,Нет улучшений на последних двух итерациях,703
495,2.174083,59915,Нет улучшений на последних двух итерациях,507
483,2.693130,32631,Нет улучшений на последних двух итерациях,528
496,0.430208,0,Найдено точное решение,118
488,2.342671,1971,Нет улучшений на последних двух итерациях,641
436,2.017577,5721,Нет улучшений на последних двух итерациях,556
499,2.275157,33194,Нет улучшений на последних двух итерациях,644
484,2.066571,4680,Нет улучшений на последних двух итерациях,590
500,2.100562,47200,Нет улучшений на последних двух итерациях,608
