task number,first solution time,all solutions time,answers number
155,7.576853,38.818781,1
131,34.206805,37.162374,1
115,0.010622,36.175305,1
23,2.996872,36.413886,2
159,2.440392,26.747513,1
99,24.943620,36.193913,1
7,13.700128,29.970411,3
3,0.385930,29.243958,1
92,8.156850,22.130524,1
144,13.295496,22.045068,1
88,1.515814,22.014511,1
84,0.753813,29.732118,1
128,0.369702,29.973542,1
28,28.946196,29.169950,1
148,9.054389,30.918658,1
104,0.195798,28.084543,1
140,0.002189,22.022727,1
64,25.091772,30.003023,1
76,9.856808,32.712247,1
60,1.208291,27.620355,2
152,0.000318,33.544163,1
96,14.513723,29.719631,1
80,1.107546,32.998961,1
68,0.074426,30.444544,1
136,2.812216,32.279739,1
16,0.512747,29.023115,2
120,21.398474,29.103514,1
112,9.862020,36.222409,1
12,0.021152,30.846198,1
48,0.005238,27.388597,1
40,0.318448,30.808650,1
52,3.405598,30.748653,1
108,14.859335,31.317318,1
32,0.289080,30.074653,1
72,11.864789,31.868085,2
44,3.183689,32.914743,1
20,0.772527,33.409261,2
156,8.851954,30.107021,1
132,0.098591,28.250816,1
36,6.161448,31.544885,1
161,0.572682,23.326972,2
124,2.701884,30.938833,3
116,7.306553,28.838568,1
100,3.318806,29.085242,1
24,19.223580,29.817318,1
8,7.772911,28.448927,1
160,25.514063,30.543424,2
169,18.599818,23.510111,1
56,19.171195,34.301497,1
4,14.683699,30.779655,1
165,1.797833,27.638510,2
181,3.677466,28.099808,1
173,14.335795,31.842709,1
205,3.785167,24.965377,1
197,3.135606,28.898018,1
189,4.537107,30.337221,3
193,0.172599,29.841819,1
201,21.295677,30.466821,1
185,4.129890,34.166698,1
217,20.817201,26.918153,1
237,2.871840,25.384382,1
177,2.682121,35.242620,1
245,12.458519,24.264957,1
209,15.757173,31.064434,2
225,3.245837,30.439601,1
213,0.092480,32.053621,1
265,19.316808,25.875319,1
229,11.290884,31.659231,1
241,2.631227,30.672831,1
253,0.000058,28.133939,1
221,4.967091,32.536248,2
249,13.937655,29.897406,1
233,20.048110,32.115566,1
162,14.241592,25.898854,1
269,0.381223,28.323901,1
277,6.743994,27.497123,2
261,12.090655,30.811988,1
257,5.612686,32.059270,1
281,0.439476,29.848428,1
289,12.192267,29.744029,1
170,0.354764,26.609742,1
285,17.774876,30.690519,1
301,19.454807,29.177959,1
297,23.452074,31.123408,1
305,7.822649,30.695554,1
166,13.328988,26.920060,1
309,3.501464,31.128827,1
293,18.906963,33.653711,1
273,19.134688,36.165937,1
313,0.999284,34.591115,1
317,0.819067,32.190863,1
174,22.035546,28.443230,1
182,1.009712,30.296089,1
194,4.564086,28.133034,1
190,1.036231,29.593359,2
198,0.120771,30.549442,1
186,16.734052,27.220475,2
218,5.813831,27.176186,1
206,3.600231,31.501126,1
178,1.946094,27.662702,1
238,0.570297,28.135788,1
202,0.079184,30.734136,1
246,0.211133,29.496891,2
210,12.263120,27.336986,2
226,11.370195,28.979137,1
242,20.780230,27.930435,1
163,0.413618,26.853968,1
254,12.906930,27.919519,1
250,4.980844,28.122482,1
270,25.058242,27.116833,1
266,0.008735,29.885068,1
222,0.046013,30.020286,1
230,3.229181,30.626038,1
278,16.818513,28.240435,1
234,14.700613,30.479552,1
262,3.920352,28.375122,1
214,5.405858,33.897148,1
171,14.425362,27.930209,1
290,16.303601,28.367610,1
258,6.798463,29.164843,2
282,0.002985,30.736655,1
286,0.790506,29.848688,1
167,21.027923,26.933654,1
302,10.233591,29.422277,1
306,1.889838,28.819423,1
298,0.021010,29.216805,1
274,1.180663,27.819005,1
294,22.809807,29.759369,1
310,4.932760,33.182243,1
318,9.882571,30.604032,1
175,6.175294,28.563895,1
314,8.166900,33.352855,2
219,2.183526,26.334350,1
179,5.808522,25.293838,1
191,16.837584,27.631503,1
195,3.137400,30.547651,1
239,6.925750,27.247456,1
199,4.509928,29.775304,1
183,0.205882,33.398134,1
187,2.393846,32.051364,1
207,15.431141,31.727608,1
247,11.266389,30.399435,2
211,23.935111,29.817541,1
227,10.461878,27.334449,1
255,1.042027,27.215762,2
223,16.275140,25.515121,1
164,16.845525,28.519651,1
271,10.443371,27.871739,1
267,0.069158,28.075526,1
203,32.476332,35.319870,1
263,4.561620,27.846526,1
172,1.329861,26.874542,1
231,0.385755,30.048822,1
243,0.297989,33.159334,1
235,9.193593,29.865381,1
251,17.490775,32.914444,1
291,9.072093,28.111193,2
259,1.601135,28.064091,1
279,3.245453,31.653129,1
303,3.283983,26.742102,1
283,0.030115,28.109023,1
168,18.476641,29.915630,1
299,14.846471,28.840945,1
275,0.928834,28.474276,2
215,17.509625,34.325787,1
287,2.063755,31.547637,2
307,1.775308,29.570764,1
295,1.612233,28.415365,1
319,0.727291,27.529059,1
311,0.434681,29.863216,1
192,2.831712,26.221010,1
220,14.037366,27.948279,1
240,21.583842,27.874298,1
315,17.760387,31.572992,1
180,10.737607,31.688156,3
200,0.739352,28.724790,1
196,3.896009,29.804826,1
176,21.887826,34.035115,1
188,7.711594,27.716561,2
256,8.057801,25.954900,1
184,1.616518,31.664932,1
212,8.853673,28.540515,1
321,0.088509,28.535342,1
228,18.576414,30.358610,1
208,4.015560,32.092764,1
325,14.569924,25.542256,1
204,1.034156,29.407313,1
260,9.421723,26.017094,1
224,1.225360,32.395873,3
236,13.218319,27.717772,1
252,1.056712,27.561404,1
232,8.322240,28.495586,1
292,3.824620,27.632555,1
280,15.117751,27.072663,1
264,0.710698,29.725102,1
268,8.565790,33.034008,1
284,4.405385,27.253535,1
304,5.412179,28.065509,2
248,7.756754,38.021998,1
300,0.023824,26.557666,1
272,17.640946,37.773303,2
276,3.409926,27.886652,1
329,22.611820,28.677395,1
288,22.101080,29.340515,1
296,4.795028,28.654331,1
308,6.476594,29.704939,2
320,6.352619,26.058443,1
312,0.017216,29.117648,1
333,0.017201,28.601910,1
337,0.035823,28.289621,1
216,25.724648,37.544625,2
341,0.972294,27.694174,1
349,13.912385,27.358163,1
316,7.522211,28.405591,2
353,0.006566,28.646518,1
365,3.057213,26.656091,1
357,17.747967,27.827621,1
244,3.040649,47.006921,1
361,13.889521,28.262659,1
373,2.665091,28.082229,1
326,7.368858,28.343667,1
381,5.592250,29.233378,1
377,25.313979,29.672459,1
389,26.982363,27.679638,1
322,0.641037,31.751038,1
369,6.879872,33.971633,1
425,1.657745,26.688254,1
393,0.170014,29.519251,1
429,6.256324,26.779037,1
413,0.002410,29.199409,1
397,7.194680,30.358170,1
401,0.027524,30.298282,1
421,5.196199,29.467608,1
385,0.000019,32.330903,1
345,37.653469,40.720824,1
409,29.307235,31.042086,1
417,0.362762,31.739190,1
433,9.315596,28.674415,1
330,13.310872,26.594017,1
437,1.503830,28.504220,1
405,21.464904,33.108222,1
441,0.387565,28.796567,1
457,0.000068,27.222534,1
445,9.265836,32.204127,1
449,2.010107,30.689353,1
453,1.528088,30.597581,1
461,18.128491,28.672996,1
334,20.493061,26.416105,1
465,0.000095,28.439159,1
342,0.924797,27.197031,1
338,9.367152,32.204035,1
358,2.904948,28.448875,1
366,14.340130,28.775601,1
350,3.585970,30.473272,1
354,2.215502,31.856783,1
469,0.180984,35.715673,1
374,2.948845,29.349087,1
362,8.890661,32.216421,1
477,3.847924,33.791101,1
327,13.899132,28.667176,1
473,2.738789,36.139019,1
370,0.037381,26.588261,1
426,0.000242,26.243488,1
390,13.006315,28.740899,1
430,16.335799,27.355702,1
394,2.002191,27.568502,1
378,15.859677,30.754717,1
414,7.586250,27.738328,1
398,5.842326,28.556676,1
382,23.365267,34.060555,1
346,1.650853,28.706232,1
402,4.908309,29.290926,3
323,0.001325,31.989219,1
422,10.773330,29.122640,1
386,7.669665,29.081898,1
331,25.790705,28.446551,1
418,0.045700,29.050576,1
442,0.902888,29.517874,1
434,16.933011,32.287374,1
458,0.039770,29.779424,1
410,18.760636,34.701686,1
335,0.000023,26.797700,1
438,0.870111,34.302834,1
454,7.673565,29.099269,1
462,24.243383,29.491697,1
446,3.919025,30.763628,1
466,0.106883,28.331095,1
450,6.220393,31.896204,2
406,4.442732,36.898419,1
339,9.136916,27.489871,2
359,2.277371,26.756835,1
343,0.092431,32.365373,1
351,4.305255,29.352571,2
355,13.268110,27.166011,1
367,25.977821,30.481250,1
375,11.103331,27.630735,1
363,1.773090,28.677634,1
427,0.000544,26.938494,1
431,3.371076,25.785890,1
328,16.231746,28.223716,1
391,0.010410,27.069960,1
478,14.764547,29.399330,1
371,0.989580,29.039931,1
474,13.873329,30.145778,1
399,14.088220,26.269411,1
395,3.829601,29.522575,1
470,4.416641,35.132666,1
387,20.785361,26.642405,1
347,2.272012,27.791268,1
383,1.468711,28.295306,1
403,0.013887,29.028715,1
415,23.460629,31.386155,1
419,18.635992,29.005588,1
332,16.104068,29.395091,1
324,0.005316,30.631403,1
423,17.859741,31.862532,1
443,0.099735,28.265967,1
379,0.132547,36.806443,1
435,0.067140,29.428805,1
459,11.263335,29.717587,1
463,0.159720,27.490453,1
336,6.341937,28.795244,1
447,0.277656,28.528957,1
455,15.407411,31.474125,1
467,2.544281,30.328525,2
451,21.383667,30.622270,1
360,1.672428,27.386768,1
411,7.997910,36.560516,1
340,24.665592,28.502251,1
352,3.091544,26.566853,1
344,0.309659,28.863484,1
356,19.479865,27.412054,1
407,6.193780,35.478311,1
368,8.861180,29.283098,1
376,2.602428,28.641660,2
439,0.002576,40.912252,1
481,19.241323,27.072573,1
392,3.728601,28.003174,1
372,14.573399,27.658208,1
400,0.000008,26.583856,1
364,1.577212,31.073014,1
348,0.148997,25.395118,1
404,5.382011,24.722707,1
479,0.000007,31.616883,1
388,17.735584,27.882541,1
416,0.798495,25.804392,1
432,20.477807,32.483405,1
420,0.824162,24.762767,2
384,7.846484,27.333665,2
428,2.064101,33.527236,1
471,17.649514,29.306882,1
485,0.000630,25.680807,1
396,16.060080,30.125822,2
475,22.059904,33.199435,2
424,14.047022,25.784493,1
460,7.916848,22.903659,1
444,3.271962,25.746268,1
489,0.010356,28.308168,1
436,17.075154,25.130369,2
493,14.795178,23.731002,1
380,14.062448,26.181532,1
456,1.840941,20.892185,1
464,1.256175,24.385831,1
448,0.172517,22.720227,1
468,0.784197,23.540798,1
452,18.998029,23.034243,1
440,11.437446,15.885434,1
408,1.796541,18.376088,1
497,12.632292,22.289590,1
412,12.797025,21.542645,1
482,3.208800,17.979314,1
480,1.124257,14.119768,1
472,0.024140,14.051787,1
486,1.172935,13.880357,1
490,6.519681,14.592483,1
476,0.045788,16.120276,1
494,9.104465,15.521492,1
498,1.617806,13.781294,1
483,10.767211,13.640017,1
487,9.576022,13.435124,1
491,3.448211,13.616443,2
495,1.117451,13.239380,1
499,9.609732,13.279568,1
484,0.200415,13.248186,1
488,7.290778,13.268906,1
492,7.234056,13.265528,1
496,10.140774,13.188797,1
500,0.401484,13.190886,1
