task number,vector number,target weight,fraction
213,22,18873816,0.08
214,22,95852599,0.33
215,22,57587384,0.33
216,22,88467590,0.50
217,22,13078215,0.12
218,22,39313373,0.17
219,22,41408487,0.29
220,22,73509809,0.42
221,23,79913470,0.50
222,23,37010657,0.21
223,23,60698666,0.29
224,23,59402954,0.42
225,23,57953950,0.33
226,23,46433366,0.38
227,23,53056948,0.29
228,23,74940907,0.38
229,23,52089809,0.29
230,23,25658955,0.12
231,24,65362524,0.25
232,24,71818652,0.25
233,24,69624024,0.38
234,24,38042915,0.12
235,24,122431733,0.50
236,24,65759417,0.21
237,24,57626921,0.25
238,24,32351033,0.17
239,24,41657258,0.17
240,24,96822113,0.29
241,25,32628876,0.12
242,25,48720553,0.25
243,25,32493026,0.21
244,25,29987195,0.21
245,25,35179965,0.25
246,25,37428602,0.21
247,25,89672649,0.42
248,25,78299466,0.46
249,25,105328143,0.50
250,25,44558761,0.17
251,26,86100885,0.38
252,26,79512665,0.42
253,26,6611577,0.08
254,26,51418557,0.17
255,26,61312134,0.38
256,26,66304285,0.25
257,26,71876057,0.38
258,26,59165087,0.29
259,26,47169670,0.25
260,26,27694386,0.17
261,27,92991271,0.46
262,27,105734986,0.42
263,27,71777764,0.33
264,27,66933261,0.25
265,27,56300326,0.25
266,27,29265631,0.21
267,27,41811620,0.25
268,27,66860693,0.29
269,27,17372536,0.12
270,27,66910423,0.38
271,28,42141847,0.25
272,28,95082189,0.46
273,28,80302111,0.46
274,28,48688133,0.29
275,28,80872243,0.46
276,28,35741063,0.25
277,28,115108780,0.50
278,28,57511645,0.29
279,28,99075255,0.42
280,28,85688927,0.46
281,29,38142771,0.21
282,29,26866099,0.08
283,29,42818973,0.17
284,29,63711396,0.33
285,29,72454693,0.38
286,29,14183055,0.08
287,29,107541213,0.50
288,29,68741231,0.33
289,29,87495648,0.46
290,29,58012537,0.25
291,30,116132712,0.42
292,30,53246637,0.17
293,30,73068452,0.33
294,30,80847357,0.29
295,30,13700274,0.08
296,30,105819322,0.42
297,30,98535430,0.46
298,30,36944186,0.12
299,30,106079699,0.50
300,30,34553769,0.12
301,31,106175333,0.42
302,31,100529384,0.46
303,31,63790024,0.33
304,31,72022105,0.25
305,31,73879830,0.33
306,31,62072659,0.38
307,31,57014788,0.29
308,31,107182069,0.46
309,31,41974083,0.17
310,31,108167237,0.46
311,32,21078005,0.21
312,32,14748224,0.08
313,32,34932310,0.21
314,32,88558046,0.46
315,32,84591680,0.42
316,32,61155262,0.46
317,32,53750158,0.29
318,32,28349378,0.25
319,32,12741596,0.08
320,32,15771942,0.17
321,33,30868670,0.08
322,33,65842601,0.25
323,33,31871024,0.08
324,33,43579749,0.17
325,33,84429670,0.25
326,33,17342892,0.08
327,33,49239635,0.21
328,33,58513430,0.17
329,33,98521468,0.29
330,33,93427463,0.29
331,34,82569459,0.38
332,34,98262608,0.33
333,34,47696305,0.21
334,34,87727036,0.42
335,34,40005924,0.12
336,34,77635911,0.29
337,34,26521815,0.08
338,34,64427300,0.25
339,34,109447731,0.42
340,34,67968290,0.33
341,35,31287055,0.25
342,35,25400623,0.12
343,35,69160535,0.38
344,35,32446379,0.25
345,35,62072216,0.42
346,35,21925990,0.08
347,35,63764847,0.33
348,35,14230988,0.08
349,35,20977571,0.33
350,35,63780644,0.29
351,36,60650351,0.29
352,36,52064349,0.29
353,36,32293924,0.17
354,36,45576121,0.25
355,36,106293787,0.50
356,36,96103276,0.50
357,36,86004025,0.50
358,36,70751253,0.46
359,36,28478213,0.21
360,36,17583850,0.08
361,37,71530029,0.29
362,37,74949638,0.50
363,37,62469015,0.38
364,37,28428573,0.25
365,37,25768751,0.17
366,37,17206409,0.12
367,37,83599163,0.50
368,37,73727899,0.50
369,37,100149644,0.50
370,37,22917932,0.12
371,38,15418381,0.08
372,38,48465668,0.21
373,38,125426675,0.50
374,38,98390304,0.46
375,38,71826180,0.42
376,38,76304393,0.33
377,38,77121570,0.38
378,38,111314782,0.46
379,38,18903438,0.08
380,38,67544322,0.25
381,39,64688418,0.29
382,39,72904858,0.29
383,39,14422863,0.12
384,39,100691860,0.50
385,39,11226042,0.08
386,39,31164851,0.12
387,39,38350622,0.17
388,39,67423920,0.33
389,39,104632265,0.50
390,39,51343084,0.33
391,40,55429922,0.17
392,40,24613376,0.12
393,40,60164163,0.29
394,40,66538165,0.33
395,40,54489750,0.33
396,40,91003999,0.42
397,40,76265021,0.46
398,40,52628294,0.29
399,40,71736342,0.29
400,40,16189245,0.08
401,41,40677479,0.17
402,41,104395037,0.50
403,41,38008214,0.12
404,41,74200048,0.46
405,41,75322961,0.38
406,41,78839522,0.50
407,41,21885780,0.17
408,41,44419069,0.21
409,41,76251139,0.46
410,41,76497825,0.38
411,42,51534083,0.25
412,42,109421754,0.50
413,42,22890743,0.08
414,42,84688420,0.38
415,42,92757770,0.38
416,42,26700538,0.08
417,42,39931811,0.17
418,42,34570152,0.12
419,42,116423202,0.50
420,42,83905440,0.38
421,43,38887291,0.25
422,43,88488215,0.33
423,43,118943326,0.46
424,43,15426982,0.08
425,43,94283894,0.42
426,43,54451321,0.17
427,43,10413941,0.08
428,43,53726331,0.25
429,43,44927950,0.12
430,43,60827147,0.29
431,44,40536707,0.17
432,44,34255134,0.17
433,44,114972474,0.50
434,44,82461331,0.38
435,44,63671003,0.29
436,44,84363014,0.42
437,44,83582837,0.42
438,44,65327478,0.33
439,44,44923547,0.17
440,44,70886429,0.33
441,45,14672835,0.08
442,45,39573039,0.17
443,45,52182396,0.17
444,45,45854053,0.17
445,45,118632293,0.50
446,45,49411217,0.17
447,45,30063889,0.12
448,45,45175398,0.17
449,45,17784621,0.08
450,45,99005830,0.46
451,46,85901866,0.29
452,46,88806389,0.33
453,46,42631964,0.17
454,46,83236055,0.29
455,46,27066274,0.12
456,46,48347306,0.17
457,46,24030374,0.08
458,46,38749115,0.21
459,46,83559533,0.29
460,46,63428567,0.21
461,47,46628213,0.25
462,47,92596376,0.42
463,47,20805216,0.08
464,47,65337648,0.29
465,47,22133694,0.12
466,47,47589546,0.29
467,47,82358275,0.33
468,47,50225390,0.17
469,47,20900026,0.08
470,47,52575935,0.25
471,48,43331176,0.25
472,48,32227233,0.12
473,48,40863329,0.33
474,48,86908554,0.42
475,48,83087520,0.50
476,48,17329799,0.12
477,48,56249704,0.46
478,48,58312426,0.38
479,48,19545800,0.08
480,48,33932389,0.25
481,49,120676771,0.50
482,49,32601109,0.17
483,49,88409304,0.42
484,49,28757658,0.12
485,49,13100693,0.12
486,49,54470521,0.29
487,49,65140492,0.38
488,49,95676387,0.46
489,49,20533476,0.08
490,49,57652473,0.29
491,50,70672258,0.33
492,50,99534456,0.46
493,50,118995133,0.42
494,50,119828742,0.42
495,50,86574309,0.42
496,50,121752072,0.46
497,50,40474146,0.17
498,50,33743802,0.25
499,50,64781007,0.33
500,50,68605290,0.25
