task number,solution time,fitness minimum,stop reason,generations number
27,0.947087,0,Найдено точное решение,121
40,0.877964,0,Найдено точное решение,95
146,0.117854,0,Найдено точное решение,15
2,2.745695,0,Найдено точное решение,199
47,0.318901,0,Найдено точное решение,22
62,4.930722,343,Нет улучшений на последних двух итерациях,518
28,0.238177,0,Найдено точное решение,36
63,0.211371,0,Найдено точное решение,27
79,0.746983,0,Найдено точное решение,109
154,2.896237,0,Найдено точное решение,363
80,0.173751,0,Найдено точное решение,25
142,4.184157,121,Нет улучшений на последних двух итерациях,513
173,0.592768,0,Найдено точное решение,60
161,5.135062,0,Найдено точное решение,565
177,0.625275,0,Найдено точное решение,96
165,3.473853,19,Нет улучшений на последних двух итерациях,509
122,3.845180,101,Нет улучшений на последних двух итерациях,562
116,5.227914,240,Нет улучшений на последних двух итерациях,506
143,0.556412,0,Найдено точное решение,83
65,8.277254,1178,Нет улучшений на последних двух итерациях,921
41,8.353231,27,Нет улучшений на последних двух итерациях,508
166,0.365356,0,Найдено точное решение,55
151,4.488087,13,Нет улучшений на последних двух итерациях,539
174,0.896453,0,Найдено точное решение,115
147,1.499076,0,Найдено точное решение,194
158,4.511111,88,Нет улучшений на последних двух итерациях,523
66,0.511971,0,Найдено точное решение,52
18,4.645411,108,Нет улучшений на последних двух итерациях,515
91,2.980190,0,Найдено точное решение,337
138,6.769884,128,Нет улучшений на последних двух итерациях,730
92,0.213756,0,Найдено точное решение,27
12,3.144186,0,Найдено точное решение,454
64,1.819122,0,Найдено точное решение,225
185,1.326584,0,Найдено точное решение,174
130,6.257679,320,Нет улучшений на последних двух итерациях,549
131,0.116554,0,Найдено точное решение,8
60,4.608117,41,Нет улучшений на последних двух итерациях,502
50,8.313941,351,Нет улучшений на последних двух итерациях,561
169,4.229106,132,Нет улучшений на последних двух итерациях,532
86,5.426549,0,Найдено точное решение,633
167,1.610171,0,Найдено точное решение,244
107,3.805884,0,Найдено точное решение,401
5,10.382300,4,Достигнуто максимальное число поколений,1000
55,4.256660,47,Нет улучшений на последних двух итерациях,510
87,0.283664,0,Найдено точное решение,35
56,0.176355,0,Найдено точное решение,22
123,2.461338,0,Найдено точное решение,374
201,0.899388,0,Найдено точное решение,78
101,10.785035,561,Нет улучшений на последних двух итерациях,641
14,5.998734,63,Нет улучшений на последних двух итерациях,699
98,4.924614,168,Нет улучшений на последних двух итерациях,628
48,4.035072,89,Нет улучшений на последних двух итерациях,502
108,1.301562,0,Найдено точное решение,172
119,5.746923,39,Нет улучшений на последних двух итерациях,755
148,2.781079,0,Найдено точное решение,362
168,1.552347,0,Найдено точное решение,226
83,5.539481,414,Нет улучшений на последних двух итерациях,529
178,3.624574,405,Нет улучшений на последних двух итерациях,552
67,2.974462,0,Найдено точное решение,303
111,5.303838,0,Найдено точное решение,478
136,5.106378,251,Нет улучшений на последних двух итерациях,646
221,0.230216,0,Найдено точное решение,25
6,1.770808,0,Найдено точное решение,145
94,7.016506,111,Нет улучшений на последних двух итерациях,607
175,3.350006,0,Найдено точное решение,446
15,1.082670,0,Найдено точное решение,121
179,0.447692,0,Найдено точное решение,59
68,0.304054,0,Найдено точное решение,32
225,0.358976,0,Найдено точное решение,42
72,5.326982,50,Нет улучшений на последних двух итерациях,700
152,3.933666,0,Найдено точное решение,418
139,3.523390,0,Найдено точное решение,381
112,0.717953,0,Найдено точное решение,52
193,3.330769,0,Найдено точное решение,376
189,3.552821,0,Найдено точное решение,461
159,3.917822,0,Найдено точное решение,508
217,1.239267,0,Найдено точное решение,163
213,1.550411,0,Найдено точное решение,198
140,0.469849,0,Найдено точное решение,42
162,5.180912,353,Нет улучшений на последних двух итерациях,617
74,7.275626,933,Нет улучшений на последних двух итерациях,853
229,1.034177,0,Найдено точное решение,117
190,0.490010,0,Найдено точное решение,64
51,3.320598,0,Найдено точное решение,306
194,0.619091,0,Найдено точное решение,77
191,0.112123,0,Найдено точное решение,13
99,2.304375,0,Найдено точное решение,231
95,1.321589,0,Найдено точное решение,135
230,0.332045,0,Найдено точное решение,39
202,2.739593,0,Найдено точное решение,254
35,11.562838,424,Нет улучшений на последних двух итерациях,842
16,1.507656,0,Найдено точное решение,169
181,5.826510,50,Нет улучшений на последних двух итерациях,703
42,5.230777,256,Нет улучшений на последних двух итерациях,632
241,1.089472,0,Найдено точное решение,71
186,4.187608,0,Найдено точное решение,365
84,2.224159,0,Найдено точное решение,188
132,4.422553,0,Найдено точное решение,310
253,0.277654,0,Найдено точное решение,35
100,0.859081,0,Найдено точное решение,61
231,0.798267,0,Найдено точное решение,98
160,1.664308,0,Найдено точное решение,253
233,2.000172,0,Найдено точное решение,262
176,2.570351,0,Найдено точное решение,389
187,0.952665,0,Найдено точное решение,83
124,4.129740,389,Нет улучшений на последних двух итерациях,617
155,7.124990,0,Найдено точное решение,715
195,1.616205,0,Найдено точное решение,187
144,6.720630,194,Нет улучшений на последних двух итерациях,704
19,6.212051,183,Нет улучшений на последних двух итерациях,577
3,8.034854,61,Нет улучшений на последних двух итерациях,508
7,3.337227,0,Найдено точное решение,389
88,5.127867,180,Нет улучшений на последних двух итерациях,515
197,6.068399,138,Нет улучшений на последних двух итерациях,616
273,0.752616,0,Найдено точное решение,113
234,1.111150,0,Найдено точное решение,145
36,1.992752,0,Найдено точное решение,158
274,0.098583,0,Найдено точное решение,14
277,0.528370,0,Найдено точное решение,61
8,0.273321,0,Найдено точное решение,26
222,3.764562,0,Найдено точное решение,488
265,1.277335,0,Найдено точное решение,193
120,4.163180,189,Нет улучшений на последних двух итерациях,523
289,0.036594,0,Найдено точное решение,4
266,0.111995,0,Найдено точное решение,16
290,0.101688,0,Найдено точное решение,14
205,5.539565,0,Найдено точное решение,640
275,0.464093,0,Найдено точное решение,69
182,2.437530,0,Найдено точное решение,319
170,6.172761,135,Нет улучшений на последних двух итерациях,804
52,3.020746,0,Найдено точное решение,254
198,0.984051,0,Найдено точное решение,97
209,5.079209,7,Нет улучшений на последних двух итерациях,512
218,3.869160,305,Нет улучшений на последних двух итерациях,535
163,3.583674,0,Найдено точное решение,482
214,3.827379,329,Нет улучшений на последних двух итерациях,502
249,3.269655,0,Найдено точное решение,367
180,4.885700,365,Нет улучшений на последних двух итерациях,736
223,1.492008,0,Найдено точное решение,188
285,1.659106,0,Найдено точное решение,179
206,1.232442,0,Найдено точное решение,101
192,3.943310,43,Нет улучшений на последних двух итерациях,511
242,3.606428,0,Найдено точное решение,253
293,1.630517,0,Найдено точное решение,226
75,4.166011,45,Нет улучшений на последних двух итерациях,539
267,1.567479,0,Найдено точное решение,228
226,5.137326,44,Нет улучшений на последних двух итерациях,670
254,3.277311,0,Найдено точное решение,401
188,2.826380,0,Найдено точное решение,223
245,5.033161,10,Нет улучшений на последних двух итерациях,659
286,0.947199,0,Найдено точное решение,125
261,4.001989,0,Найдено точное решение,421
246,0.175093,0,Найдено точное решение,22
269,3.640735,133,Нет улучшений на последних двух итерациях,542
224,1.231856,0,Найдено точное решение,162
297,2.121866,0,Найдено точное решение,234
281,2.971379,0,Найдено точное решение,217
20,3.375794,0,Найдено точное решение,383
96,5.113512,119,Нет улучшений на последних двух итерациях,566
243,1.626218,0,Найдено точное решение,122
227,1.703332,0,Найдено точное решение,223
196,4.233828,0,Найдено точное решение,486
232,4.836964,0,Найдено точное решение,434
237,6.611731,91,Нет улучшений на последних двух итерациях,589
276,3.146249,0,Найдено точное решение,469
270,0.916492,0,Найдено точное решение,138
278,3.683012,0,Найдено точное решение,445
4,4.120169,21,Нет улучшений на последних двух итерациях,509
43,5.837994,36,Нет улучшений на последних двух итерациях,665
337,0.047181,0,Найдено точное решение,5
279,0.379308,0,Найдено точное решение,56
164,3.238629,0,Найдено точное решение,318
171,3.880306,48,Нет улучшений на последних двух итерациях,502
329,1.053074,0,Найдено точное решение,77
215,3.446033,0,Найдено точное решение,401
228,1.218333,0,Найдено точное решение,125
268,2.991554,0,Найдено точное решение,454
321,1.850408,0,Найдено точное решение,281
345,0.086783,0,Найдено точное решение,10
271,1.178224,0,Найдено точное решение,176
172,0.510926,0,Найдено точное решение,42
156,5.946964,224,Нет улучшений на последних двух итерациях,508
301,3.764666,242,Нет улучшений на последних двух итерациях,571
341,0.901448,0,Найдено точное решение,108
291,5.086830,108,Нет улучшений на последних двух итерациях,666
102,9.871065,0,Найдено точное решение,791
183,4.960064,177,Нет улучшений на последних двух итерациях,599
203,7.515486,56,Нет улучшений на последних двух итерациях,681
184,0.183625,0,Найдено точное решение,23
302,0.451616,0,Найдено точное решение,68
342,0.425907,0,Найдено точное решение,49
262,3.094877,0,Найдено точное решение,290
199,4.936733,110,Нет улучшений на последних двух итерациях,512
204,0.343328,0,Найдено точное решение,44
219,4.767875,463,Нет улучшений на последних двух итерациях,580
238,2.312589,0,Найдено точное решение,208
257,7.370455,0,Найдено точное решение,574
303,0.358668,0,Найдено точное решение,54
235,6.144937,173,Нет улучшений на последних двух итерациях,551
207,4.585560,211,Нет улучшений на последних двух итерациях,504
220,0.672127,0,Найдено точное решение,75
250,5.217378,0,Найдено точное решение,500
247,3.890150,1415,Нет улучшений на последних двух итерациях,506
294,4.952285,422,Нет улучшений на последних двух итерациях,541
76,5.114982,31,Нет улучшений на последних двух итерациях,595
208,0.704728,0,Найдено точное решение,79
258,1.131237,0,Найдено точное решение,88
304,1.075301,0,Найдено точное решение,155
317,4.191693,0,Найдено точное решение,529
287,4.539061,0,Найдено точное решение,537
322,2.350082,0,Найдено точное решение,332
323,0.188128,0,Найдено точное решение,28
313,4.557577,258,Нет улучшений на последних двух итерациях,525
330,2.750170,0,Найдено точное решение,294
373,0.608500,0,Найдено точное решение,77
325,3.944927,66,Нет улучшений на последних двух итерациях,541
346,2.707845,0,Найдено точное решение,189
298,4.711716,428,Нет улучшений на последних двух итерациях,511
349,2.967815,0,Найдено точное решение,398
361,2.153661,0,Найдено точное решение,274
103,2.575677,0,Найдено точное решение,253
295,1.333730,0,Найдено точное решение,176
282,5.222649,391,Нет улучшений на последних двух итерациях,519
292,2.816999,0,Найдено точное решение,353
377,1.213907,0,Найдено точное решение,185
272,3.416445,372,Нет улучшений на последних двух итерациях,508
299,0.965740,0,Найдено точное решение,123
239,2.606889,0,Найдено точное решение,279
362,0.853369,0,Найдено точное решение,110
369,2.148118,0,Найдено точное решение,178
263,2.975364,0,Найдено точное решение,219
385,0.609775,0,Найдено точное решение,68
44,4.804831,82,Нет улучшений на последних двух итерациях,605
280,4.728561,549,Нет улучшений на последних двух итерациях,649
240,0.313540,0,Найдено точное решение,34
283,0.887965,0,Найдено точное решение,114
259,1.987071,0,Найдено точное решение,155
326,1.670890,0,Найдено точное решение,175
216,4.526701,1042,Нет улучшений на последних двух итерациях,538
333,5.585250,0,Найдено точное решение,830
210,8.331202,45,Нет улучшений на последних двух итерациях,622
381,2.157667,0,Найдено точное решение,328
244,5.972302,13,Нет улучшений на последних двух итерациях,502
104,1.480252,0,Найдено точное решение,185
386,0.709484,0,Найдено точное решение,61
200,3.647349,0,Найдено точное решение,251
305,7.836380,61,Нет улучшений на последних двух итерациях,733
334,0.324040,0,Найдено точное решение,46
264,1.014084,0,Найдено точное решение,102
309,7.831333,174,Нет улучшений на последних двух итерациях,643
378,1.605913,0,Найдено точное решение,218
338,5.857414,11,Нет улучшений на последних двух итерациях,634
236,3.844235,0,Найдено точное решение,446
382,0.713571,0,Найдено точное решение,107
324,2.746986,0,Найдено точное решение,340
363,1.552930,0,Найдено точное решение,178
353,5.228936,0,Найдено точное решение,578
343,4.769889,20,Нет улучшений на последних двух итерациях,541
393,2.097344,0,Найдено точное решение,257
397,2.222081,0,Найдено точное решение,255
255,9.244282,360,Нет улучшений на последних двух итерациях,843
251,4.667521,121,Нет улучшений на последних двух итерациях,621
357,6.055542,47,Нет улучшений на последних двух итерациях,528
374,4.112300,0,Найдено точное решение,392
252,0.447709,0,Найдено точное решение,48
310,1.926994,0,Найдено точное решение,231
358,0.578865,0,Найдено точное решение,64
314,4.514756,0,Найдено точное решение,452
331,4.617222,1130,Нет улучшений на последних двух итерациях,501
350,4.496415,122,Нет улучшений на последних двух итерациях,513
417,2.749980,0,Найдено точное решение,257
288,5.120287,144,Нет улучшений на последних двух итерациях,578
405,3.129989,0,Найдено точное решение,309
248,5.781981,120,Нет улучшений на последних двух итерациях,783
351,0.151748,0,Найдено точное решение,22
389,4.145683,339,Нет улучшений на последних двух итерациях,613
390,0.085610,0,Найдено точное решение,12
296,4.701372,0,Найдено точное решение,565
383,2.866612,0,Найдено точное решение,427
260,3.851115,0,Найдено точное решение,421
401,4.071839,0,Найдено точное решение,525
429,2.930756,0,Найдено точное решение,327
335,3.533300,194,Нет улучшений на последних двух итерациях,508
445,0.393246,0,Найдено точное решение,51
318,6.009474,754,Нет улучшений на последних двух итерациях,528
211,4.159173,379,Нет улучшений на последних двух итерациях,510
347,5.882033,27,Нет улучшений на последних двух итерациях,681
365,7.571010,213,Нет улучшений на последних двух итерациях,582
387,4.054518,0,Найдено точное решение,466
398,2.527904,0,Найдено точное решение,236
352,1.240441,0,Найдено точное решение,160
339,4.291647,0,Найдено точное решение,426
388,0.642183,0,Найдено точное решение,75
300,5.851969,98,Нет улучшений на последних двух итерациях,726
421,4.682574,128,Нет улучшений на последних двух итерациях,546
340,0.376973,0,Найдено точное решение,39
364,4.357389,339,Нет улучшений на последних двух итерациях,548
409,5.441864,0,Найдено точное решение,518
446,1.660628,0,Найдено точное решение,219
306,5.336749,1,Нет улучшений на последних двух итерациях,595
327,5.707978,105,Нет улучшений на последних двух итерациях,550
370,6.204662,539,Нет улучшений на последних двух итерациях,517
307,0.070745,0,Найдено точное решение,8
453,1.386948,0,Найдено точное решение,183
379,5.244949,34,Нет улучшений на последних двух итерациях,532
394,4.364047,25,Нет улучшений на последних двух итерациях,527
437,3.077045,0,Найдено точное решение,331
284,6.423859,602,Нет улучшений на последних двух итерациях,716
457,1.279865,0,Найдено точное решение,155
336,2.365259,0,Найдено точное решение,310
371,0.560447,0,Найдено точное решение,36
328,0.608613,0,Найдено точное решение,65
477,0.082272,0,Найдено точное решение,11
380,0.647548,0,Найдено точное решение,42
372,0.278138,0,Найдено точное решение,19
375,4.186742,119,Нет улучшений на последних двух итерациях,528
458,0.391623,0,Найдено точное решение,44
256,4.796720,106,Нет улучшений на последних двух итерациях,566
212,2.605294,0,Найдено точное решение,282
319,2.910125,0,Найдено точное решение,219
418,3.830611,0,Найдено точное решение,363
311,4.375422,188,Нет улучшений на последних двух итерациях,500
433,4.584191,0,Найдено точное решение,509
320,0.259217,0,Найдено точное решение,15
441,3.965602,0,Найдено точное решение,546
459,0.541350,0,Найдено точное решение,78
473,1.165848,0,Найдено точное решение,133
359,4.840338,0,Найдено точное решение,610
360,0.032776,0,Найдено точное решение,4
312,0.621874,0,Найдено точное решение,55
425,6.851310,40,Нет улучшений на последних двух итерациях,828
419,0.779237,0,Найдено точное решение,111
478,1.340787,0,Найдено точное решение,189
376,1.130142,0,Найдено точное решение,105
406,4.558623,44,Нет улучшений на последних двух итерациях,591
479,0.145448,0,Найдено точное решение,21
485,1.391920,0,Найдено точное решение,88
426,0.332350,0,Найдено точное решение,49
391,4.860010,67,Нет улучшений на последних двух итерациях,691
413,8.046836,146,Нет улучшений на последних двух итерациях,703
489,1.678622,0,Найдено точное решение,104
399,3.876250,46,Нет улучшений на последних двух итерациях,516
490,0.190496,0,Найдено точное решение,24
449,4.732743,211,Нет улучшений на последних двух итерациях,541
450,0.170717,0,Найдено точное решение,21
332,5.815533,349,Нет улучшений на последних двух итерациях,521
438,2.667537,0,Найдено точное решение,399
427,0.937186,0,Найдено точное решение,141
451,0.315564,0,Найдено точное решение,40
348,4.718399,355,Нет улучшений на последних двух итерациях,574
354,7.939941,0,Найдено точное решение,761
452,0.080406,0,Найдено точное решение,9
420,1.462566,0,Найдено точное решение,222
491,0.705486,0,Найдено точное решение,89
315,6.506106,165,Нет улучшений на последних двух итерациях,563
344,8.082650,319,Нет улучшений на последних двух итерациях,590
454,3.594058,166,Нет улучшений на последних двух итерациях,507
447,3.851497,25,Нет улучшений на последних двух итерациях,502
455,0.033381,0,Найдено точное решение,4
461,4.528532,516,Нет улучшений на последних двух итерациях,513
402,5.985404,64,Нет улучшений на последних двух итерациях,747
308,3.974558,48,Нет улучшений на последних двух итерациях,511
480,1.917494,0,Найдено точное решение,290
430,5.961452,0,Найдено точное решение,662
403,0.154747,0,Найдено точное решение,19
465,4.655469,161,Нет улучшений на последних двух итерациях,605
384,6.345053,98,Нет улучшений на последних двух итерациях,799
422,4.778830,76,Нет улучшений на последних двух итерациях,669
395,4.064603,828,Нет улучшений на последних двух итерациях,509
366,6.056935,116,Нет улучшений на последних двух итерациях,542
431,0.651828,0,Найдено точное решение,162
407,2.764621,0,Найдено точное решение,380
434,3.423841,207,Нет улучшений на последних двух итерациях,515
456,1.037026,0,Найдено точное решение,155
466,0.575675,0,Найдено точное решение,75
423,0.539243,0,Найдено точное решение,80
410,4.971664,33,Нет улучшений на последних двух итерациях,728
497,3.796576,0,Найдено точное решение,422
493,3.982889,91,Нет улучшений на последних двух итерациях,600
498,0.125128,0,Найдено точное решение,18
481,4.487505,701,Нет улучшений на последних двух итерациях,586
469,5.432225,218,Нет улучшений на последних двух итерациях,554
414,2.651675,0,Найдено точное решение,431
460,3.928804,1320,Нет улучшений на последних двух итерациях,592
462,1.501248,0,Найдено точное решение,288
408,0.802088,0,Найдено точное решение,122
499,0.639952,0,Найдено точное решение,97
432,0.943307,0,Найдено точное решение,238
463,0.374771,0,Найдено точное решение,98
400,3.354216,181,Нет улучшений на последних двух итерациях,513
448,2.246134,75,Нет улучшений на последних двух итерациях,540
392,3.525356,268,Нет улучшений на последних двух итерациях,532
442,4.589020,0,Найдено точное решение,626
415,0.987176,0,Найдено точное решение,255
474,4.543748,6,Нет улучшений на последних двух итерациях,659
500,0.556601,0,Найдено точное решение,85
470,1.163660,0,Найдено точное решение,178
486,4.137568,164,Нет улучшений на последних двух итерациях,528
464,0.512397,0,Найдено точное решение,135
475,0.380160,0,Найдено точное решение,52
471,0.341777,0,Найдено точное решение,45
492,3.219927,220,Нет улучшений на последних двух итерациях,552
428,3.601822,401,Нет улучшений на последних двух итерациях,542
476,0.431821,0,Найдено точное решение,66
424,2.257944,0,Найдено точное решение,373
404,2.986997,497,Нет улучшений на последних двух итерациях,609
396,2.858522,0,Найдено точное решение,572
439,4.198769,101,Нет улучшений на последних двух итерациях,639
467,2.565571,185,Нет улучшений на последних двух итерациях,504
440,0.162070,0,Найдено точное решение,25
494,2.501555,0,Найдено точное решение,400
495,0.093861,0,Найдено точное решение,24
355,4.359597,26,Нет улучшений на последних двух итерациях,702
468,0.237716,0,Найдено точное решение,57
496,0.078359,0,Найдено точное решение,20
487,1.362272,0,Найдено точное решение,346
482,2.928072,0,Найдено точное решение,686
316,4.534448,217,Нет улучшений на последних двух итерациях,747
435,3.310443,151,Нет улучшений на последних двух итерациях,512
483,0.158152,0,Найдено точное решение,42
411,3.429026,0,Найдено точное решение,865
416,2.148005,0,Найдено точное решение,496
412,0.049688,0,Найдено точное решение,12
367,3.836028,490,Нет улучшений на последних двух итерациях,687
356,0.843709,0,Найдено точное решение,225
488,1.020200,0,Найдено точное решение,277
443,3.065176,0,Найдено точное решение,682
436,1.015716,0,Найдено точное решение,255
472,2.648565,0,Найдено точное решение,593
484,1.109234,0,Найдено точное решение,310
368,1.010326,0,Найдено точное решение,283
444,1.900296,0,Найдено точное решение,563
