task number,vector number,target weight,fraction
243,25,364937,0.21
244,25,653859,0.46
245,25,418826,0.17
246,25,261096,0.21
247,25,167474,0.08
248,25,409922,0.21
249,25,878420,0.42
250,25,725272,0.42
251,26,503654,0.42
252,26,703166,0.46
253,26,92000,0.08
254,26,579859,0.33
255,26,297330,0.25
256,26,767116,0.50
257,26,348037,0.29
258,26,179552,0.08
259,26,604829,0.33
260,26,814256,0.50
261,27,259952,0.17
262,27,712309,0.42
263,27,785234,0.42
264,27,226841,0.12
265,27,174985,0.12
266,27,151299,0.08
267,27,573411,0.33
268,27,553184,0.38
269,27,811853,0.42
270,27,286380,0.17
271,28,860745,0.50
272,28,782489,0.46
273,28,397074,0.25
274,28,122532,0.08
275,28,739409,0.42
276,28,791880,0.42
277,28,418446,0.21
278,28,1003787,0.50
279,28,624586,0.38
280,28,628901,0.33
281,29,319922,0.17
282,29,1116831,0.50
283,29,290408,0.21
284,29,719674,0.38
285,29,276710,0.12
286,29,534482,0.21
287,29,960447,0.42
288,29,918650,0.38
289,29,756147,0.33
290,29,818555,0.42
291,30,523449,0.21
292,30,711884,0.33
293,30,662857,0.46
294,30,358093,0.17
295,30,356359,0.21
296,30,299403,0.12
297,30,473369,0.21
298,30,724711,0.42
299,30,399422,0.17
300,30,627705,0.33
301,31,628707,0.38
302,31,233941,0.12
303,31,67676,0.08
304,31,511489,0.42
305,31,651656,0.46
306,31,706782,0.38
307,31,161387,0.21
308,31,845502,0.46
309,31,414642,0.29
310,31,672393,0.33
311,32,837100,0.50
312,32,562487,0.29
313,32,853713,0.42
314,32,819185,0.50
315,32,731439,0.38
316,32,746577,0.46
317,32,290614,0.21
318,32,360350,0.21
319,32,547021,0.33
320,32,169806,0.08
321,33,551767,0.42
322,33,915052,0.46
323,33,271765,0.12
324,33,877009,0.50
325,33,879874,0.46
326,33,267310,0.21
327,33,492795,0.33
328,33,537249,0.25
329,33,130851,0.08
330,33,482720,0.29
331,34,473778,0.25
332,34,553586,0.25
333,34,720944,0.33
334,34,130942,0.08
335,34,343394,0.21
336,34,733717,0.33
337,34,368610,0.21
338,34,1006594,0.46
339,34,810080,0.42
340,34,277577,0.17
341,35,311572,0.12
342,35,348428,0.12
343,35,674135,0.38
344,35,492687,0.29
345,35,164196,0.08
346,35,734984,0.38
347,35,517219,0.29
348,35,342369,0.17
349,35,840519,0.46
350,35,616861,0.33
351,36,671979,0.33
352,36,949737,0.46
353,36,617230,0.29
354,36,408351,0.21
355,36,800004,0.42
356,36,1059116,0.50
357,36,821984,0.42
358,36,91506,0.08
359,36,655741,0.29
360,36,923028,0.46
361,37,780055,0.33
362,37,784839,0.42
363,37,450742,0.17
364,37,270959,0.12
365,37,729179,0.38
366,37,704097,0.38
367,37,510783,0.25
368,37,244274,0.21
369,37,1000876,0.50
370,37,402300,0.17
371,38,243046,0.08
372,38,692170,0.38
373,38,1266057,0.46
374,38,731370,0.46
375,38,949071,0.50
376,38,170700,0.12
377,38,173020,0.08
378,38,1000298,0.42
379,38,733779,0.38
380,38,124351,0.08
381,39,190483,0.08
382,39,616535,0.29
383,39,234085,0.12
384,39,729398,0.50
385,39,439621,0.33
386,39,446868,0.21
387,39,139376,0.12
388,39,531606,0.42
389,39,331944,0.21
390,39,24852,0.08
391,40,449930,0.29
392,40,337971,0.21
393,40,772981,0.38
394,40,410041,0.21
395,40,356924,0.25
396,40,667022,0.46
397,40,136142,0.08
398,40,984023,0.50
399,40,502925,0.33
400,40,237222,0.17
401,41,728694,0.38
402,41,622856,0.29
403,41,256630,0.17
404,41,692165,0.38
405,41,305662,0.12
406,41,653684,0.33
407,41,359454,0.21
408,41,135847,0.08
409,41,632523,0.33
410,41,1013969,0.50
411,42,697309,0.33
412,42,878228,0.42
413,42,347207,0.12
414,42,871157,0.42
415,42,654566,0.38
416,42,650884,0.33
417,42,384676,0.21
418,42,594487,0.29
419,42,703016,0.42
420,42,502601,0.21
421,43,875364,0.46
422,43,508309,0.21
423,43,965017,0.50
424,43,975637,0.46
425,43,588636,0.33
426,43,69786,0.12
427,43,649423,0.38
428,43,526112,0.25
429,43,1071036,0.50
430,43,944193,0.46
431,44,341315,0.21
432,44,706053,0.38
433,44,810339,0.42
434,44,297359,0.21
435,44,628121,0.42
436,44,635713,0.38
437,44,877949,0.46
438,44,499819,0.33
439,44,636174,0.33
440,44,472844,0.21
441,45,734116,0.42
442,45,210567,0.17
443,45,503205,0.29
444,45,501197,0.33
445,45,80092,0.08
446,45,168271,0.12
447,45,298198,0.25
448,45,347857,0.25
449,45,681849,0.50
450,45,411163,0.33
451,46,833478,0.50
452,46,173718,0.12
453,46,710447,0.50
454,46,439125,0.25
455,46,195241,0.08
456,46,730151,0.38
457,46,549746,0.33
458,46,232331,0.17
459,46,1080000,0.50
460,46,645430,0.33
461,47,253842,0.17
462,47,581235,0.29
463,47,116708,0.08
464,47,114320,0.12
465,47,436611,0.33
466,47,85899,0.08
467,47,223577,0.12
468,47,647454,0.33
469,47,386628,0.17
470,47,76816,0.08
471,48,300301,0.17
472,48,876882,0.46
473,48,210053,0.12
474,48,1067772,0.46
475,48,691544,0.38
476,48,908257,0.46
477,48,140551,0.12
478,48,246507,0.12
479,48,160143,0.12
480,48,935818,0.42
481,49,470341,0.21
482,49,959275,0.46
483,49,817077,0.42
484,49,474352,0.21
485,49,410175,0.25
486,49,959781,0.38
487,49,566744,0.38
488,49,351804,0.17
489,49,204642,0.12
490,49,468487,0.25
491,50,293782,0.17
492,50,296575,0.12
493,50,689271,0.42
494,50,267005,0.17
495,50,790499,0.50
496,50,818618,0.46
497,50,884503,0.46
498,50,635218,0.42
499,50,359334,0.21
500,50,855957,0.50
