task number,solution time,fitness minimum,stop reason,generations number
299,0.630445,0,Найдено точное решение,60
310,2.405717,0,Найдено точное решение,251
318,1.922619,0,Найдено точное решение,175
243,2.746668,0,Найдено точное решение,333
151,0.994153,0,Найдено точное решение,143
267,3.068901,0,Найдено точное решение,271
341,1.073942,0,Найдено точное решение,113
313,2.816682,0,Найдено точное решение,241
227,1.270404,0,Найдено точное решение,156
198,4.605207,0,Найдено точное решение,654
183,2.538039,0,Найдено точное решение,238
24,8.227178,89,Нет улучшений на последних двух итерациях,621
325,2.037067,0,Найдено точное решение,250
345,1.558784,0,Найдено точное решение,155
333,1.727485,0,Найдено точное решение,189
342,0.653167,0,Найдено точное решение,80
321,2.620961,0,Найдено точное решение,317
180,1.927639,0,Найдено точное решение,239
322,0.053582,0,Найдено точное решение,5
238,4.016218,76,Нет улучшений на последних двух итерациях,517
187,1.866567,0,Найдено точное решение,133
239,0.058944,0,Найдено точное решение,7
244,1.330188,0,Найдено точное решение,164
252,4.457274,26,Нет улучшений на последних двух итерациях,615
291,2.120916,0,Найдено точное решение,199
350,1.962425,0,Найдено точное решение,245
361,0.250102,0,Найдено точное решение,29
326,0.774304,0,Найдено точное решение,95
302,4.438868,34,Нет улучшений на последних двух итерациях,510
228,1.239518,0,Найдено точное решение,150
278,5.792997,38,Нет улучшений на последних двух итерациях,545
306,3.741498,0,Найдено точное решение,508
307,0.006810,0,Найдено точное решение,0
357,1.039032,0,Найдено точное решение,128
286,4.880414,8,Нет улучшений на последних двух итерациях,507
199,1.568688,0,Найдено точное решение,224
343,1.320286,0,Найдено точное решение,138
308,0.251813,0,Найдено точное решение,35
287,0.218262,0,Найдено точное решение,26
293,5.542827,0,Найдено точное решение,389
292,0.858459,0,Найдено точное решение,111
365,0.975501,0,Найдено точное решение,140
362,0.802629,0,Найдено точное решение,98
288,0.219925,0,Найдено точное решение,26
314,2.136357,0,Найдено точное решение,200
373,0.324893,0,Найдено точное решение,46
337,3.420252,0,Найдено точное решение,256
131,3.539359,0,Найдено точное решение,304
344,0.376007,0,Найдено точное решение,45
160,4.041045,0,Найдено точное решение,342
152,2.631778,0,Найдено точное решение,330
319,2.931818,0,Найдено точное решение,266
393,0.204871,0,Найдено точное решение,28
200,0.922817,0,Найдено точное решение,131
385,0.471469,0,Найдено точное решение,57
203,5.717876,122,Нет улучшений на последних двух итерациях,509
331,3.378048,0,Найдено точное решение,445
132,0.537704,0,Найдено точное решение,40
219,4.428912,0,Найдено точное решение,551
369,1.645247,0,Найдено точное решение,147
363,0.943816,0,Найдено точное решение,115
264,5.126785,23,Нет улучшений на последних двух итерациях,628
346,2.526216,0,Найдено точное решение,298
364,0.066940,0,Найдено точное решение,7
358,1.438323,0,Найдено точное решение,166
188,2.272497,0,Найдено точное решение,171
272,4.220833,27,Нет улучшений на последних двух итерациях,527
220,0.235657,0,Найдено точное решение,28
413,0.120407,0,Найдено точное решение,11
332,0.505931,0,Найдено точное решение,71
323,2.722188,0,Найдено точное решение,288
394,0.818299,0,Найдено точное решение,114
351,2.331763,0,Найдено точное решение,162
279,2.248925,0,Найдено точное решение,246
224,5.053097,2,Нет улучшений на последних двух итерациях,557
409,0.635917,0,Найдено точное решение,71
255,5.369283,26,Нет улучшений на последних двух итерациях,632
386,1.058589,0,Найдено точное решение,124
338,1.577368,0,Найдено точное решение,94
339,0.017015,0,Найдено точное решение,0
353,3.753897,0,Найдено точное решение,285
414,0.779205,0,Найдено точное решение,67
395,0.667209,0,Найдено точное решение,74
334,3.557930,0,Найдено точное решение,303
415,0.091920,0,Найдено точное решение,11
377,2.192383,0,Найдено точное решение,265
256,0.447858,0,Найдено точное решение,54
191,5.112511,0,Найдено точное решение,337
397,1.622007,0,Найдено точное решение,226
378,0.180748,0,Найдено точное решение,21
327,3.090526,0,Найдено точное решение,376
396,0.382980,0,Найдено точное решение,44
240,3.600968,0,Найдено точное решение,444
335,0.404312,0,Найдено точное решение,43
315,2.346872,0,Найдено точное решение,205
303,3.275983,0,Найдено точное решение,469
421,1.408308,0,Найдено точное решение,167
374,2.386367,0,Найдено точное решение,339
387,0.910938,0,Найдено точное решение,81
192,0.481235,0,Найдено точное решение,57
268,4.924690,18,Нет улучшений на последних двух итерациях,508
340,0.899940,0,Найдено точное решение,75
230,7.910391,0,Найдено точное решение,562
437,0.349785,0,Найдено точное решение,43
304,0.198943,0,Найдено точное решение,28
231,0.058005,0,Найдено точное решение,7
429,1.132523,0,Найдено точное решение,113
417,1.728022,0,Найдено точное решение,206
300,5.646818,27,Нет улучшений на последних двух итерациях,638
445,0.342835,0,Найдено точное решение,41
324,1.717237,0,Найдено точное решение,208
336,0.586687,0,Найдено точное решение,71
433,0.935931,0,Найдено точное решение,103
418,0.286366,0,Найдено точное решение,34
375,0.598534,0,Найдено точное решение,85
316,0.726139,0,Найдено точное решение,63
388,0.543975,0,Найдено точное решение,59
398,1.025400,0,Найдено точное решение,146
354,1.365319,0,Найдено точное решение,155
347,2.391529,0,Найдено точное решение,250
389,3.186823,0,Найдено точное решение,276
430,0.670640,0,Найдено точное решение,78
401,2.726617,0,Найдено точное решение,249
469,0.533816,0,Найдено точное решение,64
184,5.398437,0,Найдено точное решение,498
204,2.935129,0,Найдено точное решение,214
381,3.602040,0,Найдено точное решение,397
359,2.616918,0,Найдено точное решение,304
425,2.543406,0,Найдено точное решение,285
477,0.658844,0,Найдено точное решение,77
311,6.631671,0,Найдено точное решение,554
416,1.919886,0,Найдено точное решение,177
446,0.998703,0,Найдено точное решение,105
478,0.204610,0,Найдено точное решение,16
470,0.611139,0,Найдено точное решение,74
320,3.719775,0,Найдено точное решение,354
410,2.542209,0,Найдено точное решение,313
355,0.879523,0,Найдено точное решение,110
366,4.306097,1,Нет улучшений на последних двух итерациях,613
419,1.159513,0,Найдено точное решение,142
360,0.623699,0,Найдено точное решение,89
352,2.896875,0,Найдено точное решение,201
367,0.196811,0,Найдено точное решение,27
370,3.531217,0,Найдено точное решение,355
379,2.225207,0,Найдено точное решение,231
447,0.578614,0,Найдено точное решение,74
282,7.291044,26,Нет улучшений на последних двух итерациях,687
497,0.337979,0,Найдено точное решение,47
376,1.587276,0,Найдено точное решение,228
390,1.344891,0,Найдено точное решение,103
457,2.152645,0,Найдено точное решение,312
380,0.424453,0,Найдено точное решение,49
426,1.204062,0,Найдено точное решение,125
328,2.630514,0,Найдено точное решение,285
473,1.816675,0,Найдено точное решение,194
471,0.925528,0,Найдено точное решение,64
474,0.143259,0,Найдено точное решение,16
283,0.578764,0,Найдено точное решение,82
498,0.606507,0,Найдено точное решение,80
481,1.652378,0,Найдено точное решение,116
411,1.089233,0,Найдено точное решение,133
405,4.353825,10,Нет улучшений на последних двух итерациях,529
449,2.655054,0,Найдено точное решение,252
232,2.635171,0,Найдено точное решение,349
458,0.519608,0,Найдено точное решение,70
489,1.419528,0,Найдено точное решение,93
280,3.891718,0,Найдено точное решение,426
441,3.058383,0,Найдено точное решение,343
406,0.190072,0,Найдено точное решение,19
412,0.320001,0,Найдено точное решение,31
399,2.513005,0,Найдено точное решение,342
434,2.648683,0,Найдено точное решение,193
475,0.583187,0,Найдено точное решение,57
476,0.055805,0,Найдено точное решение,3
427,0.958619,0,Найдено точное решение,96
294,6.183654,0,Найдено точное решение,580
368,1.749677,0,Найдено точное решение,205
465,3.287107,0,Найдено точное решение,321
431,3.034474,0,Найдено точное решение,284
356,2.285845,0,Найдено точное решение,247
432,0.006205,0,Найдено точное решение,0
284,1.332126,0,Найдено точное решение,130
461,3.575218,0,Найдено точное решение,310
295,0.548400,0,Найдено точное решение,54
499,1.350313,0,Найдено точное решение,133
402,3.149621,0,Найдено точное решение,221
459,1.243241,0,Найдено точное решение,120
466,0.383619,0,Найдено точное решение,46
391,1.980719,0,Найдено точное решение,225
500,0.178989,0,Найдено точное решение,26
490,1.428827,0,Найдено точное решение,122
420,2.570764,0,Найдено точное решение,282
392,0.145901,0,Найдено точное решение,32
493,2.713910,0,Найдено точное решение,295
422,4.406378,36,Нет улучшений на последних двух итерациях,554
453,4.271456,0,Найдено точное решение,449
371,2.523922,0,Найдено точное решение,251
435,1.335420,0,Найдено точное решение,150
485,3.490739,0,Найдено точное решение,407
482,1.886902,0,Найдено точное решение,180
454,0.259128,0,Найдено точное решение,63
479,3.193813,0,Найдено точное решение,357
455,0.053326,0,Найдено точное решение,12
372,0.338310,0,Найдено точное решение,48
403,0.688589,0,Найдено точное решение,95
404,0.034008,0,Найдено точное решение,4
462,0.807779,0,Найдено точное решение,103
486,0.295007,0,Найдено точное решение,42
407,1.909351,0,Найдено точное решение,311
438,4.779224,19,Нет улучшений на последних двух итерациях,541
442,2.075505,0,Найдено точное решение,246
382,3.906226,23,Нет улучшений на последних двух итерациях,533
491,0.743803,0,Найдено точное решение,109
456,0.364517,0,Найдено точное решение,82
487,0.251552,0,Найдено точное решение,36
494,0.802240,0,Найдено точное решение,197
488,0.047289,0,Найдено точное решение,6
383,0.180510,0,Найдено точное решение,44
408,0.442333,0,Найдено точное решение,110
439,0.437786,0,Найдено точное решение,64
296,1.388326,0,Найдено точное решение,205
450,2.752149,0,Найдено точное решение,346
348,4.785491,1,Нет улучшений на последних двух итерациях,560
492,0.608116,0,Найдено точное решение,89
480,0.960854,0,Найдено точное решение,241
451,0.174624,0,Найдено точное решение,25
400,2.697013,0,Найдено точное решение,348
483,1.431149,0,Найдено точное решение,338
472,3.473480,6,Нет улучшений на последних двух итерациях,573
484,0.035646,0,Найдено точное решение,8
443,1.075886,0,Найдено точное решение,231
495,0.948297,0,Найдено точное решение,190
436,1.663769,0,Найдено точное решение,290
444,0.250038,0,Найдено точное решение,62
312,5.041823,9,Нет улучшений на последних двух итерациях,612
384,1.271606,0,Найдено точное решение,316
496,0.395090,0,Найдено точное решение,99
452,0.804580,0,Найдено точное решение,137
423,2.215568,0,Найдено точное решение,557
467,2.583593,0,Найдено точное решение,462
428,3.421707,0,Найдено точное решение,547
440,1.394676,0,Найдено точное решение,271
424,0.235675,0,Найдено точное решение,60
468,0.261335,0,Найдено точное решение,67
448,4.971605,0,Найдено точное решение,708
463,2.278648,0,Найдено точное решение,544
464,0.055429,0,Найдено точное решение,14
460,3.250726,30,Нет улучшений на последних двух итерациях,587
