task number,vector number,target weight,fraction
234,24,415913,0.21
235,24,440932,0.25
236,24,289386,0.12
237,24,564837,0.38
238,24,433532,0.29
239,24,160654,0.12
240,24,831035,0.42
241,25,225952,0.12
242,25,397920,0.33
243,25,189512,0.08
244,25,371381,0.29
245,25,311772,0.21
246,25,529471,0.38
247,25,202392,0.12
248,25,634351,0.42
249,25,240737,0.17
250,25,40452,0.08
251,26,818455,0.38
252,26,203631,0.12
253,26,312656,0.12
254,26,784023,0.46
255,26,366958,0.21
256,26,540049,0.29
257,26,384417,0.21
258,26,482682,0.25
259,26,418193,0.21
260,26,215621,0.12
261,27,887475,0.42
262,27,168305,0.12
263,27,673784,0.33
264,27,733437,0.42
265,27,596083,0.42
266,27,331013,0.25
267,27,744683,0.50
268,27,914099,0.46
269,27,332785,0.12
270,27,715785,0.38
271,28,66392,0.12
272,28,837787,0.46
273,28,99411,0.17
274,28,330808,0.25
275,28,298394,0.29
276,28,538860,0.50
277,28,642323,0.46
278,28,196315,0.21
279,28,279213,0.25
280,28,65622,0.08
281,29,226313,0.12
282,29,773742,0.42
283,29,46180,0.08
284,29,163502,0.08
285,29,1019248,0.46
286,29,769752,0.46
287,29,545120,0.33
288,29,884251,0.42
289,29,639904,0.29
290,29,677693,0.42
291,30,774310,0.42
292,30,280662,0.12
293,30,763450,0.46
294,30,879877,0.50
295,30,478931,0.29
296,30,788588,0.42
297,30,389061,0.33
298,30,465816,0.25
299,30,673437,0.42
300,30,823929,0.38
301,31,219506,0.12
302,31,144667,0.08
303,31,859328,0.38
304,31,516597,0.33
305,31,473843,0.33
306,31,159753,0.12
307,31,405658,0.25
308,31,381129,0.17
309,31,298115,0.25
310,31,439040,0.21
311,32,121857,0.17
312,32,292462,0.17
313,32,98224,0.08
314,32,623374,0.38
315,32,491049,0.33
316,32,187001,0.12
317,32,636694,0.42
318,32,433674,0.25
319,32,73890,0.08
320,32,482204,0.38
321,33,98193,0.12
322,33,412329,0.21
323,33,715270,0.42
324,33,639158,0.33
325,33,430105,0.29
326,33,719946,0.50
327,33,375141,0.25
328,33,33410,0.08
329,33,678010,0.42
330,33,287851,0.17
331,34,385788,0.29
332,34,660334,0.50
333,34,556541,0.38
334,34,255975,0.25
335,34,837015,0.46
336,34,621014,0.33
337,34,335694,0.25
338,34,570763,0.38
339,34,215459,0.29
340,34,164840,0.12
341,35,595598,0.29
342,35,449098,0.29
343,35,729017,0.33
344,35,358613,0.12
345,35,298188,0.25
346,35,86823,0.12
347,35,204426,0.12
348,35,788474,0.50
349,35,38331,0.08
350,35,318674,0.17
351,36,520193,0.42
352,36,498643,0.33
353,36,696592,0.46
354,36,380044,0.29
355,36,745870,0.50
356,36,834272,0.50
357,36,419914,0.33
358,36,574864,0.42
359,36,583416,0.46
360,36,476441,0.29
361,37,419910,0.21
362,37,53610,0.08
363,37,919149,0.50
364,37,314914,0.21
365,37,862673,0.42
366,37,777158,0.50
367,37,385210,0.21
368,37,380742,0.29
369,37,649182,0.42
370,37,752050,0.42
371,38,735086,0.29
372,38,853422,0.46
373,38,136618,0.08
374,38,303536,0.12
375,38,189566,0.08
376,38,494219,0.33
377,38,208295,0.12
378,38,1114322,0.50
379,38,598022,0.25
380,38,512330,0.29
381,39,787091,0.50
382,39,402025,0.38
383,39,808145,0.50
384,39,202228,0.12
385,39,604510,0.50
386,39,497378,0.29
387,39,423186,0.25
388,39,368476,0.25
389,39,361037,0.17
390,39,571238,0.33
391,40,466163,0.25
392,40,256726,0.12
393,40,134441,0.08
394,40,246416,0.17
395,40,448961,0.25
396,40,725406,0.46
397,40,556451,0.29
398,40,207984,0.21
399,40,534720,0.33
400,40,121656,0.08
401,41,197331,0.08
402,41,542402,0.38
403,41,741153,0.50
404,41,428263,0.33
405,41,247075,0.12
406,41,440903,0.29
407,41,329104,0.38
408,41,626452,0.46
409,41,405602,0.25
410,41,184314,0.17
411,42,244316,0.17
412,42,509637,0.33
413,42,745502,0.50
414,42,390973,0.25
415,42,285607,0.12
416,42,236781,0.17
417,42,822708,0.46
418,42,110984,0.12
419,42,864636,0.46
420,42,649002,0.38
421,43,344354,0.21
422,43,574852,0.33
423,43,714058,0.25
424,43,399368,0.17
425,43,388587,0.21
426,43,356940,0.12
427,43,715431,0.42
428,43,719077,0.50
429,43,862540,0.38
430,43,357568,0.21
431,44,451770,0.25
432,44,568168,0.42
433,44,229833,0.17
434,44,466413,0.21
435,44,196976,0.12
436,44,739698,0.46
437,44,247309,0.17
438,44,916135,0.46
439,44,697182,0.46
440,44,290842,0.17
441,45,473148,0.21
442,45,855046,0.42
443,45,939791,0.50
444,45,273097,0.08
445,45,131525,0.08
446,45,145665,0.08
447,45,628669,0.38
448,45,341046,0.17
449,45,207687,0.08
450,45,690684,0.38
451,46,755393,0.38
452,46,155338,0.08
453,46,437906,0.21
454,46,806884,0.42
455,46,485190,0.25
456,46,781472,0.46
457,46,580465,0.25
458,46,356577,0.38
459,46,542048,0.29
460,46,466216,0.25
461,47,421104,0.25
462,47,347346,0.29
463,47,140845,0.08
464,47,352636,0.25
465,47,130900,0.12
466,47,603636,0.38
467,47,845974,0.50
468,47,658398,0.46
469,47,168567,0.12
470,47,428308,0.33
471,48,217043,0.17
472,48,194252,0.12
473,48,428337,0.29
474,48,153826,0.08
475,48,453642,0.29
476,48,781525,0.38
477,48,323918,0.29
478,48,171748,0.12
479,48,259068,0.12
480,48,683349,0.42
481,49,708111,0.33
482,49,574688,0.29
483,49,965344,0.50
484,49,658672,0.38
485,49,756700,0.38
486,49,359296,0.21
487,49,1112893,0.46
488,49,354865,0.12
489,49,463807,0.25
490,49,70417,0.08
491,50,948853,0.50
492,50,238225,0.12
493,50,565711,0.42
494,50,724960,0.42
495,50,653890,0.46
496,50,190594,0.21
497,50,806016,0.46
498,50,441304,0.33
499,50,64158,0.12
500,50,138737,0.08
