number,vector,amax
18,"[88415, 112131, 30445, 120391, 73365, 50141, 107391, 21881, 98711, 138296, 52203, 90322, 83069, 44390, 23969, 32003, 123500, 94515, 71510, 122552, 31289, 39092, 77951, 44423]",144715
19,"[51806, 137865, 115473, 119958, 26104, 37351, 23589, 726, 143834, 100822, 90944, 136470, 106894, 18185, 140478, 46316, 7082, 48896, 35218, 64573, 71302, 41331, 16047, 111003]",144715
20,"[91915, 104048, 802, 128602, 101916, 93734, 65609, 75668, 70196, 68916, 79905, 92687, 8967, 44601, 8585, 84381, 69624, 100485, 139803, 143062, 25089, 103, 51534, 46116]",144715
21,"[25305, 17565, 50810, 90872, 66873, 37617, 116248, 84175, 59117, 137680, 132280, 141696, 33863, 126431, 142345, 82061, 116437, 105450, 77694, 58806, 74213, 11772, 137028, 82330]",144715
22,"[132409, 30588, 126271, 25344, 22856, 66721, 40676, 20348, 52599, 33009, 19727, 110872, 58879, 41746, 28725, 135686, 17443, 103113, 66404, 102912, 130775, 4372, 131540, 43070]",144715
23,"[33669, 102207, 25004, 90465, 41244, 88786, 41841, 46220, 46076, 12356, 80488, 87373, 103946, 56063, 16304, 36699, 140760, 78541, 111100, 13476, 49149, 32568, 140621, 121543]",144715
24,"[127150, 55340, 31388, 47679, 9832, 36516, 134185, 132200, 53822, 132233, 133710, 85739, 125765, 1100, 83354, 91228, 18566, 109602, 61200, 84134, 43935, 65515, 103143, 51928]",144715
25,"[28122, 3500, 96683, 20355, 53217, 121527, 72105, 129951, 64633, 50484, 114812, 92297, 88193, 45462, 11863, 28311, 7455, 53893, 28713, 2524, 114756, 101319, 37928, 65654]",144715
26,"[21629, 17193, 86969, 69409, 102076, 110368, 133413, 23052, 130506, 87644, 20044, 135312, 129530, 13163, 80702, 142745, 115527, 128576, 51247, 27635, 121586, 59026, 72406, 63903]",144715
27,"[13325, 51926, 122702, 67022, 83362, 33365, 29880, 133146, 100582, 8614, 121957, 43278, 27944, 41582, 119574, 141589, 11779, 78606, 35641, 99963, 38068, 43203, 113248, 86097]",144715
28,"[62986, 70500, 85979, 107598, 26081, 28097, 21848, 56828, 49304, 35311, 770, 59001, 85272, 105280, 45029, 70922, 28840, 20392, 20593, 48908, 137379, 28130, 65971, 118803]",144715
29,"[78641, 39147, 48134, 102792, 125568, 116914, 37431, 61597, 30114, 132374, 86922, 36599, 43660, 119842, 121413, 133863, 57731, 139481, 119766, 7033, 46312, 41062, 19997, 63357]",144715
30,"[69618, 137745, 979, 74221, 10819, 39192, 118678, 60837, 46567, 142143, 136933, 22140, 118944, 65412, 13241, 28842, 32138, 119570, 99425, 3914, 139844, 22277, 115464, 21186]",144715
31,"[40732, 97232, 24875, 130595, 58589, 69919, 48179, 136760, 109278, 11537, 111288, 125185, 119674, 52913, 109516, 30888, 1804, 40457, 47435, 78315, 144591, 19999, 125597, 2296]",144715
32,"[16099, 84580, 137435, 47451, 16668, 120025, 29443, 44872, 50853, 76525, 119971, 71243, 15060, 42205, 50773, 23037, 34861, 102513, 139356, 113866, 48303, 81033, 20888, 4132]",144715
33,"[116990, 78640, 139779, 79904, 137117, 108127, 124519, 90673, 122827, 32864, 64312, 81603, 87468, 15363, 52213, 133485, 30617, 33948, 101543, 18382, 72862, 18047, 83899, 42586]",144715
34,"[140282, 29995, 25470, 18422, 134807, 120948, 34289, 121974, 24334, 55109, 34977, 6225, 15637, 107961, 17686, 41706, 73660, 11078, 67442, 40272, 116979, 7457, 7133, 56023]",144715
35,"[65579, 14609, 62860, 122936, 28214, 125281, 76677, 114668, 40699, 106369, 118452, 120612, 66156, 49306, 61129, 121740, 112720, 23602, 103149, 74002, 52847, 17910, 23722, 94902]",144715
36,"[34642, 54603, 54560, 26057, 15079, 87043, 72964, 70164, 76833, 143666, 3846, 47593, 2025, 129816, 74945, 68451, 104816, 22650, 32305, 88511, 77267, 32562, 87107, 133908]",144715
37,"[82839, 88499, 87067, 108815, 47730, 58150, 35382, 128002, 115737, 25353, 101180, 55563, 104344, 142539, 87575, 90552, 62320, 30206, 52978, 113388, 2822, 72802, 9970, 18228]",144715
38,"[51709, 102242, 49259, 63437, 126831, 93149, 106735, 108981, 38759, 9689, 26238, 13390, 54099, 119890, 25003, 124326, 82820, 131495, 137857, 94755, 77342, 90216, 41863, 72962]",144715
39,"[55031, 116392, 108197, 73556, 69095, 47607, 24087, 135244, 45575, 31140, 18125, 138528, 85013, 46580, 85051, 65499, 77396, 97471, 37325, 21104, 42668, 74017, 5699, 31448]",144715
40,"[26546, 354, 81575, 82473, 135252, 57006, 36694, 121538, 12543, 107667, 87471, 65035, 41687, 26774, 143379, 86581, 31058, 67393, 34348, 41519, 25362, 90598, 103662, 17812]",144715
41,"[81092, 98456, 81341, 17173, 122899, 68770, 40698, 42866, 10923, 83060, 3201, 92106, 20383, 68312, 47701, 114271, 58076, 30604, 18722, 13761, 56313, 56286, 119000, 41909]",144715
42,"[67604, 29459, 15558, 9983, 89987, 76925, 73853, 27330, 56532, 13097, 108550, 98599, 124995, 136328, 29709, 112128, 113155, 118132, 50165, 97920, 67859, 21569, 16050, 17997]",144715
43,"[28816, 52043, 4483, 8006, 17896, 121405, 135017, 98260, 54864, 76510, 21457, 54126, 43591, 142635, 140121, 20611, 39728, 133488, 51746, 54139, 110754, 60747, 118543, 124781]",144715
44,"[58545, 66652, 89917, 118863, 29776, 82502, 57261, 45614, 41149, 77073, 34495, 82868, 28556, 129687, 119123, 3958, 77283, 66140, 54769, 139520, 57881, 116514, 25950, 63999]",144715
45,"[90364, 120893, 139092, 94928, 113203, 20524, 142348, 84779, 130749, 67020, 70189, 132540, 53360, 140356, 79822, 136137, 40921, 43905, 776, 84028, 101956, 71550, 47076, 65843]",144715
46,"[123941, 92889, 19924, 57954, 71776, 115784, 107134, 124892, 101293, 143841, 69076, 88280, 25864, 133920, 4340, 22977, 16270, 105454, 28114, 6839, 16230, 50222, 127224, 102477]",144715
47,"[7158, 14795, 131497, 52503, 50531, 118327, 86602, 41588, 27866, 107080, 122782, 44903, 61644, 6281, 53559, 12403, 104928, 126602, 36743, 5407, 56875, 133687, 81293, 53993]",144715
48,"[9171, 137496, 108669, 86891, 11302, 47350, 93836, 113659, 78802, 144400, 1723, 32181, 5206, 76405, 21890, 144655, 16730, 100730, 76216, 45065, 112690, 140197, 1608, 96059]",144715
49,"[101945, 5286, 19037, 89400, 65931, 3071, 86261, 81786, 135860, 116602, 139246, 4486, 44378, 43331, 128783, 141285, 115811, 131418, 140216, 137219, 94329, 117889, 37145, 33279]",144715
50,"[104368, 9906, 25298, 105403, 124774, 24915, 18290, 59760, 31978, 16684, 125193, 58700, 110097, 1840, 122646, 38348, 37460, 29561, 89285, 57281, 94165, 44572, 58083, 512]",144715
