task number,first solution time,all solutions time,answers number
494,0.252467,15.917557,121
490,0.002466,16.127370,108
487,0.143187,15.470917,136
483,0.186526,15.820146,108
499,0.250426,15.821970,107
495,0.019093,15.904574,135
491,0.064555,15.816384,143
488,0.195595,15.764582,136
484,0.040148,15.399204,131
500,0.057916,15.242500,120
496,0.217034,15.240289,137
492,0.171293,15.089360,133
