number,vector,amax
25,[9620 119152 66506 81880 58335 100558 15279 93229 120019 108397 98358 32912 113371 26423 108341 11135 48900 47312 28744 60335 95168 12768 22785 128047],131072
26,[91814 109270 83895 126247 48624 89981 83582 15625 41903 107530 10349 126403 60886 59746 96603 65591 19424 113294 78182 42719 113405 60421 125231 106571],131072
27,[28663 82015 104050 27948 67931 100400 22024 41296 41610 124109 24296 118186 63301 23592 118252 58523 21050 95032 82782 68738 63703 11065 109487 73150],131072
28,[73088 77515 4482 101656 76097 54199 10624 69731 75546 119882 82382 58429 36354 75597 73208 103196 108451 42618 18782 44669 77216 73327 89710 99679],131072
29,[116766 86210 3838 77031 62128 24698 91977 92336 53505 81818 1342 19753 62801 82929 120468 27004 47509 598 112083 53562 9455 32643 10637 31629],131072
30,[29692 93212 34913 59422 53554 73246 2135 117630 25549 34526 89445 85353 38087 10622 8243 82541 69548 49541 24260 89142 71000 5725 79658 49605],131072
31,[45761 21456 4103 119500 50436 57122 120532 119014 10433 3083 18231 14050 71027 123632 78053 125272 116020 63684 75558 28531 64074 123065 76852 3206],131072
32,[78169 36071 116968 127061 61564 62250 91650 66135 55643 68845 115072 88913 81671 65206 34180 124173 57594 62002 48327 5074 33280 12138 8713 62825],131072
33,[14935 57820 55287 106639 60054 72569 5607 88403 112118 117971 17825 67885 115092 62755 8433 94263 121417 62812 63946 48019 101241 68733 32101 23992],131072
34,[78518 75581 76854 11568 112913 51527 94881 66365 87364 124092 40956 121189 46251 61358 30095 50682 108168 83096 2703 49787 126497 8428 15415 126244],131072
35,[15822 29101 11674 39174 73694 42105 29892 72005 125527 24032 113054 117570 90185 38564 19005 3465 89099 25035 22515 27373 99454 102372 15424 122324],131072
36,[58721 49837 117904 86409 94718 22643 89714 82608 41305 105403 18651 107162 76173 44175 21311 96497 34173 117939 77859 95751 11720 55736 58037 15208],131072
37,[56597 102947 103379 12799 52270 67056 57535 57719 103616 42247 68357 42580 4910 36992 73124 119594 19949 121104 77433 128371 9857 70134 33113 89824],131072
38,[89745 76825 77467 58857 106804 24824 81769 28112 25718 22083 58919 60257 19240 14260 90960 83482 29655 23220 76840 83301 120205 233 50449 37950],131072
39,[100661 76968 20052 98060 25747 22136 5274 51339 52972 110352 72113 99597 98158 65310 44302 54799 58868 78745 94956 81123 46928 37694 98978 72361],131072
40,[91570 116830 38192 114357 125169 122358 31851 66196 62269 128755 36122 72217 95936 1220 119691 130364 47948 28171 110181 26097 76513 267 101248 17749],131072
41,[59146 14645 37983 82117 77214 24967 73469 32674 4426 98409 66803 82339 122853 2607 63504 103791 13234 29827 105643 87176 97126 3630 76190 65861],131072
42,[72436 25787 8451 39802 424 22765 94339 12087 82370 97944 116478 63543 72783 40695 113497 113145 105657 45274 59930 57363 54800 75130 30322 114382],131072
43,[42832 37851 90616 62404 17172 116159 24079 4681 11619 62465 1890 88625 74096 29169 5694 86481 80084 21809 122291 23629 94055 86209 20403 80042],131072
44,[13609 8406 81962 63570 93053 127152 23098 83849 49576 86650 27546 75514 12718 92441 81359 121119 90993 13749 90406 113383 87221 64908 117786 37784],131072
45,[104558 111498 124163 123757 103021 21244 93258 6231 112659 102203 8494 61099 106341 113369 84942 15946 19388 18462 110929 75551 56205 78763 8719 123187],131072
46,[86021 64196 79767 122998 58533 85286 106350 54803 117728 53536 40454 47787 16146 57957 126402 31845 40729 72884 102523 58877 22528 100633 50305 116785],131072
47,[71358 17941 77875 48656 120396 33391 116147 85758 26576 104161 25764 12209 111884 52800 85534 4413 6541 16633 123572 82804 96921 86314 47582 22235],131072
48,[96111 60215 28466 125557 51720 21188 127352 122456 77538 111738 79010 101770 22445 5593 23982 116957 6994 64821 124506 49738 8554 123216 13865 67436],131072
49,[24912 15355 58588 105903 4067 123261 115832 65428 95460 36244 62007 84962 36292 107991 95083 24329 56145 59267 97263 100722 111954 86578 38691 39807],131072
50,[64749 113107 83644 76017 6195 39213 14429 60069 26030 36094 27775 78387 67546 41026 115364 125292 28664 20257 12192 54411 126019 75427 76444 93201],131072
