task number,solution time,fitness minimum,stop reason,generations number
156,6.516112,597323,Нет улучшений на последних двух итерациях,502
177,4.577881,1080989,Нет улучшений на последних двух итерациях,560
132,5.535373,304297,Нет улучшений на последних двух итерациях,573
119,6.088142,360763,Нет улучшений на последних двух итерациях,662
76,4.638955,505239,Нет улучшений на последних двух итерациях,552
100,6.857740,240334,Нет улучшений на последних двух итерациях,605
80,4.773206,116535,Нет улучшений на последних двух итерациях,569
116,8.259006,5958,Нет улучшений на последних двух итерациях,581
185,4.565153,54958,Нет улучшений на последних двух итерациях,511
104,5.375893,17180,Нет улучшений на последних двух итерациях,585
197,4.153035,121535,Нет улучшений на последних двух итерациях,510
193,4.768314,149026,Нет улучшений на последних двух итерациях,552
64,9.855528,344526,Нет улучшений на последних двух итерациях,733
140,8.088691,204508,Нет улучшений на последних двух итерациях,808
40,5.519331,705200,Нет улучшений на последних двух итерациях,616
4,6.576313,455526,Нет улучшений на последних двух итерациях,791
162,4.030014,83850,Нет улучшений на последних двух итерациях,538
151,7.647583,2168054,Нет улучшений на последних двух итерациях,638
60,6.490459,139787,Нет улучшений на последних двух итерациях,667
88,6.954919,145529,Нет улучшений на последних двух итерациях,747
170,3.943889,622635,Нет улучшений на последних двух итерациях,564
160,6.634613,386896,Нет улучшений на последних двух итерациях,756
217,4.102468,37066,Нет улучшений на последних двух итерациях,580
84,4.697190,501351,Нет улучшений на последних двух итерациях,667
201,6.237936,287156,Нет улучшений на последних двух итерациях,615
285,0.694331,0,Найдено точное решение,86
71,6.741412,79195,Нет улучшений на последних двух итерациях,644
52,5.000650,35419,Нет улучшений на последних двух итерациях,508
205,6.801860,209380,Нет улучшений на последних двух итерациях,554
174,5.220539,448035,Нет улучшений на последних двух итерациях,639
189,8.307487,148655,Нет улучшений на последних двух итерациях,821
237,4.437019,382126,Нет улучшений на последних двух итерациях,559
221,5.683064,57209,Нет улучшений на последних двух итерациях,560
28,8.489573,1120884,Достигнуто максимальное число поколений,1000
186,4.460644,221885,Нет улучшений на последних двух итерациях,543
198,4.154334,0,Найдено точное решение,509
209,7.018311,106382,Нет улучшений на последних двух итерациях,765
108,10.847910,552730,Достигнуто максимальное число поколений,1000
92,6.999128,649154,Нет улучшений на последних двух итерациях,592
229,6.150770,191783,Нет улучшений на последних двух итерациях,607
194,4.123920,253431,Нет улучшений на последних двух итерациях,503
182,6.343037,25529,Нет улучшений на последних двух итерациях,838
136,8.074077,706716,Нет улучшений на последних двух итерациях,638
178,6.336288,91955,Нет улучшений на последних двух итерациях,717
241,5.699474,208841,Нет улучшений на последних двух итерациях,561
213,7.900904,368405,Нет улучшений на последних двух итерациях,621
261,4.477497,724224,Нет улучшений на последних двух итерациях,576
120,6.352371,230896,Нет улучшений на последних двух итерациях,550
222,1.990764,0,Найдено точное решение,282
269,4.835920,48116,Нет улучшений на последних двух итерациях,581
225,7.942955,46116,Нет улучшений на последних двух итерациях,743
166,8.414623,390362,Достигнуто максимальное число поколений,1000
152,5.391481,82787,Нет улучшений на последних двух итерациях,620
286,4.036961,269049,Нет улучшений на последних двух итерациях,529
249,7.347663,195258,Нет улучшений на последних двух итерациях,606
163,5.677426,102993,Нет улучшений на последних двух итерациях,584
233,8.284415,80730,Достигнуто максимальное число поколений,1000
218,5.204514,68767,Нет улучшений на последних двух итерациях,693
277,5.430480,615096,Нет улучшений на последних двух итерациях,709
273,5.765167,395846,Нет улучшений на последних двух итерациях,687
171,5.500539,98063,Нет улучшений на последних двух итерациях,609
253,7.661254,1141269,Нет улучшений на последних двух итерациях,588
72,5.274675,457604,Нет улучшений на последних двух итерациях,619
281,6.787301,194789,Нет улучшений на последних двух итерациях,592
238,5.266918,430471,Нет улучшений на последних двух итерациях,537
257,8.421895,163311,Нет улучшений на последних двух итерациях,650
289,5.972642,156158,Нет улучшений на последних двух итерациях,555
206,5.845182,1089155,Нет улучшений на последних двух итерациях,680
190,5.636550,407274,Нет улучшений на последних двух итерациях,711
195,4.549474,27194,Нет улучшений на последних двух итерациях,544
202,6.821358,107027,Нет улучшений на последних двух итерациях,513
210,5.138316,1074629,Нет улучшений на последних двух итерациях,554
297,4.980641,437441,Нет улучшений на последних двух итерациях,635
183,4.778636,807680,Нет улучшений на последних двух итерациях,675
230,4.993032,804335,Нет улучшений на последних двух итерациях,608
245,10.400986,1335020,Достигнуто максимальное число поколений,1000
265,8.991182,126465,Нет улучшений на последних двух итерациях,788
270,4.024523,918239,Нет улучшений на последних двух итерациях,525
187,6.464095,528539,Нет улучшений на последних двух итерациях,505
305,5.820928,26349,Нет улучшений на последних двух итерациях,657
301,6.102421,1553542,Нет улучшений на последних двух итерациях,501
226,4.481296,287127,Нет улучшений на последних двух итерациях,503
219,3.797042,25708,Нет улучшений на последних двух итерациях,543
274,3.633140,685608,Нет улучшений на последних двух итерациях,520
167,4.645660,153860,Нет улучшений на последних двух итерациях,559
293,7.240640,56392,Нет улучшений на последних двух итерациях,761
278,4.019320,112374,Нет улучшений на последних двух итерациях,503
287,4.795471,206288,Нет улучшений на последних двух итерациях,681
179,6.615207,724580,Нет улучшений на последних двух итерациях,609
313,4.899792,577460,Нет улучшений на последних двух итерациях,570
262,6.617748,26355,Нет улучшений на последних двух итерациях,616
199,7.760701,79908,Нет улучшений на последних двух итерациях,813
309,6.664240,378082,Нет улучшений на последних двух итерациях,572
223,6.483566,13263,Нет улучшений на последних двух итерациях,766
175,9.169799,670469,Достигнуто максимальное число поколений,1000
250,5.899980,145249,Нет улучшений на последних двух итерациях,505
317,4.927669,285859,Нет улучшений на последних двух итерациях,556
242,8.113169,165966,Нет улучшений на последних двух итерациях,686
214,8.136044,743931,Нет улучшений на последних двух итерациях,653
184,4.354268,547230,Нет улучшений на последних двух итерациях,614
207,5.164512,1390057,Нет улучшений на последних двух итерациях,643
282,5.829766,191816,Нет улучшений на последних двух итерациях,657
231,4.822649,319641,Нет улучшений на последних двух итерациях,538
164,7.670439,825265,Нет улучшений на последних двух итерациях,733
234,7.642622,16033,Нет улучшений на последних двух итерациях,642
290,5.710288,391552,Нет улучшений на последних двух итерациях,507
211,5.309643,423721,Нет улучшений на последних двух итерациях,567
220,4.064406,120618,Нет улучшений на последних двух итерациях,576
258,6.109809,801753,Нет улучшений на последних двух итерациях,662
306,4.336306,15049,Нет улучшений на последних двух итерациях,521
254,7.523928,33572,Нет улучшений на последних двух итерациях,537
321,1.416942,0,Найдено точное решение,202
298,6.100558,2235133,Нет улучшений на последних двух итерациях,650
172,8.536192,659821,Нет улучшений на последних двух итерациях,877
203,6.526969,50215,Нет улучшений на последних двух итерациях,619
314,4.379690,352566,Нет улучшений на последних двух итерациях,518
263,4.159992,283315,Нет улучшений на последних двух итерациях,580
279,4.963219,91136,Нет улучшений на последних двух итерациях,562
196,6.959502,1020238,Нет улучшений на последних двух итерациях,757
239,7.603484,296253,Нет улучшений на последних двух итерациях,860
246,6.789657,1013530,Нет улучшений на последних двух итерациях,511
200,4.610749,361637,Нет улучшений на последних двух итерациях,582
227,5.870449,8577,Нет улучшений на последних двух итерациях,716
180,5.297669,177521,Нет улучшений на последних двух итерациях,599
191,8.042911,212553,Достигнуто максимальное число поколений,1000
271,7.412079,119786,Нет улучшений на последних двух итерациях,605
302,6.748374,1011822,Нет улучшений на последних двух итерациях,569
333,1.721699,0,Найдено точное решение,207
176,5.268249,365711,Нет улучшений на последних двух итерациях,542
259,2.602315,0,Найдено точное решение,227
288,6.161727,320580,Нет улучшений на последних двух итерациях,879
275,7.143144,839270,Достигнуто максимальное число поколений,1000
310,6.015238,463215,Нет улучшений на последних двух итерациях,535
318,5.341044,131606,Нет улучшений на последних двух итерациях,649
168,7.719620,1539934,Нет улучшений на последних двух итерациях,860
294,7.796115,316212,Нет улучшений на последних двух итерациях,589
188,8.632287,1070783,Нет улучшений на последних двух итерациях,651
266,9.214214,334195,Нет улучшений на последних двух итерациях,726
322,3.924357,437779,Нет улучшений на последних двух итерациях,540
251,6.596986,158207,Нет улучшений на последних двух итерациях,537
208,5.173154,904354,Нет улучшений на последних двух итерациях,596
291,5.226035,949326,Нет улучшений на последних двух итерациях,513
325,5.387158,1073829,Нет улучшений на последних двух итерациях,629
192,2.921069,0,Найдено точное решение,231
307,5.002202,183517,Нет улучшений на последних двух итерациях,600
308,0.037452,0,Найдено точное решение,3
299,4.689729,220051,Нет улучшений на последних двух итерациях,553
243,7.162209,332884,Нет улучшений на последних двух итерациях,519
224,8.307449,136887,Достигнуто максимальное число поколений,1000
235,5.868735,239156,Нет улучшений на последних двух итерациях,538
329,5.815492,214154,Нет улучшений на последних двух итерациях,657
337,4.560632,61443,Нет улучшений на последних двух итерациях,532
212,6.064082,84951,Нет улучшений на последних двух итерациях,699
232,6.325993,431050,Нет улучшений на последних двух итерациях,754
228,4.152097,266600,Нет улучшений на последних двух итерациях,515
353,3.559186,269059,Нет улучшений на последних двух итерациях,506
341,4.780745,84605,Нет улучшений на последних двух итерациях,601
215,8.250426,646371,Нет улучшений на последних двух итерациях,658
264,5.844970,459680,Нет улучшений на последних двух итерациях,625
280,5.754797,102606,Нет улучшений на последних двух итерациях,638
349,4.338861,75884,Нет улучшений на последних двух итерациях,558
283,7.738697,654899,Нет улучшений на последних двух итерациях,711
276,4.358359,342256,Нет улучшений на последних двух итерациях,596
260,4.764205,5200,Нет улучшений на последних двух итерациях,553
204,6.784357,881410,Нет улучшений на последних двух итерациях,574
315,6.789297,657970,Нет улучшений на последних двух итерациях,596
240,6.405706,746421,Нет улучшений на последних двух итерациях,780
303,5.303269,268203,Нет улучшений на последних двух итерациях,611
334,5.303632,126493,Нет улучшений на последних двух итерациях,570
295,4.269592,302149,Нет улучшений на последних двух итерациях,512
319,4.855183,12223,Нет улучшений на последних двух итерациях,537
323,3.942452,22621,Нет улучшений на последних двух итерациях,554
345,6.578466,366844,Нет улучшений на последних двух итерациях,696
255,8.229320,165309,Нет улучшений на последних двух итерациях,566
357,5.089439,119530,Нет улучшений на последних двух итерациях,521
365,4.442703,29023,Нет улучшений на последних двух итерациях,525
326,4.666100,117004,Нет улучшений на последних двух итерациях,508
373,4.543438,418108,Нет улучшений на последних двух итерациях,577
389,4.255638,423630,Нет улучшений на последних двух итерациях,522
381,4.329640,106262,Нет улучшений на последних двух итерациях,580
354,3.986829,132940,Нет улучшений на последних двух итерациях,565
350,3.591616,432107,Нет улучшений на последних двух итерациях,516
342,4.210308,370964,Нет улучшений на последних двух итерациях,517
292,5.695468,149359,Нет улучшений на последних двух итерациях,697
377,5.293545,548713,Нет улучшений на последних двух итерациях,648
267,6.450097,704947,Нет улучшений на последних двух итерациях,557
247,9.176951,136825,Нет улучшений на последних двух итерациях,638
361,6.636614,1087913,Нет улучшений на последних двух итерациях,539
216,4.334236,154987,Нет улучшений на последних двух итерациях,538
401,3.685465,221177,Нет улучшений на последних двух итерациях,524
369,6.852257,821080,Нет улучшений на последних двух итерациях,652
300,6.719241,313617,Нет улучшений на последних двух итерациях,839
252,7.615615,531559,Нет улучшений на последних двух итерациях,580
284,5.526206,919915,Нет улучшений на последних двух итерациях,593
335,4.859470,199021,Нет улучшений на последних двух итерациях,519
385,6.970778,334206,Нет улучшений на последних двух итерациях,699
346,4.342574,158119,Нет улучшений на последних двух итерациях,512
244,7.632051,322076,Нет улучшений на последних двух итерациях,560
397,6.121010,501880,Нет улучшений на последних двух итерациях,551
320,5.077942,185948,Нет улучшений на последних двух итерациях,560
338,7.553333,122831,Нет улучшений на последних двух итерациях,592
272,10.880829,223204,Нет улучшений на последних двух итерациях,966
405,6.020359,166904,Нет улучшений на последних двух итерациях,564
304,5.678011,676034,Нет улучшений на последних двух итерациях,555
366,4.749979,295776,Нет улучшений на последних двух итерациях,558
413,5.874593,249315,Нет улучшений на последних двух итерациях,572
382,3.699885,173710,Нет улучшений на последних двух итерациях,520
296,5.876065,11992,Нет улучшений на последних двух итерациях,548
311,10.982285,46521,Нет улучшений на последних двух итерациях,776
429,2.449960,0,Найдено точное решение,308
355,4.434216,168163,Нет улучшений на последних двух итерациях,634
330,9.088049,11835,Нет улучшений на последних двух итерациях,941
409,7.147836,454358,Нет улучшений на последних двух итерациях,670
378,4.211362,177402,Нет улучшений на последних двух итерациях,522
374,5.310052,1220405,Нет улучшений на последних двух итерациях,551
324,7.079365,739030,Достигнуто максимальное число поколений,1000
316,7.570047,20880,Нет улучшений на последних двух итерациях,653
236,9.911139,524237,Достигнуто максимальное число поколений,1000
351,4.997456,355716,Нет улучшений на последних двух итерациях,707
268,4.869131,43551,Нет улучшений на последних двух итерациях,520
358,6.828507,129653,Нет улучшений на последних двух итерациях,611
393,8.850418,16832,Нет улучшений на последних двух итерациях,998
402,4.917070,39300,Нет улучшений на последних двух итерациях,694
421,5.325663,2459,Нет улучшений на последних двух итерациях,648
256,8.307938,338648,Нет улучшений на последних двух итерациях,583
347,4.067995,5952,Нет улучшений на последних двух итерациях,501
386,4.310322,5015,Нет улучшений на последних двух итерациях,511
390,7.192745,490338,Нет улучшений на последних двух итерациях,823
362,6.846131,280351,Нет улучшений на последних двух итерациях,504
343,7.109274,255357,Нет улучшений на последних двух итерациях,916
433,5.155601,194400,Нет улучшений на последних двух итерациях,574
441,4.730922,59193,Нет улучшений на последних двух итерациях,515
398,5.067755,29885,Нет улучшений на последних двух итерациях,617
367,4.662410,151041,Нет улучшений на последних двух итерациях,536
327,8.823250,8004,Нет улучшений на последних двух итерациях,941
437,5.594652,130761,Нет улучшений на последних двух итерациях,672
430,4.260138,272286,Нет улучшений на последних двух итерациях,559
414,5.042246,68567,Нет улучшений на последних двух итерациях,570
370,6.904789,56670,Нет улучшений на последних двух итерациях,757
383,5.366931,108663,Нет улучшений на последних двух итерациях,586
417,8.811904,73229,Нет улучшений на последних двух итерациях,668
359,3.875870,570967,Нет улучшений на последних двух итерациях,540
336,7.173703,83339,Нет улучшений на последних двух итерациях,734
356,5.201981,197627,Нет улучшений на последних двух итерациях,598
445,6.779536,95715,Нет улучшений на последних двух итерациях,583
331,5.430085,81581,Нет улучшений на последних двух итерациях,660
403,4.248692,639972,Нет улучшений на последних двух итерациях,579
425,8.386872,1577471,Нет улучшений на последних двух итерациях,944
410,5.546590,599586,Нет улучшений на последних двух итерациях,581
465,4.957805,977891,Нет улучшений на последних двух итерациях,593
312,6.745830,50975,Нет улучшений на последних двух итерациях,519
406,7.515396,482345,Нет улучшений на последних двух итерациях,824
348,4.181121,506331,Нет улучшений на последних двух итерациях,515
457,5.753193,201982,Нет улучшений на последних двух итерациях,765
248,10.494049,385173,Нет улучшений на последних двух итерациях,738
379,6.609977,120364,Нет улучшений на последних двух итерациях,526
339,8.405882,754095,Нет улучшений на последних двух итерациях,744
469,6.314853,582405,Нет улучшений на последних двух итерациях,643
394,6.204757,67480,Нет улучшений на последних двух итерациях,621
375,6.962569,854593,Нет улучшений на последних двух итерациях,756
391,4.795455,59854,Нет улучшений на последних двух итерациях,533
344,4.638740,107129,Нет улучшений на последних двух итерациях,534
387,5.299982,92852,Нет улучшений на последних двух итерациях,593
461,7.101402,457961,Нет улучшений на последних двух итерациях,645
328,4.313183,94005,Нет улучшений на последних двух итерациях,519
399,4.725420,96930,Нет улучшений на последних двух итерациях,579
352,7.213305,303102,Нет улучшений на последних двух итерациях,538
415,4.181146,118659,Нет улучшений на последних двух итерациях,524
431,4.263465,484772,Нет улучшений на последних двух итерациях,504
438,4.607739,613892,Нет улучшений на последних двух итерациях,563
442,5.348799,282992,Нет улучшений на последних двух итерациях,762
422,7.178157,624931,Нет улучшений на последних двух итерациях,801
360,3.968778,72613,Нет улучшений на последних двух итерациях,564
473,6.672244,311242,Нет улучшений на последних двух итерациях,621
434,5.872488,613589,Нет улучшений на последних двух итерациях,724
371,4.937864,886954,Нет улучшений на последних двух итерациях,505
384,4.658378,0,Найдено точное решение,417
368,5.677180,340709,Нет улучшений на последних двух итерациях,590
363,6.381676,502371,Нет улучшений на последних двух итерациях,526
449,10.500032,246094,Нет улучшений на последних двух итерациях,676
453,10.606649,125014,Нет улучшений на последних двух итерациях,818
418,5.182611,367012,Нет улучшений на последних двух итерациях,609
404,4.439674,333472,Нет улучшений на последних двух итерациях,627
332,4.651244,531570,Нет улучшений на последних двух итерациях,532
426,4.649462,609974,Нет улучшений на последних двух итерациях,513
411,4.716172,0,Найдено точное решение,389
477,5.518423,10521,Нет улучшений на последних двух итерациях,623
466,5.508162,363804,Нет улучшений на последних двух итерациях,696
446,5.968761,186595,Нет улучшений на последних двух итерациях,632
485,5.453964,53264,Нет улучшений на последних двух итерациях,512
380,4.809744,313719,Нет улучшений на последних двух итерациях,512
395,4.835728,435139,Нет улучшений на последних двух итерациях,509
340,5.151059,0,Найдено точное решение,624
493,5.654178,38888,Нет улучшений на последних двух итерациях,631
388,4.567268,216678,Нет улучшений на последних двух итерациях,506
376,5.102334,450359,Нет улучшений на последних двух итерациях,586
407,6.119923,655865,Нет улучшений на последних двух итерациях,584
489,6.109800,1199896,Нет улучшений на последних двух итерациях,701
462,4.751598,195943,Нет улучшений на последних двух итерациях,520
443,3.957033,213324,Нет улучшений на последних двух итерациях,511
458,6.360626,696527,Нет улучшений на последних двух итерациях,848
481,7.614781,647463,Достигнуто максимальное число поколений,1000
470,5.679167,190976,Нет улучшений на последних двух итерациях,570
432,4.752418,897398,Нет улучшений на последних двух итерациях,584
439,4.692539,89653,Нет улучшений на последних двух итерациях,521
450,4.009885,0,Найдено точное решение,481
497,5.798218,356904,Нет улучшений на последних двух итерациях,777
400,5.352839,12586,Нет улучшений на последних двух итерациях,676
435,4.500856,864501,Нет улучшений на последних двух итерациях,650
416,5.291463,812536,Нет улучшений на последних двух итерациях,707
412,3.683670,64018,Нет улучшений на последних двух итерациях,509
423,5.423681,904390,Нет улучшений на последних двух итерациях,564
372,5.550241,233843,Нет улучшений на последних двух итерациях,638
454,4.821518,454386,Нет улучшений на последних двух итерациях,625
364,5.647688,1032270,Достигнуто максимальное число поколений,1000
490,2.619689,35227,Нет улучшений на последних двух итерациях,502
392,7.743148,695469,Нет улучшений на последних двух итерациях,872
447,4.110152,175536,Нет улучшений на последних двух итерациях,741
440,2.612491,34845,Нет улучшений на последних двух итерациях,627
436,2.273287,110149,Нет улучшений на последних двух итерациях,547
474,7.024004,50269,Достигнуто максимальное число поколений,1000
396,3.784453,42782,Нет улучшений на последних двух итерациях,545
486,4.609597,6335,Нет улучшений на последних двух итерациях,629
444,3.690538,474053,Нет улучшений на последних двух итерациях,536
467,5.020731,202444,Нет улучшений на последних двух итерациях,696
494,4.154429,119890,Нет улучшений на последних двух итерациях,654
427,6.204577,427818,Достигнуто максимальное число поколений,1000
478,5.906512,14851,Нет улучшений на последних двух итерациях,818
463,4.141437,1037770,Нет улучшений на последних двух итерациях,677
471,3.961119,171955,Нет улучшений на последних двух итерациях,763
451,3.560742,52120,Нет улучшений на последних двух итерациях,519
419,7.285834,408226,Достигнуто максимальное число поколений,1000
424,3.275604,8987,Нет улучшений на последних двух итерациях,537
498,4.298297,47850,Нет улучшений на последних двух итерациях,615
482,5.012054,386475,Нет улучшений на последних двух итерациях,717
491,2.949653,197113,Нет улучшений на последних двух итерациях,572
408,5.686811,571432,Нет улучшений на последних двух итерациях,900
475,2.306769,137645,Нет улучшений на последних двух итерациях,539
459,5.459068,708537,Нет улучшений на последних двух итерациях,781
448,2.710071,99209,Нет улучшений на последних двух итерациях,643
428,2.302122,265781,Нет улучшений на последних двух итерациях,546
495,2.520920,151455,Нет улучшений на последних двух итерациях,598
464,2.397502,398882,Нет улучшений на последних двух итерациях,575
472,2.204640,546494,Нет улучшений на последних двух итерациях,525
479,2.511270,278756,Нет улучшений на последних двух итерациях,569
487,3.102720,592841,Нет улучшений на последних двух итерациях,551
420,2.640135,236005,Нет улучшений на последних двух итерациях,511
