task number,first solution time,all solutions time,answers number
422,0.614955,39.874420,1
406,25.610916,45.287684,1
328,19.325007,36.444148,1
331,1.278003,34.766944,1
390,16.612497,43.434221,1
347,4.185588,35.012266,1
458,3.804486,42.053154,1
438,10.331398,41.112242,1
343,0.050386,35.965327,1
339,1.629950,28.937954,1
466,17.430157,35.086237,1
446,6.141478,42.198032,1
351,3.281843,36.472329,1
462,19.250845,36.167091,1
367,5.985184,36.290492,1
324,10.096288,34.089759,1
355,5.686018,34.389101,1
403,1.108122,37.327854,1
371,2.953960,33.625072,1
383,10.065600,35.748263,1
387,2.250435,34.241303,1
379,22.047830,43.216245,1
471,0.002493,33.501374,1
435,0.000089,31.691887,1
419,5.762327,36.782773,1
399,0.003887,36.130185,1
474,7.286992,46.450794,1
359,0.138798,39.781028,1
375,2.094887,37.000644,1
478,14.354523,42.110831,1
411,0.996635,34.412243,1
336,0.000099,31.996031,1
427,0.641843,33.594123,1
415,2.903963,33.474541,1
455,5.870210,35.108274,1
451,38.394086,41.146066,1
407,0.264930,33.922554,1
423,0.070571,34.402831,1
481,19.151497,34.437030,1
431,24.923567,42.210006,1
459,1.139879,33.133320,1
443,23.298829,40.737270,1
344,0.473092,33.737575,1
332,35.179760,38.525908,1
340,19.182411,33.740978,1
447,18.000416,32.460682,1
395,5.178861,49.061122,1
467,13.906082,34.315971,1
391,4.930699,41.326905,1
348,0.298487,44.437874,1
356,16.083644,32.280389,1
485,17.010324,33.961700,1
363,0.168488,53.100012,1
388,7.769068,31.749181,1
368,2.935626,37.852853,1
404,17.777616,36.070019,1
384,12.547563,33.189418,1
372,0.098668,34.393170,1
439,39.508781,52.426163,1
420,25.149353,31.611144,1
380,0.313955,36.261721,1
436,0.533544,33.320556,1
472,10.158660,34.325652,1
352,31.793180,50.163972,1
463,14.304513,48.722114,1
400,10.195190,33.040709,1
475,24.127494,33.106827,1
412,15.654334,32.246739,1
479,20.954166,32.403349,1
376,18.330140,32.929467,1
360,9.296165,33.409643,1
428,0.270246,29.860080,1
489,28.469620,34.810569,1
416,4.362103,31.491029,1
408,16.547754,30.594140,1
456,4.315209,31.515072,1
452,13.798970,31.506722,1
424,25.106098,31.224858,1
396,9.572248,25.793183,1
497,23.690794,27.725940,1
482,17.568773,32.787437,1
448,9.147659,28.081536,1
432,31.478209,31.918947,1
468,0.994692,27.059742,1
444,24.425492,31.609978,1
460,19.643132,32.373698,1
392,8.645216,26.732039,1
493,1.277970,30.234858,1
364,0.077034,23.451922,1
486,0.135781,24.623224,1
440,0.000358,18.503882,1
480,6.584008,17.170739,1
476,0.291125,19.474888,1
464,1.507864,21.285089,1
490,0.276946,19.913097,1
498,1.706212,16.658312,1
483,2.590927,16.590732,1
494,1.431927,16.480260,1
487,0.006182,16.512736,1
491,4.461196,16.223325,1
499,2.983989,16.280275,1
484,1.949791,16.194700,1
495,0.040062,16.105706,1
488,0.639879,15.996405,1
492,8.674837,15.305048,1
500,0.976315,15.355731,1
496,2.741268,15.094079,1
